N x
1.3501997E+0 1.0413914E+21
1.3328284E+0 1.2724106E+21
1.3216460E+0 1.4024263E+21
1.3066037E+0 1.6966790E+21
1.2998209E+0 1.8052935E+21
1.2858623E+0 1.3942593E+21
1.2727571E+0 1.8422407E+21
1.2652070E+0 1.3681420E+21
1.2445714E+0 1.1777171E+21
1.2322027E+0 1.9266253E+21
1.2241620E+0 1.6971227E+21
1.2087699E+0 1.4653693E+21
1.1967989E+0 1.1579809E+21
1.1735820E+0 1.1682229E+21
1.1615648E+0 1.4455474E+21
1.1446141E+0 1.2306629E+21
1.1270997E+0 1.6754668E+21
1.1190189E+0 1.9144318E+21
1.1043766E+0 1.5650688E+21
1.0909529E+0 1.3885643E+21
1.0722585E+0 1.2650286E+21
1.0551976E+0 1.2940647E+21
1.0366890E+0 1.6000826E+21
1.0260479E+0 1.8245405E+21
1.0107026E+0 1.4701969E+21
9.9335129E-1 1.6905173E+21
9.8188460E-1 1.5829722E+21
9.6198922E-1 1.3691988E+21
9.4509226E-1 1.5991190E+21
9.2990265E-1 1.6392080E+21
9.1322487E-1 1.4456447E+21
8.9306777E-1 1.3784014E+21
8.7381635E-1 1.4256391E+21
8.5409535E-1 1.6214363E+21
8.3886007E-1 1.6407239E+21
8.1872698E-1 1.4469102E+21
7.9786970E-1 1.4773506E+21
7.7756420E-1 1.4321660E+21
7.5419839E-1 1.4793865E+21
7.3415851E-1 1.5825106E+21
7.1237195E-1 1.5401184E+21
