N x
1.4597488E+0 1.5399745E+21
1.4510866E+0 1.9044097E+21
1.4457138E+0 1.5688653E+21
1.4339290E+0 1.3193802E+21
1.4252117E+0 1.1037093E+21
1.4091809E+0 1.1514808E+21
1.4013514E+0 1.9881442E+21
1.3952526E+0 1.3778341E+21
1.3810948E+0 1.1541279E+21
1.3709275E+0 1.1666242E+21
1.3567814E+0 1.3752113E+21
1.3501747E+0 1.8446129E+21
1.3411769E+0 1.1988335E+21
1.3259687E+0 9.9428226E+20
1.3117356E+0 1.7486365E+21
1.3091150E+0 1.5541781E+21
1.2925488E+0 1.1414674E+21
1.2828671E+0 1.0216668E+21
1.2628027E+0 1.0706629E+21
1.2542785E+0 1.5724377E+21
1.2430942E+0 1.4017476E+21
1.2319956E+0 1.3978670E+21
1.2205441E+0 1.5793176E+21
1.2118749E+0 1.3649352E+21
1.1970098E+0 1.1899405E+21
1.1846426E+0 1.2805678E+21
1.1714045E+0 1.3326434E+21
1.1597862E+0 1.3351937E+21
1.1463095E+0 1.1357541E+21
1.1299237E+0 1.3482466E+21
1.1209040E+0 1.5644951E+21
1.1077406E+0 1.2259521E+21
1.0922820E+0 1.2373491E+21
1.0790399E+0 1.2763708E+21
1.0640661E+0 1.1520492E+21
1.0473385E+0 1.1542886E+21
1.0319681E+0 1.2541357E+21
1.0173474E+0 1.2518927E+21
1.0014615E+0 1.3306443E+21
9.8824796E-1 1.4833186E+21
9.7497197E-1 1.2447494E+21
9.5616158E-1 1.3250678E+21
9.4443791E-1 1.3853453E+21
9.2638417E-1 1.1167257E+21
9.0687457E-1 1.1422573E+21
8.8893225E-1 1.1677098E+21
8.6943447E-1 1.1112234E+21
8.4871358E-1 1.1489017E+21
8.2965198E-1 1.3891506E+21
8.1511409E-1 2.7155544E+21
8.1223436E-1 8.2856867E+21
