x N
1.5699220E+0 1.1161117E+21
1.5588025E+0 1.1233362E+21
1.5477477E+0 1.1494745E+21
1.5369792E+0 1.1576979E+21
1.5259235E+0 1.1424072E+21
1.5147035E+0 1.1526970E+21
1.5036859E+0 1.1692759E+21
1.4926187E+0 1.1661722E+21
1.4813772E+0 1.1551832E+21
1.4699266E+0 1.1554767E+21
1.4585160E+0 1.1760120E+21
1.4472901E+0 1.1738226E+21
1.4356567E+0 1.1550136E+21
1.4238723E+0 1.1610390E+21
1.4121696E+0 1.0767321E+21
1.3983161E+0 1.0733748E+21
1.3863163E+0 1.1691569E+21
1.3743599E+0 1.1561056E+21
1.3618737E+0 1.1632041E+21
1.3498527E+0 1.1713432E+21
1.3373112E+0 1.1682258E+21
1.3250006E+0 1.1630277E+21
1.3121083E+0 1.1616815E+21
1.2995292E+0 1.1615540E+21
1.2863789E+0 1.1619285E+21
1.2735541E+0 1.1636197E+21
1.2601713E+0 1.1623121E+21
1.2470469E+0 1.1637290E+21
1.2334095E+0 1.1583724E+21
1.2198708E+0 1.1489329E+21
1.2056977E+0 1.1553292E+21
1.1920012E+0 1.1552454E+21
1.1774906E+0 1.1497194E+21
1.1633233E+0 1.1533736E+21
1.1485436E+0 1.1411668E+21
1.1336971E+0 1.1429854E+21
1.1185744E+0 1.1453640E+21
1.1033886E+0 1.1464456E+21
1.0878740E+0 1.1410665E+21
1.0721046E+0 1.1360484E+21
1.0559883E+0 1.1326246E+21
1.0396360E+0 1.1321360E+21
1.0229938E+0 1.1303926E+21
1.0060529E+0 1.1296159E+21
