N x
1.5467686E+0 1.4093752E+21
1.5355959E+0 1.4084599E+21
1.5243266E+0 1.3944648E+21
1.5127595E+0 1.3767340E+21
1.5010202E+0 1.3910042E+21
1.4895149E+0 1.3950834E+21
1.4776600E+0 1.3794925E+21
1.4657031E+0 1.3708640E+21
1.4535017E+0 1.3696096E+21
1.4413220E+0 1.3745364E+21
1.4290012E+0 1.3868079E+21
1.4168314E+0 1.3906554E+21
1.4043647E+0 1.3528123E+21
1.3912780E+0 1.3551237E+21
1.3786247E+0 1.3831583E+21
1.3658228E+0 1.3614529E+21
1.3525179E+0 1.3433403E+21
1.3391076E+0 1.3629639E+21
1.3259270E+0 1.3570002E+21
1.3121257E+0 1.3575222E+21
1.2986818E+0 1.3611226E+21
1.2846616E+0 1.3359208E+21
1.2703977E+0 1.2955021E+21
1.2551590E+0 1.2922987E+21
1.2404812E+0 1.3367635E+21
1.2258899E+0 1.3487225E+21
1.2111231E+0 1.3382249E+21
1.1959377E+0 1.3317014E+21
1.1806460E+0 1.3369243E+21
1.1651856E+0 1.3299121E+21
1.1493183E+0 1.3121471E+21
1.1329946E+0 1.3072872E+21
1.1165469E+0 1.3168606E+21
1.0999823E+0 1.3058419E+21
1.0827461E+0 1.3037238E+21
1.0655996E+0 1.2928433E+21
1.0474988E+0 1.2772409E+21
1.0293202E+0 1.2825321E+21
1.0107250E+0 1.2780747E+21
9.9173945E-1 1.2780838E+21
9.7242614E-1 1.2794861E+21
