N x
1.2325318E+0 1.6750489E+21
1.2230919E+0 1.7356471E+21
1.2142452E+0 1.8313736E+21
1.2056322E+0 1.8530648E+21
1.1968638E+0 1.8331297E+21
1.1879331E+0 1.8575147E+21
1.1792689E+0 1.9063472E+21
1.1706614E+0 1.9026474E+21
1.1618343E+0 1.8638914E+21
1.1527286E+0 1.8739082E+21
1.1438605E+0 1.9135137E+21
1.1349885E+0 1.9065658E+21
1.1259150E+0 1.8781071E+21
1.1166241E+0 1.8809523E+21
1.1074284E+0 1.9094643E+21
1.0982618E+0 1.9038752E+21
1.0888562E+0 1.8847617E+21
1.0793403E+0 1.8756996E+21
1.0696753E+0 1.8950148E+21
1.0601863E+0 1.8846082E+21
1.0502373E+0 1.8804998E+21
1.0405278E+0 1.8858733E+21
1.0304462E+0 1.8867811E+21
1.0205580E+0 1.8821176E+21
1.0102267E+0 1.8777620E+21
1.0000908E+0 1.8744704E+21
9.8950907E-1 1.8729445E+21
9.7914153E-1 1.8743881E+21
9.6834740E-1 1.8276247E+21
9.5719721E-1 1.8180576E+21
9.4603459E-1 1.8571314E+21
9.3509892E-1 1.8500021E+21
9.2358205E-1 1.8351489E+21
9.1219109E-1 1.8141757E+21
9.0010953E-1 1.7722229E+21
8.8784718E-1 1.7437034E+21
8.7502028E-1 1.6905080E+21
8.6158836E-1 1.6302160E+21
8.4736262E-1 1.5836535E+21
8.3264446E-1 1.5689900E+21
8.1763524E-1 1.5800231E+21
8.0258732E-1 1.6250485E+21
7.8786980E-1 1.6894758E+21
7.7342111E-1 1.7404628E+21
7.5902518E-1 1.7675554E+21
7.4447602E-1 1.7729770E+21
7.2960118E-1 1.7611548E+21
7.1424728E-1 1.7444958E+21
6.9842784E-1 1.7301336E+21
6.8210204E-1 1.7399712E+21
6.6570958E-1 1.7574658E+21
