N x
1.3312810E+0 1.2775913E+21
1.3198169E+0 1.3995844E+21
1.3102756E+0 1.6310063E+21
1.3016538E+0 1.3605454E+21
1.2883101E+0 1.3501570E+21
1.2793687E+0 1.6835962E+21
1.2702820E+0 1.6142767E+21
1.2604272E+0 1.5193841E+21
1.2500017E+0 1.4554460E+21
1.2390801E+0 1.5538848E+21
1.2298484E+0 1.4924754E+21
1.2179022E+0 1.5255570E+21
1.2089756E+0 1.7647211E+21
1.1996998E+0 1.6612859E+21
1.1894855E+0 1.4075979E+21
1.1764814E+0 1.5607535E+21
1.1683829E+0 1.8034089E+21
1.1580355E+0 1.7494301E+21
1.1492292E+0 1.6477439E+21
1.1375043E+0 1.5441755E+21
1.1271363E+0 1.5539404E+21
1.1153208E+0 1.5053975E+21
1.1040152E+0 1.7359512E+21
1.0950822E+0 1.7034754E+21
1.0831717E+0 1.6609137E+21
1.0735215E+0 1.7561676E+21
1.0625632E+0 1.6071113E+21
1.0507742E+0 1.5542293E+21
1.0387850E+0 1.6035411E+21
1.0274711E+0 1.5501992E+21
1.0143857E+0 1.6572993E+21
1.0044094E+0 1.6279765E+21
9.9059364E-1 1.5241860E+21
9.7871718E-1 1.6019228E+21
9.6581433E-1 1.6777985E+21
9.5477810E-1 1.6305860E+21
9.4083528E-1 1.5086166E+21
9.2742894E-1 1.6263466E+21
9.1510688E-1 1.6018251E+21
9.0091232E-1 1.5437409E+21
8.8719504E-1 1.5553366E+21
8.7276142E-1 1.5937252E+21
8.5929461E-1 1.5526781E+21
8.4362106E-1 1.5057111E+21
8.2874067E-1 1.5547876E+21
8.1347917E-1 1.5318650E+21
7.9756851E-1 1.4916157E+21
7.8082319E-1 1.4585650E+21
7.6346072E-1 1.4682974E+21
7.4618664E-1 1.4891773E+21
7.2850773E-1 1.4893710E+21
