N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.206091066E+00 1.200300993E+00 1.190010156E+00 1.168032436E+00 1.124867569E+00 1.048967680E+00 1.015208756E+00 1.016294308E+00 1.019264568E+00 1.024737556E+00 1.033609774E+00
1.600000000E+01 1.257404980E+00 1.257746717E+00 1.258869114E+00 1.260648012E+00 1.262603463E+00 1.264417811E+00 1.265672759E+00 1.265412393E+00 1.262725421E+00 1.255622784E+00 1.241148163E+00
1.700000000E+01 1.336982099E+00 1.335045104E+00 1.333990755E+00 1.334060648E+00 1.334969687E+00 1.336966663E+00 1.339837190E+00 1.343330329E+00 1.347532177E+00 1.351772384E+00 1.355989940E+00
1.549996187E+01 1.231873683E+00 1.232281042E+00 1.232764629E+00 1.232536822E+00 1.230523638E+00 1.224391104E+00 1.210681260E+00 1.183852776E+00 1.135715384E+00 1.057995453E+00 1.010795651E+00
1.649996187E+01 1.292455626E+00 1.291570323E+00 1.291736093E+00 1.292850875E+00 1.294731481E+00 1.297328050E+00 1.300385269E+00 1.303368595E+00 1.306256280E+00 1.308541113E+00 1.309855192E+00
1.674996808E+01 1.313247239E+00 1.311788809E+00 1.311394547E+00 1.312045412E+00 1.313639277E+00 1.315749998E+00 1.318790029E+00 1.322178441E+00 1.325875946E+00 1.329597184E+00 1.332791161E+00
1.624993176E+01 1.274109271E+00 1.274012128E+00 1.274771641E+00 1.276319257E+00 1.278405552E+00 1.280368348E+00 1.282879119E+00 1.285040396E+00 1.286208587E+00 1.285990845E+00 1.281548949E+00
1.574996808E+01 1.244154085E+00 1.244685082E+00 1.245904721E+00 1.247189240E+00 1.248335682E+00 1.248209807E+00 1.245784354E+00 1.238858447E+00 1.224501779E+00 1.197356621E+00 1.150390878E+00
1.524993176E+01 1.219916379E+00 1.219294134E+00 1.217287469E+00 1.212001315E+00 1.199825852E+00 1.174775987E+00 1.127270720E+00 1.048678426E+00 1.012797079E+00 1.013627997E+00 1.015842325E+00
