T nFsrh nFBsrh dnsrh nF nFB dn
290 1.154105280E+00 1.130821482E+00 2.328379800E-02 1.154055562E+00 1.130770311E+00 2.328525100E-02
295 1.149975935E+00 1.136604592E+00 1.337134300E-02 1.149911811E+00 1.136538004E+00 1.337380700E-02
300 1.152974908E+00 1.142028927E+00 1.094598100E-02 1.152895326E+00 1.141942479E+00 1.095284700E-02
305 1.142938877E+00 1.143356166E+00 -4.172890000E-04 1.142855493E+00 1.143064845E+00 -2.093520000E-04
310 1.128890199E+00 1.142490104E+00 -1.359990500E-02 1.128796858E+00 1.142261361E+00 -1.346450300E-02
315 1.106792261E+00 1.145998263E+00 -3.920600200E-02 1.106719861E+00 1.145844536E+00 -3.912467500E-02
320 1.088347306E+00 1.143883475E+00 -5.553616900E-02 1.088284771E+00 1.143688733E+00 -5.540396200E-02
325 1.042569465E+00 1.123284493E+00 -8.071502800E-02 1.042472786E+00 1.123113622E+00 -8.064083600E-02
330 1.009979140E+00 1.088014355E+00 -7.803521500E-02 1.010302408E+00 1.087889692E+00 -7.758728400E-02
335 1.006542774E+00 1.065680746E+00 -5.913797200E-02 1.006412196E+00 1.065561667E+00 -5.914947100E-02
340 1.007020240E+00 1.009211593E+00 -2.191353000E-03 1.006997198E+00 1.009161986E+00 -2.164788000E-03
