T nFsrh nFBsrh dnsrh nF nFB dn
290 1.155685731E+00 1.132077318E+00 2.360841300E-02 1.155678286E+00 1.132069653E+00 2.360863300E-02
295 1.160849857E+00 1.138093589E+00 2.275626800E-02 1.160839265E+00 1.138083543E+00 2.275572200E-02
300 1.156387303E+00 1.143756238E+00 1.263106500E-02 1.156375004E+00 1.143743065E+00 1.263193900E-02
305 1.158971246E+00 1.148995590E+00 9.975656000E-03 1.158955876E+00 1.148978807E+00 9.977069000E-03
310 1.148899203E+00 1.149517821E+00 -6.186180000E-04 1.148883142E+00 1.149455002E+00 -5.718600000E-04
315 1.125447616E+00 1.148254743E+00 -2.280712700E-02 1.125428054E+00 1.148229618E+00 -2.280156400E-02
320 1.113122599E+00 1.146973340E+00 -3.385074100E-02 1.113108578E+00 1.146921018E+00 -3.381244000E-02
325 1.092418554E+00 1.127671622E+00 -3.525306800E-02 1.092391941E+00 1.127643853E+00 -3.525191200E-02
330 1.038148887E+00 1.101728337E+00 -6.357945000E-02 1.038120806E+00 1.101684382E+00 -6.356357600E-02
335 1.008368243E+00 1.073312217E+00 -6.494397400E-02 1.008360593E+00 1.073296347E+00 -6.493575400E-02
340 1.007607945E+00 1.015756202E+00 -8.148257000E-03 1.007601212E+00 1.015914967E+00 -8.313755000E-03
