N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 3.162E+15 340 1.800E-4 1.010765195E+00 1.012873045E+00
1.468000E+10 3.162E+15 340 1.800E-4 1.011330070E+00 1.012850962E+00
2.154000E+10 3.162E+15 340 1.800E-4 1.011739691E+00 1.012819020E+00
3.162000E+10 3.162E+15 340 1.800E-4 1.012016626E+00 1.012773139E+00
4.642000E+10 3.162E+15 340 1.800E-4 1.012182467E+00 1.012707903E+00
6.813000E+10 3.162E+15 340 1.800E-4 1.012253991E+00 1.012616535E+00
1.000000E+11 3.162E+15 340 1.800E-4 1.012242408E+00 1.012491406E+00
1.468000E+11 3.162E+15 340 1.800E-4 1.012155190E+00 1.012325711E+00
2.154000E+11 3.162E+15 340 1.800E-4 1.012000619E+00 1.012117293E+00
3.162000E+11 3.162E+15 340 1.800E-4 1.011795683E+00 1.011875685E+00
4.642000E+11 3.162E+15 340 1.800E-4 1.011577202E+00 1.011632460E+00
6.813000E+11 3.162E+15 340 1.800E-4 1.011413263E+00 1.011452042E+00
1.000000E+12 3.162E+15 340 1.800E-4 1.011407383E+00 1.011435362E+00
1.468000E+12 3.162E+15 340 1.800E-4 1.011686077E+00 1.011707158E+00
2.154000E+12 3.162E+15 340 1.800E-4 1.012368940E+00 1.012385701E+00
3.162000E+12 3.162E+15 340 1.800E-4 1.020450918E+00 1.020443681E+00
4.642000E+12 3.162E+15 340 1.800E-4 1.052309235E+00 1.052313187E+00
6.813000E+12 3.162E+15 340 1.800E-4 1.077387075E+00 1.077396658E+00
1.000000E+13 3.162E+15 340 1.800E-4 1.097386913E+00 1.097398521E+00
