fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
00T1 7:25 300.5 38.58 1.000E+000 2.718E+000 1.425E-005 1.558E+004 2.701E+000 1.739E-008 1.381E-003 
00T2 7:43 305.2 37.99 1.000E+000 2.869E+000 1.197E-005 1.314E+004 2.686E+000 1.994E-008 9.160E-004 
00T3 7:56 307.5 37.7 1.000E+000 3.054E+000 1.161E-005 1.203E+004 2.672E+000 2.187E-008 5.575E-004 
00T4 8:10 309.8 37.42 1.000E+000 3.153E+000 1.097E-005 1.098E+004 2.667E+000 2.309E-008 6.904E-004 
00T5 8:22 312.8 37.07 1.000E+000 3.243E+000 1.059E-005 9.694E+003 2.656E+000 2.506E-008 6.858E-004 
00T6 8:36 315.6 36.74 1.000E+000 3.352E+000 9.502E-006 8.579E+003 2.662E+000 2.636E-008 6.696E-004 
00T7 8:53 318.6 36.39 1.000E+000 4.013E+000 9.815E-006 7.476E+003 2.649E+000 2.915E-008 9.986E-004 
00T8 9:10 321.8 36.03 1.000E+000 3.845E+000 1.051E-005 6.406E+003 2.633E+000 3.225E-008 8.956E-004 
00T9 9:28 324.5 35.73 1.000E+000 4.284E+000 1.080E-005 5.588E+003 2.615E+000 3.560E-008 7.810E-004 
0T10 9:43 328.5 35.29 1.000E+000 4.119E+000 9.912E-006 4.519E+003 2.621E+000 3.843E-008 8.726E-004 
0T11 9:57 331.3 35 1.000E+000 3.917E+000 1.032E-005 3.872E+003 2.603E+000 4.213E-008 8.539E-004 
0T12 10:18 335.2 34.59 1.000E+000 4.553E+000 1.147E-005 3.111E+003 2.576E+000 4.772E-008 9.306E-004 
