fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 48764 319.95 36.238 1.145166233E+00 7.145565367E-01 1.648748761E-08 6.779687411E+02 1.756977950E-04 1.214531229E-01 1.587787129E-04 3.868665420E-01 7.460400368E-06 6.213728781E-02 8.114158393E-05 1.833903529E-01 
00L2 48882 319.91 36.242 1.145477870E+00 7.116452235E-01 1.645296573E-08 6.766982766E+02 1.758131393E-04 1.213756657E-01 1.585758621E-04 3.868286994E-01 7.445389001E-06 6.211998487E-02 8.109530285E-05 1.921007519E-01 
00L3 48970 319.92 36.241 1.153610919E+00 6.973424446E-01 1.800686851E-08 6.913917731E+02 1.711001587E-04 1.213685793E-01 1.586896552E-04 3.878917623E-01 7.470771291E-06 6.218577743E-02 8.110876308E-05 2.307474796E-01 
00L4 49058 319.9 36.243 1.146743717E+00 7.083998444E-01 1.663141247E-08 6.768554247E+02 1.761181557E-04 1.217423275E-01 1.590787129E-04 3.875942765E-01 7.506388261E-06 6.226938081E-02 8.118444430E-05 1.814967510E-01 
00L5 49150 319.92 36.241 1.148083378E+00 7.090428523E-01 1.693697080E-08 6.844059916E+02 1.722067067E-04 1.215291698E-01 1.591626866E-04 3.898455062E-01 7.540746217E-06 6.231562657E-02 8.118887633E-05 2.634508369E-01 
00L6 49238 319.9 36.243 1.144007678E+00 7.234749372E-01 1.619840725E-08 6.756861616E+02 1.762476849E-04 1.215060139E-01 1.622751445E-04 2.278362746E-01 4.492340319E-06 6.247091103E-02 8.099159439E-05 1.851832053E-01 
00L7 49326 319.92 36.241 1.148929952E+00 6.988387187E-01 1.708845251E-08 6.794547740E+02 1.747619530E-04 1.215454250E-01 1.612163043E-04 3.852599288E-01 7.549208463E-06 6.238502741E-02 8.102868594E-05 2.082346491E-01 
00L8 49418 319.92 36.241 1.146180613E+00 7.174563900E-01 1.660567413E-08 6.763288266E+02 1.761340794E-04 1.214139854E-01 1.609847826E-04 3.838844616E-01 7.503330465E-06 6.225066824E-02 8.116863872E-05 1.773752561E-01 
00L9 49504 319.94 36.239 1.145115150E+00 7.224772117E-01 1.650662192E-08 6.762897518E+02 1.759713296E-04 1.216776287E-01 1.589492537E-04 3.863459327E-01 7.472149891E-06 6.218317976E-02 8.105167331E-05 1.987439367E-01 
0L10 49592 319.9 36.243 1.151338631E+00 7.007693374E-01 1.754032377E-08 6.869958535E+02 1.714505421E-04 1.214225910E-01 1.602074074E-04 3.831744948E-01 7.453816241E-06 6.216282296E-02 8.097587733E-05 2.698236347E-01 
0L11 49684 319.92 36.241 1.143423914E+00 7.283927189E-01 1.623018164E-08 6.769238382E+02 1.758197406E-04 1.213198460E-01 1.579840000E-04 3.912240074E-01 7.498431926E-06 6.225389662E-02 8.079368304E-05 1.883855736E-01 
0L12 49772 319.9 36.243 1.140334954E+00 7.290960455E-01 1.566721715E-08 6.755758662E+02 1.759210055E-04 1.213541965E-01 1.622825581E-04 2.274686283E-01 4.479691978E-06 6.212412300E-02 8.097574553E-05 1.988237533E-01 
0L13 49858 319.94 36.239 1.142348175E+00 7.223747908E-01 1.606238536E-08 6.837502326E+02 1.719359203E-04 1.214631987E-01 1.590653465E-04 3.925839658E-01 7.584952190E-06 6.242768216E-02 8.073299178E-05 2.832343434E-01 
0L14 49948 319.93 36.24 1.146082678E+00 7.125082100E-01 1.668212329E-08 6.771617719E+02 1.759662712E-04 1.214720411E-01 1.590787129E-04 3.864586066E-01 7.467777696E-06 6.213213778E-02 8.129018241E-05 1.763544946E-01 
0L15 50040 319.93 36.24 1.148819757E+00 7.197016913E-01 1.721826441E-08 6.866195186E+02 1.717849565E-04 1.215149300E-01 1.589626866E-04 3.912215602E-01 7.556968565E-06 6.240420928E-02 8.093988980E-05 2.518304837E-01 
0L16 50128 319.94 36.239 1.143826730E+00 7.292082984E-01 1.637041408E-08 6.781233268E+02 1.760670895E-04 1.217667103E-01 1.588761194E-04 3.890479006E-01 7.526451592E-06 6.239417734E-02 8.114056700E-05 1.706191991E-01 
0L17 50214 319.93 36.24 1.149006625E+00 7.117947349E-01 1.722842476E-08 6.804898008E+02 1.753070981E-04 1.216699686E-01 1.588800000E-04 3.857583289E-01 7.457065175E-06 6.220047464E-02 8.109937549E-05 1.761035242E-01 
0L18 50308 319.95 36.238 1.143771738E+00 7.284577018E-01 1.639283614E-08 6.771742952E+02 1.758548558E-04 1.213716539E-01 1.616893491E-04 2.282227405E-01 4.478758020E-06 6.248751802E-02 8.069194482E-05 1.788517341E-01 
0L19 50424 320.02 36.23 1.142029458E+00 8.407528633E-01 1.768970930E-08 6.945315370E+02 1.445581155E-04 1.031673639E-01 1.325594059E-04 -1.269047626E-01 -1.735524720E-06 5.275877485E-02 6.927252779E-05 1.324622827E-01 
0L20 50542 319.7 36.266 1.143577711E+00 8.449464858E-01 1.724023084E-08 6.932751794E+02 1.454263958E-04 1.037884361E-01 1.328856436E-04 -1.049866185E-01 -1.447974721E-06 5.296760249E-02 6.965768835E-05 1.283324606E-01 
0L21 50630 319.74 36.261 1.144200828E+00 8.483999594E-01 1.742898498E-08 6.940910558E+02 1.458642912E-04 1.041766424E-01 1.338029851E-04 -7.487421335E-02 -1.043682571E-06 5.320913363E-02 6.980037211E-05 1.217228922E-01 
0L22 50720 319.81 36.253 1.137897747E+00 8.594365235E-01 1.637134903E-08 6.862623966E+02 1.475217649E-04 1.046461535E-01 1.345620690E-04 -6.395949783E-02 -9.006394593E-07 5.339114690E-02 7.025991105E-05 1.338062191E-01 
0L23 50810 319.88 36.245 1.136859582E+00 8.651010868E-01 1.632524315E-08 6.858760233E+02 1.480183980E-04 1.049498177E-01 1.350594059E-04 -4.967464727E-02 -7.041113021E-07 5.354570775E-02 7.046091353E-05 1.321497041E-01 
0L24 50900 319.93 36.24 1.131188324E+00 8.727825033E-01 1.541202683E-08 6.829091729E+02 1.490992410E-04 1.054483955E-01 1.358620690E-04 4.855607005E-03 6.956354876E-08 5.416883492E-02 7.008489025E-05 1.326987708E-01 
0L25 50986 319.98 36.234 1.147090979E+00 8.298947329E-01 1.828975478E-08 6.914987698E+02 1.488157080E-04 1.058008537E-01 1.367787129E-04 3.017772992E-03 4.367111217E-08 5.413006568E-02 7.098487059E-05 1.056089383E-01 
