N_Fe N_B T d Jsc_Fe Eta_Fe Voc_Fe FF_Fe Jsc_FeB Eta_FeB Voc_FeB FF_FeB Jsc_e Eta_e Voc_e FF_e
1.200000E+10 1.000E+15 290 2.800E-4 2.938871E-1 2.754470E+1 4.697310E-1 7.981220E+1 2.946755E-1 2.767590E+1 4.701990E-1 7.989820E+1 2.6754854E-01 4.7405866E-01 9.9532326E-02 1.0763697E-01
1.919000E+10 1.000E+15 290 2.800E-4 2.929228E-1 2.738930E+1 4.689390E-1 7.975780E+1 2.942089E-1 2.759850E+1 4.697020E-1 7.988550E+1 4.3713837E-01 7.5801221E-01 1.6244342E-01 1.5985379E-01
3.070000E+10 1.000E+15 290 2.800E-4 2.914109E-1 2.714960E+1 4.677160E-1 7.967770E+1 2.934701E-1 2.747710E+1 4.689140E-1 7.986850E+1 7.0167285E-01 1.1919016E+00 2.5548395E-01 2.3889268E-01
4.909000E+10 1.000E+15 290 2.800E-4 2.890673E-1 2.676980E+1 4.658620E-1 7.951530E+1 2.923070E-1 2.728870E+1 4.677200E-1 7.983990E+1 1.1083210E+00 1.9015197E+00 3.9724622E-01 4.0656364E-01
7.852000E+10 1.000E+15 290 2.800E-4 2.854977E-1 2.623710E+1 4.631310E-1 7.937260E+1 2.904925E-1 2.700070E+1 4.659600E-1 7.979090E+1 1.7194248E+00 2.8280748E+00 6.0713366E-01 5.2424525E-01
1.256000E+11 1.000E+15 290 2.800E-4 2.802024E-1 2.548480E+1 4.592350E-1 7.922010E+1 2.877016E-1 2.655450E+1 4.634600E-1 7.966080E+1 2.6065896E+00 4.0283191E+00 9.1162128E-01 5.5322066E-01
2.009000E+11 1.000E+15 290 2.800E-4 2.726428E-1 2.444960E+1 4.539520E-1 7.901840E+1 2.834998E-1 2.593800E+1 4.600600E-1 7.954800E+1 3.8296323E+00 5.7382990E+00 1.3276529E+00 6.6576155E-01
3.212000E+11 1.000E+15 290 2.800E-4 2.624045E-1 2.315420E+1 4.475210E-1 7.886900E+1 2.773702E-1 2.508420E+1 4.554410E-1 7.942710E+1 5.3955688E+00 7.6940863E+00 1.7389739E+00 7.0265690E-01
5.138000E+11 1.000E+15 290 2.800E-4 2.494337E-1 2.159200E+1 4.403350E-1 7.863500E+1 2.688163E-1 2.394500E+1 4.499560E-1 7.918610E+1 7.2103515E+00 9.8266862E+00 2.1382091E+00 6.9595548E-01
8.217000E+11 1.000E+15 290 2.800E-4 2.341888E-1 1.985800E+1 4.326960E-1 7.838760E+1 2.575566E-1 2.254080E+1 4.434720E-1 7.893900E+1 9.0728795E+00 1.1901973E+01 2.4299167E+00 6.9851404E-01
