T d154 d184 d214 d244
d 150 180 210 240
290 4.069975300E-02 4.128076400E-02 4.066444900E-02 4.158489300E-02
295 4.295700600E-02 4.375735300E-02 4.328137500E-02 4.372251000E-02
300 4.561907400E-02 4.665201900E-02 4.631433200E-02 4.691383300E-02
305 4.907783500E-02 5.039654600E-02 5.021048800E-02 5.136059200E-02
310 5.228648000E-02 5.374771300E-02 5.369004400E-02 5.482902400E-02
315 5.592820200E-02 5.697707400E-02 5.698557800E-02 5.804367100E-02
320 5.898982800E-02 6.060148600E-02 6.060233900E-02 6.155092500E-02
325 6.130630900E-02 6.418293700E-02 6.275275300E-02 6.342249900E-02
330 6.286024000E-02 6.534719000E-02 6.388719300E-02 6.430044900E-02
335 6.436660900E-02 6.486647500E-02 6.704890500E-02 6.481623100E-02
340 6.390904400E-02 6.392839000E-02 6.698451500E-02 6.475128100E-02
