N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.187018953E+00 1.182215495E+00 1.177658883E+00 1.173260153E+00
1.600000000E+01 1.226875187E+00 1.223617570E+00 1.221193119E+00 1.218966812E+00
1.700000000E+01 1.248849661E+00 1.246752973E+00 1.245120116E+00 1.244247985E+00
1.549996187E+01 1.212407367E+00 1.209457348E+00 1.207002821E+00 1.204555122E+00
1.649996187E+01 1.230679988E+00 1.227247703E+00 1.224961025E+00 1.223030047E+00
1.674996808E+01 1.236187035E+00 1.233439866E+00 1.231171987E+00 1.229885292E+00
1.624993176E+01 1.229303569E+00 1.226029877E+00 1.223625336E+00 1.221434468E+00
1.574996808E+01 1.220150756E+00 1.217115683E+00 1.214815322E+00 1.212511595E+00
1.524993176E+01 1.205293393E+00 1.202091024E+00 1.199207625E+00 1.196541796E+00
