N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.186885517E+00 1.181999071E+00 1.177333431E+00 1.172797481E+00
1.600000000E+01 1.226678294E+00 1.223354752E+00 1.220824140E+00 1.218466406E+00
1.700000000E+01 1.246911733E+00 1.244232139E+00 1.242088411E+00 1.240765988E+00
1.549996187E+01 1.212333245E+00 1.209347556E+00 1.206847918E+00 1.204345016E+00
1.649996187E+01 1.230101394E+00 1.226406934E+00 1.223818965E+00 1.221562214E+00
1.674996808E+01 1.235096339E+00 1.231918744E+00 1.229209475E+00 1.227497934E+00
1.624993176E+01 1.228989761E+00 1.225565152E+00 1.222977815E+00 1.220576706E+00
1.574996808E+01 1.220042707E+00 1.216956558E+00 1.214613540E+00 1.212216118E+00
1.524993176E+01 1.205225878E+00 1.201987398E+00 1.199057411E+00 1.196333725E+00
