N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.189213397E+00 1.185612138E+00 1.182504296E+00 1.179763113E+00
1.600000000E+01 1.229664932E+00 1.227570354E+00 1.226360646E+00 1.225300892E+00
1.700000000E+01 1.264131671E+00 1.264006581E+00 1.263670090E+00 1.263646526E+00
1.549996187E+01 1.213683722E+00 1.211285622E+00 1.209481859E+00 1.207770224E+00
1.649996187E+01 1.237978913E+00 1.236620310E+00 1.236265168E+00 1.236042026E+00
1.674996808E+01 1.247307343E+00 1.246823693E+00 1.246376067E+00 1.246468123E+00
1.624993176E+01 1.233887403E+00 1.232225250E+00 1.231463206E+00 1.230876004E+00
1.574996808E+01 1.221972249E+00 1.219688326E+00 1.218173690E+00 1.216809628E+00
1.524993176E+01 1.206441049E+00 1.203786162E+00 1.201557944E+00 1.199643084E+00
