N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 1.187885988E+00 1.183593520E+00 1.179683190E+00 1.176063530E+00
1.600000000E+01 1.228006348E+00 1.225255432E+00 1.223418323E+00 1.221767741E+00
1.700000000E+01 1.257190226E+00 1.256624749E+00 1.256052318E+00 1.255933329E+00
1.549996187E+01 1.212898310E+00 1.210173981E+00 1.207996076E+00 1.205874756E+00
1.649996187E+01 1.233980769E+00 1.231732105E+00 1.230648426E+00 1.229865553E+00
1.674996808E+01 1.241708375E+00 1.240479590E+00 1.239535899E+00 1.239345799E+00
1.624993176E+01 1.231241065E+00 1.228757820E+00 1.227241317E+00 1.225981309E+00
1.574996808E+01 1.220859936E+00 1.218148069E+00 1.216180529E+00 1.214324325E+00
1.524993176E+01 1.205738051E+00 1.202762060E+00 1.200160954E+00 1.197832373E+00
