d T nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 290 1.327206107E+00 1.254900115E+00 7.230599200E-02 1.319249403E+00 1.253948458E+00 6.530094500E-02 7.956704000E-03 9.516570000E-04
150 295 1.326021758E+00 1.256552418E+00 6.946934000E-02 1.318710240E+00 1.255669897E+00 6.304034300E-02 7.311518000E-03 8.825210000E-04
150 300 1.325806310E+00 1.258837829E+00 6.696848100E-02 1.319172184E+00 1.257981802E+00 6.119038200E-02 6.634126000E-03 8.560270000E-04
150 305 1.326635353E+00 1.261196538E+00 6.543881500E-02 1.320664220E+00 1.260368811E+00 6.029540900E-02 5.971133000E-03 8.277270000E-04
150 310 1.328499717E+00 1.264131671E+00 6.436804600E-02 1.323131684E+00 1.263277055E+00 5.985462900E-02 5.368033000E-03 8.546160000E-04
150 315 1.331217417E+00 1.267022407E+00 6.419501000E-02 1.326353503E+00 1.266107910E+00 6.024559300E-02 4.863914000E-03 9.144970000E-04
150 320 1.334648190E+00 1.269222626E+00 6.542556400E-02 1.330159743E+00 1.268224911E+00 6.193483200E-02 4.488447000E-03 9.977150000E-04
150 325 1.338442589E+00 1.271276218E+00 6.716637100E-02 1.334180599E+00 1.270119958E+00 6.406064100E-02 4.261990000E-03 1.156260000E-03
150 330 1.342417239E+00 1.272538320E+00 6.987891900E-02 1.338217955E+00 1.271177333E+00 6.704062200E-02 4.199284000E-03 1.360987000E-03
150 335 1.346614621E+00 1.272390948E+00 7.422367300E-02 1.342308336E+00 1.270796972E+00 7.151136400E-02 4.306285000E-03 1.593976000E-03
150 340 1.350491138E+00 1.271747175E+00 7.874396300E-02 1.345903149E+00 1.269854910E+00 7.604823900E-02 4.587989000E-03 1.892265000E-03
180 290 1.324143477E+00 1.254479095E+00 6.966438200E-02 1.316670997E+00 1.253536851E+00 6.313414600E-02 7.472480000E-03 9.422440000E-04
180 295 1.322984531E+00 1.256027493E+00 6.695703800E-02 1.316154938E+00 1.255157064E+00 6.099787400E-02 6.829593000E-03 8.704290000E-04
180 300 1.323050531E+00 1.258405898E+00 6.464463300E-02 1.316867393E+00 1.257576364E+00 5.929102900E-02 6.183138000E-03 8.295340000E-04
180 305 1.324353917E+00 1.261040467E+00 6.331345000E-02 1.318816603E+00 1.260244450E+00 5.857215300E-02 5.537314000E-03 7.960170000E-04
180 310 1.326416984E+00 1.264006581E+00 6.241040300E-02 1.321438491E+00 1.263157900E+00 5.828059100E-02 4.978493000E-03 8.486810000E-04
180 315 1.329318603E+00 1.266889451E+00 6.242915200E-02 1.324795106E+00 1.265987565E+00 5.880754100E-02 4.523497000E-03 9.018860000E-04
180 320 1.332927401E+00 1.269098678E+00 6.382872300E-02 1.328728095E+00 1.268095780E+00 6.063231500E-02 4.199306000E-03 1.002898000E-03
180 325 1.336882791E+00 1.271084308E+00 6.579848300E-02 1.332854675E+00 1.269944582E+00 6.291009300E-02 4.028116000E-03 1.139726000E-03
180 330 1.340529077E+00 1.272428837E+00 6.810024000E-02 1.336508885E+00 1.271084835E+00 6.542405000E-02 4.020192000E-03 1.344002000E-03
180 335 1.344624478E+00 1.272218708E+00 7.240577000E-02 1.340439697E+00 1.270643420E+00 6.979627700E-02 4.184781000E-03 1.575288000E-03
180 340 1.348226450E+00 1.271374699E+00 7.685175100E-02 1.343707609E+00 1.269505762E+00 7.420184700E-02 4.518841000E-03 1.868937000E-03
210 290 1.321711332E+00 1.254903300E+00 6.680803200E-02 1.314556710E+00 1.253966339E+00 6.059037100E-02 7.154622000E-03 9.369610000E-04
210 295 1.320592767E+00 1.256355878E+00 6.423688900E-02 1.314065989E+00 1.255483315E+00 5.858267400E-02 6.526778000E-03 8.725630000E-04
210 300 1.320528733E+00 1.258501958E+00 6.202677500E-02 1.314616555E+00 1.257444182E+00 5.717237300E-02 5.912178000E-03 1.057776000E-03
210 305 1.321534471E+00 1.260750881E+00 6.078359000E-02 1.316240045E+00 1.259966975E+00 5.627307000E-02 5.294426000E-03 7.839060000E-04
210 310 1.323664230E+00 1.263670090E+00 5.999414000E-02 1.318913069E+00 1.262849039E+00 5.606403000E-02 4.751161000E-03 8.210510000E-04
210 315 1.326727063E+00 1.266628537E+00 6.009852600E-02 1.322404956E+00 1.265741204E+00 5.666375200E-02 4.322107000E-03 8.873330000E-04
210 320 1.330364165E+00 1.268815475E+00 6.154869000E-02 1.326341343E+00 1.267837564E+00 5.850377900E-02 4.022822000E-03 9.779110000E-04
210 325 1.334616204E+00 1.270991966E+00 6.362423800E-02 1.330731262E+00 1.269859903E+00 6.087135900E-02 3.884942000E-03 1.132063000E-03
210 330 1.338734202E+00 1.272244643E+00 6.648955900E-02 1.334825008E+00 1.270913187E+00 6.391182100E-02 3.909194000E-03 1.331456000E-03
210 335 1.342746340E+00 1.271921430E+00 7.082491000E-02 1.338640512E+00 1.270362408E+00 6.827810400E-02 4.105828000E-03 1.559022000E-03
210 340 1.346292958E+00 1.271018357E+00 7.527460100E-02 1.341822210E+00 1.269099416E+00 7.272279400E-02 4.470748000E-03 1.918941000E-03
