T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 3.674360400E-02 3.117777300E-02 2.611778500E-02 2.146718400E-02 1.725481200E-02 1.356294100E-02 1.045888400E-02 7.955948000E-03 6.009955000E-03 4.538418000E-03 3.444955000E-03 2.637888000E-03 2.040250000E-03 1.592802000E-03 1.252684000E-03 9.901060000E-04 7.846570000E-04 6.222380000E-04 4.929160000E-04
295 3.496313800E-02 2.900342500E-02 2.388766300E-02 1.940345800E-02 1.547636500E-02 1.210823100E-02 9.313439000E-03 7.077886000E-03 5.348861000E-03 4.046536000E-03 3.082073000E-03 2.372256000E-03 1.847565000E-03 1.454620000E-03 1.155013000E-03 9.223240000E-04 7.387410000E-04 5.921570000E-04 4.741660000E-04
300 3.474174700E-02 2.802415500E-02 2.254643500E-02 1.798105300E-02 1.414690500E-02 1.095875300E-02 8.369382000E-03 6.328207000E-03 4.765878000E-03 3.598767000E-03 2.740796000E-03 2.113792000E-03 1.653255000E-03 1.309924000E-03 1.048535000E-03 8.450930000E-04 6.836900000E-04 5.537680000E-04 4.481440000E-04
305 3.622235600E-02 2.837371400E-02 2.221480400E-02 1.730628900E-02 1.335762400E-02 1.019052100E-02 7.688421000E-03 5.755966000E-03 4.299487000E-03 3.225064000E-03 2.444314000E-03 1.880361000E-03 1.470989000E-03 1.169071000E-03 9.410310000E-04 7.641920000E-04 6.237690000E-04 5.101900000E-04 4.171290000E-04
310 3.949112100E-02 3.014693700E-02 2.298350600E-02 1.746055500E-02 1.317863500E-02 9.862069000E-03 7.318216000E-03 5.399311000E-03 3.979914000E-03 2.949280000E-03 2.211450000E-03 1.686755000E-03 1.312311000E-03 1.040944000E-03 8.392030000E-04 6.845910000E-04 5.625880000E-04 4.639910000E-04 3.829170000E-04
315 4.454065100E-02 3.336724000E-02 2.488601200E-02 1.847828700E-02 1.364178000E-02 1.000139400E-02 7.282669000E-03 5.278309000E-03 3.823905000E-03 2.785417000E-03 2.053933000E-03 1.542838000E-03 1.185450000E-03 9.323450000E-04 7.485770000E-04 6.106750000E-04 5.035590000E-04 4.177800000E-04 3.474430000E-04
320 5.133872000E-02 3.804432000E-02 2.794718800E-02 2.038662800E-02 1.477162600E-02 1.062919200E-02 7.598757000E-03 5.406815000E-03 3.842857000E-03 2.743005000E-03 1.979890000E-03 1.455643000E-03 1.096520000E-03 8.485330000E-04 6.735990000E-04 5.461220000E-04 4.496270000E-04 3.738480000E-04 3.124650000E-04
325 5.967843800E-02 4.406815200E-02 3.211068100E-02 2.315725400E-02 1.655416600E-02 1.173890300E-02 8.263921000E-03 5.784499000E-03 4.037747000E-03 2.823810000E-03 1.991558000E-03 1.427673000E-03 1.048173000E-03 7.921570000E-04 6.167910000E-04 4.932150000E-04 4.027880000E-04 3.338680000E-04 2.793130000E-04
330 6.931960100E-02 5.130840800E-02 3.731136900E-02 2.676010000E-02 1.897675400E-02 1.332632200E-02 9.277941000E-03 6.413065000E-03 4.411149000E-03 3.030822000E-03 2.092166000E-03 1.462215000E-03 1.043674000E-03 7.664090000E-04 5.812030000E-04 4.548070000E-04 3.656170000E-04 3.001030000E-04 2.499240000E-04
335 7.984747600E-02 5.950130200E-02 4.338889200E-02 3.109912000E-02 2.198202200E-02 1.535684000E-02 1.061997500E-02 7.280080000E-03 4.956043000E-03 3.360393000E-03 2.280125000E-03 1.559002000E-03 1.083543000E-03 7.722720000E-04 5.681010000E-04 4.322920000E-04 3.395690000E-04 2.739590000E-04 2.255980000E-04
340 9.052754100E-02 6.812411800E-02 4.998807300E-02 3.593922200E-02 2.541605600E-02 1.773060400E-02 1.222569100E-02 8.344715000E-03 5.646945000E-03 3.797123000E-03 2.546518000E-03 1.713158000E-03 1.165303000E-03 8.087150000E-04 5.773040000E-04 4.260270000E-04 3.252980000E-04 2.562580000E-04 2.072200000E-04
