T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 1.193572133E+00 1.210888291E+00 1.222761492E+00 1.233506700E+00 1.246237052E+00 1.259095133E+00 1.272975354E+00 1.287892794E+00 1.303373513E+00
295 1.180967506E+00 1.208483564E+00 1.223386064E+00 1.234992138E+00 1.247740946E+00 1.260300890E+00 1.273979908E+00 1.288640901E+00 1.303913634E+00
300 1.153152793E+00 1.201782655E+00 1.223022189E+00 1.236373828E+00 1.249665482E+00 1.262201726E+00 1.275912045E+00 1.290353868E+00 1.305449086E+00
305 1.097376593E+00 1.185818957E+00 1.219857059E+00 1.237160808E+00 1.251169986E+00 1.264629318E+00 1.278326417E+00 1.292898207E+00 1.307960012E+00
310 1.013913218E+00 1.152531175E+00 1.211309303E+00 1.236329291E+00 1.252794200E+00 1.267289372E+00 1.281235065E+00 1.296007696E+00 1.311330567E+00
315 1.014232145E+00 1.089968335E+00 1.192320223E+00 1.232179765E+00 1.253448916E+00 1.269505922E+00 1.284303324E+00 1.299508303E+00 1.315283121E+00
320 1.016355674E+00 1.011552507E+00 1.155376905E+00 1.222115550E+00 1.252000309E+00 1.271162437E+00 1.287213838E+00 1.303152723E+00 1.319400740E+00
325 1.020926944E+00 1.011901449E+00 1.089988340E+00 1.201320398E+00 1.247031543E+00 1.271360116E+00 1.289558597E+00 1.306542867E+00 1.323658012E+00
330 1.028826573E+00 1.013610970E+00 1.009635484E+00 1.162825947E+00 1.234463724E+00 1.269386163E+00 1.291010897E+00 1.309577172E+00 1.327293755E+00
335 1.041077162E+00 1.017123553E+00 1.009898965E+00 1.097997909E+00 1.212888093E+00 1.263668223E+00 1.290719544E+00 1.311512304E+00 1.330300765E+00
340 1.058562523E+00 1.023072779E+00 1.011145307E+00 1.008066255E+00 1.174967684E+00 1.251809498E+00 1.287932598E+00 1.312027811E+00 1.332313524E+00
