N_B T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.500000000E+01 1.198426122E+00 1.187466295E+00 1.163184927E+00 1.113826905E+00 1.025316171E+00 1.017138585E+00 1.019212577E+00 1.023973479E+00 1.032315753E+00 1.045212899E+00 1.063440882E+00
1.600000000E+01 1.251214566E+00 1.252206670E+00 1.253801340E+00 1.255772600E+00 1.257836945E+00 1.258947958E+00 1.258390139E+00 1.254816618E+00 1.245674063E+00 1.227074035E+00 1.193107065E+00
1.700000000E+01 1.308983920E+00 1.309352961E+00 1.310718707E+00 1.313040089E+00 1.316204785E+00 1.319942550E+00 1.324044467E+00 1.328118392E+00 1.331944241E+00 1.335542794E+00 1.338351540E+00
1.549996187E+01 1.228058687E+00 1.228367201E+00 1.227966886E+00 1.225579169E+00 1.218554923E+00 1.202471890E+00 1.170022594E+00 1.111061100E+00 1.016389502E+00 1.011860680E+00 1.013075238E+00
1.649996187E+01 1.278070154E+00 1.278678351E+00 1.280295012E+00 1.282752139E+00 1.284687952E+00 1.287866959E+00 1.291066175E+00 1.293824703E+00 1.295868078E+00 1.296571822E+00 1.295072763E+00
1.674996808E+01 1.293349772E+00 1.293879948E+00 1.295411772E+00 1.297763463E+00 1.300723295E+00 1.304208439E+00 1.307951801E+00 1.311607680E+00 1.314785739E+00 1.317427242E+00 1.318935470E+00
1.624993176E+01 1.263853670E+00 1.264563826E+00 1.266196374E+00 1.268581674E+00 1.271249225E+00 1.273940436E+00 1.276102590E+00 1.277129458E+00 1.276259639E+00 1.272092899E+00 1.262339990E+00
1.574996808E+01 1.239411917E+00 1.240292746E+00 1.241527776E+00 1.242474340E+00 1.242245374E+00 1.239275474E+00 1.231087581E+00 1.213162458E+00 1.179076943E+00 1.119889340E+00 1.028526618E+00
1.524993176E+01 1.216111461E+00 1.213527427E+00 1.207766426E+00 1.194125404E+00 1.165062911E+00 1.107926269E+00 1.014132866E+00 1.014267423E+00 1.015945165E+00 1.019629126E+00 1.025962599E+00
