N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 3.381460000E-04 2.757070000E-04 2.306470000E-04 1.960050000E-04
1.600000000E+01 4.555130000E-04 4.122660000E-04 3.803190000E-04 3.656670000E-04
1.700000000E+01 6.613562000E-03 6.575466000E-03 6.556087000E-03 6.558737000E-03
1.549996187E+01 1.113900000E-04 8.839900000E-05 7.306100000E-05 6.216000000E-05
1.649996187E+01 2.231100000E-03 2.189773000E-03 2.159414000E-03 2.139673000E-03
1.674996808E+01 3.877333000E-03 3.828871000E-03 3.813371000E-03 3.797123000E-03
1.624993176E+01 1.205779000E-03 1.159897000E-03 1.126930000E-03 1.100366000E-03
1.574996808E+01 -1.876450000E-04 -2.107830000E-04 -2.203760000E-04 -2.226560000E-04
1.524993176E+01 1.581780000E-04 1.271610000E-04 1.055350000E-04 8.920500000E-05
