N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -5.408600000E-05 -5.201400000E-05 -4.974600000E-05 -4.734100000E-05
1.600000000E+01 5.241620000E-04 4.652800000E-04 4.267180000E-04 4.005650000E-04
1.700000000E+01 7.119533000E-03 6.560986000E-03 6.220694000E-03 5.984643000E-03
1.549996187E+01 1.434890000E-04 1.283460000E-04 1.188390000E-04 1.122780000E-04
1.649996187E+01 1.898826000E-03 1.690355000E-03 1.556909000E-03 1.464825000E-03
1.674996808E+01 3.696039000E-03 3.337498000E-03 3.109076000E-03 2.949280000E-03
1.624993176E+01 9.857520000E-04 8.727050000E-04 8.002800000E-04 7.500320000E-04
1.574996808E+01 2.822570000E-04 2.518360000E-04 2.324490000E-04 2.191010000E-04
1.524993176E+01 4.411500000E-05 3.806200000E-05 3.429400000E-05 3.229300000E-05
