N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+16 305 2.400E-4 1.229024564E+00 1.251452928E+00
1.468000E+10 3.162E+16 305 2.400E-4 1.247232277E+00 1.251874376E+00
2.154000E+10 3.162E+16 305 2.400E-4 1.247975645E+00 1.252433811E+00
3.162000E+10 3.162E+16 305 2.400E-4 1.249206540E+00 1.253222502E+00
4.642000E+10 3.162E+16 305 2.400E-4 1.251040574E+00 1.254378872E+00
6.813000E+10 3.162E+16 305 2.400E-4 1.253381234E+00 1.255680499E+00
1.000000E+11 3.162E+16 305 2.400E-4 1.255918477E+00 1.257503064E+00
1.468000E+11 3.162E+16 305 2.400E-4 1.258720000E+00 1.259714477E+00
2.154000E+11 3.162E+16 305 2.400E-4 1.261563668E+00 1.262301672E+00
3.162000E+11 3.162E+16 305 2.400E-4 1.264912667E+00 1.265459805E+00
4.642000E+11 3.162E+16 305 2.400E-4 1.268616838E+00 1.269011824E+00
6.813000E+11 3.162E+16 305 2.400E-4 1.272232162E+00 1.272500572E+00
1.000000E+12 3.162E+16 305 2.400E-4 1.275829995E+00 1.276035787E+00
1.468000E+12 3.162E+16 305 2.400E-4 1.279679461E+00 1.279816674E+00
2.154000E+12 3.162E+16 305 2.400E-4 1.283573425E+00 1.283707327E+00
3.162000E+12 3.162E+16 305 2.400E-4 1.287711269E+00 1.287847421E+00
4.642000E+12 3.162E+16 305 2.400E-4 1.292142715E+00 1.292270822E+00
6.813000E+12 3.162E+16 305 2.400E-4 1.293037530E+00 1.293157017E+00
1.000000E+13 3.162E+16 305 2.400E-4 1.296527613E+00 1.296639750E+00
