N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 5.623E+16 300 1.500E-4 1.260433580E+00 1.298524340E+00
1.468000E+10 5.623E+16 300 1.500E-4 1.266700028E+00 1.298591264E+00
2.154000E+10 5.623E+16 300 1.500E-4 1.272179824E+00 1.298689055E+00
3.162000E+10 5.623E+16 300 1.500E-4 1.277118314E+00 1.298831785E+00
4.642000E+10 5.623E+16 300 1.500E-4 1.281610716E+00 1.299039632E+00
6.813000E+10 5.623E+16 300 1.500E-4 1.285665690E+00 1.299341296E+00
1.000000E+11 5.623E+16 300 1.500E-4 1.289278430E+00 1.299776956E+00
1.468000E+11 5.623E+16 300 1.500E-4 1.292487158E+00 1.300401653E+00
2.154000E+11 5.623E+16 300 1.500E-4 1.295395960E+00 1.301288472E+00
3.162000E+11 5.623E+16 300 1.500E-4 1.298168044E+00 1.302530053E+00
4.642000E+11 5.623E+16 300 1.500E-4 1.301003051E+00 1.304236069E+00
6.813000E+11 5.623E+16 300 1.500E-4 1.304108829E+00 1.306523522E+00
1.000000E+12 5.623E+16 300 1.500E-4 1.307670812E+00 1.309497537E+00
1.468000E+12 5.623E+16 300 1.500E-4 1.311820291E+00 1.313224203E+00
2.154000E+12 5.623E+16 300 1.500E-4 1.316607716E+00 1.317704196E+00
3.162000E+12 5.623E+16 300 1.500E-4 1.321989786E+00 1.322863561E+00
4.642000E+12 5.623E+16 300 1.500E-4 1.327872059E+00 1.328574297E+00
6.813000E+12 5.623E+16 300 1.500E-4 1.334105211E+00 1.334672522E+00
1.000000E+13 5.623E+16 300 1.500E-4 1.340520226E+00 1.340989323E+00
