d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.017347900E+00 1.164203750E+00 -1.468558500E-01 1.016341640E+00 1.162738111E+00 -1.463964710E-01 1.006260000E-03 1.465639000E-03
150 1.524993176E+01 1.088090628E+00 1.202090802E+00 -1.140001740E-01 1.088201079E+00 1.198992385E+00 -1.107913060E-01 -1.104510000E-04 3.098417000E-03
150 1.549996187E+01 1.195189415E+00 1.213533032E+00 -1.834361700E-02 1.192590319E+00 1.208934999E+00 -1.634468000E-02 2.599096000E-03 4.598033000E-03
150 1.574996808E+01 1.236600788E+00 1.221881710E+00 1.471907800E-02 1.231194478E+00 1.215572348E+00 1.562213000E-02 5.406310000E-03 6.309362000E-03
150 1.600000000E+01 1.257848721E+00 1.229067071E+00 2.878165000E-02 1.248731853E+00 1.220666758E+00 2.806509500E-02 9.116868000E-03 8.400313000E-03
150 1.624993176E+01 1.273680560E+00 1.231579305E+00 4.210125500E-02 1.259143205E+00 1.220619991E+00 3.852321400E-02 1.453735500E-02 1.095931400E-02
150 1.649996187E+01 1.288629846E+00 1.231389790E+00 5.724005600E-02 1.266204544E+00 1.217179265E+00 4.902527900E-02 2.242530200E-02 1.421052500E-02
150 1.674996808E+01 1.306840813E+00 1.234741739E+00 7.209907400E-02 1.273171615E+00 1.215497498E+00 5.767411700E-02 3.366919800E-02 1.924424100E-02
150 1.700000000E+01 1.326116718E+00 1.244541848E+00 8.157487000E-02 1.277014759E+00 1.217707409E+00 5.930735000E-02 4.910195900E-02 2.683443900E-02
180 1.500000000E+01 1.015833269E+00 1.155401374E+00 -1.395681050E-01 1.015046914E+00 1.154155537E+00 -1.391086230E-01 7.863550000E-04 1.245837000E-03
180 1.524993176E+01 1.067435890E+00 1.198186366E+00 -1.307504760E-01 1.067692663E+00 1.195401643E+00 -1.277089800E-01 -2.567730000E-04 2.784723000E-03
180 1.549996187E+01 1.184385253E+00 1.210147387E+00 -2.576213400E-02 1.182056148E+00 1.205957702E+00 -2.390155400E-02 2.329105000E-03 4.189685000E-03
180 1.574996808E+01 1.230831415E+00 1.218452467E+00 1.237894800E-02 1.225804988E+00 1.212591114E+00 1.321387400E-02 5.026427000E-03 5.861353000E-03
180 1.600000000E+01 1.253874887E+00 1.225285995E+00 2.858889200E-02 1.245282694E+00 1.217291101E+00 2.799159300E-02 8.592193000E-03 7.994894000E-03
180 1.624993176E+01 1.270278623E+00 1.227425811E+00 4.285281200E-02 1.256428216E+00 1.216760171E+00 3.966804500E-02 1.385040700E-02 1.066564000E-02
180 1.649996187E+01 1.285836136E+00 1.226710131E+00 5.912600500E-02 1.264113666E+00 1.212605138E+00 5.150852800E-02 2.172247000E-02 1.410499300E-02
180 1.674996808E+01 1.302296712E+00 1.230003067E+00 7.229364500E-02 1.269118713E+00 1.210996609E+00 5.812210400E-02 3.317799900E-02 1.900645800E-02
