d Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
150 1.500000000E+01 1.017196158E+00 1.003642175E+00 1.355398300E-02 1.017144709E+00 1.003624017E+00 1.352069200E-02 5.144900000E-05 1.815800000E-05
150 1.549996187E+01 1.205722093E+00 1.080506400E+00 1.252156930E-01 1.205594539E+00 1.080114967E+00 1.254795720E-01 1.275540000E-04 3.914330000E-04
150 1.600000000E+01 1.260502774E+00 1.090910051E+00 1.695927230E-01 1.259986183E+00 1.090080192E+00 1.699059910E-01 5.165910000E-04 8.298590000E-04
150 1.649996187E+01 1.291161297E+00 1.087284555E+00 2.038767420E-01 1.289381422E+00 1.085985371E+00 2.033960510E-01 1.779875000E-03 1.299184000E-03
150 1.700000000E+01 1.329690124E+00 1.092439176E+00 2.372509480E-01 1.323199321E+00 1.090380955E+00 2.328183660E-01 6.490803000E-03 2.058221000E-03
180 1.500000000E+01 1.015510466E+00 1.003356629E+00 1.215383700E-02 1.015470353E+00 1.003342742E+00 1.212761100E-02 4.011300000E-05 1.388700000E-05
180 1.549996187E+01 1.200400949E+00 1.073508729E+00 1.268922200E-01 1.200286126E+00 1.073171459E+00 1.271146670E-01 1.148230000E-04 3.372700000E-04
180 1.600000000E+01 1.257778940E+00 1.086160074E+00 1.716188660E-01 1.257309370E+00 1.085405128E+00 1.719042420E-01 4.695700000E-04 7.549460000E-04
180 1.649996187E+01 1.289301784E+00 1.085059868E+00 2.042419160E-01 1.287693493E+00 1.083833709E+00 2.038597840E-01 1.608291000E-03 1.226159000E-03
180 1.700000000E+01 1.327447568E+00 1.091816051E+00 2.356315170E-01 1.321434784E+00 1.089802361E+00 2.316324230E-01 6.012784000E-03 2.013690000E-03
210 1.500000000E+01 1.014219993E+00 1.003145886E+00 1.107410700E-02 1.014187330E+00 1.003134749E+00 1.105258100E-02 3.266300000E-05 1.113700000E-05
210 1.549996187E+01 1.198212775E+00 1.069177777E+00 1.290349980E-01 1.198105880E+00 1.068876254E+00 1.292296260E-01 1.068950000E-04 3.015230000E-04
210 1.600000000E+01 1.255581509E+00 1.082307174E+00 1.732743350E-01 1.255143227E+00 1.081611732E+00 1.735314950E-01 4.382820000E-04 6.954420000E-04
210 1.649996187E+01 1.287743511E+00 1.083430133E+00 2.043133780E-01 1.286241510E+00 1.082254951E+00 2.039865590E-01 1.502001000E-03 1.175182000E-03
210 1.700000000E+01 1.324552784E+00 1.090784569E+00 2.337682150E-01 1.318842490E+00 1.088805444E+00 2.300370460E-01 5.710294000E-03 1.979125000E-03
240 1.500000000E+01 1.013164937E+00 1.151061130E+00 -1.378961930E-01 1.013137448E+00 1.151009441E+00 -1.378719930E-01 2.748900000E-05 5.168900000E-05
240 1.549996187E+01 1.196650483E+00 1.206701687E+00 -1.005120400E-02 1.196549027E+00 1.206519037E+00 -9.970010000E-03 1.014560000E-04 1.826500000E-04
240 1.600000000E+01 1.253754144E+00 1.226692030E+00 2.706211400E-02 1.253337525E+00 1.226291632E+00 2.704589300E-02 4.166190000E-04 4.003980000E-04
240 1.649996187E+01 1.286686053E+00 1.237331631E+00 4.935442200E-02 1.285257719E+00 1.236634329E+00 4.862339000E-02 1.428334000E-03 6.973020000E-04
240 1.700000000E+01 1.323874821E+00 1.264684205E+00 5.919061600E-02 1.318352466E+00 1.263419089E+00 5.493337700E-02 5.522355000E-03 1.265116000E-03
