T file kT1 Voc Jsc FF eta Vmpp Jmpp Wph TDD TDD1 d N_B
305 001_305 38.014 5.976980E-1 3.684676E+1 8.239570E+1 1.814620E+1 5.171070E-1 3.509181E+1 1.000000E+2 1.000000E+10 1.000000E+10 3.800E-4 5.623E+16
305 002_305 38.014 5.976020E-1 3.680272E+1 8.239340E+1 1.812110E+1 5.170230E-1 3.504896E+1 1.000000E+2 1.468000E+10 1.468000E+10 3.800E-4 5.623E+16
305 003_305 38.014 5.974650E-1 3.673954E+1 8.239010E+1 1.808510E+1 5.169030E-1 3.498744E+1 1.000000E+2 2.154000E+10 2.154000E+10 3.800E-4 5.623E+16
305 004_305 38.014 5.972680E-1 3.664979E+1 8.238550E+1 1.803400E+1 5.167330E-1 3.489999E+1 1.000000E+2 3.162000E+10 3.162000E+10 3.800E-4 5.623E+16
305 005_305 38.014 5.969910E-1 3.652410E+1 8.237890E+1 1.796240E+1 5.164960E-1 3.477735E+1 1.000000E+2 4.642000E+10 4.642000E+10 3.800E-4 5.623E+16
305 006_305 38.014 5.966080E-1 3.635144E+1 8.236980E+1 1.786400E+1 5.161720E-1 3.460857E+1 1.000000E+2 6.813000E+10 6.813000E+10 3.800E-4 5.623E+16
305 007_305 38.014 5.960870E-1 3.612028E+1 8.235740E+1 1.773220E+1 5.157420E-1 3.438201E+1 1.000000E+2 1.000000E+11 1.000000E+11 3.800E-4 5.623E+16
305 008_305 38.014 5.954030E-1 3.582074E+1 8.234070E+1 1.756140E+1 5.151880E-1 3.408742E+1 1.000000E+2 1.468000E+11 1.468000E+11 3.800E-4 5.623E+16
305 009_305 38.014 5.945310E-1 3.544751E+1 8.228490E+1 1.734120E+1 5.142620E-1 3.372061E+1 1.000000E+2 2.154000E+11 2.154000E+11 3.800E-4 5.623E+16
305 010_305 38.014 5.934620E-1 3.500209E+1 8.225780E+1 1.708690E+1 5.130590E-1 3.330401E+1 1.000000E+2 3.162000E+11 3.162000E+11 3.800E-4 5.623E+16
305 011_305 38.014 5.921930E-1 3.449254E+1 8.222630E+1 1.679570E+1 5.116900E-1 3.282403E+1 1.000000E+2 4.642000E+11 4.642000E+11 3.800E-4 5.623E+16
305 012_305 38.014 5.907260E-1 3.392998E+1 8.219010E+1 1.647360E+1 5.101840E-1 3.228955E+1 1.000000E+2 6.813000E+11 6.813000E+11 3.800E-4 5.623E+16
305 013_305 38.014 5.890030E-1 3.332389E+1 8.215570E+1 1.612540E+1 5.085660E-1 3.170762E+1 1.000000E+2 1.000000E+12 1.000000E+12 3.800E-4 5.623E+16
305 014_305 38.014 5.870320E-1 3.267921E+1 8.211870E+1 1.575340E+1 5.068560E-1 3.108069E+1 1.000000E+2 1.468000E+12 1.468000E+12 3.800E-4 5.623E+16
305 015_305 38.014 5.848400E-1 3.199676E+1 8.206960E+1 1.535770E+1 5.050730E-1 3.040683E+1 1.000000E+2 2.154000E+12 2.154000E+12 3.800E-4 5.623E+16
305 016_305 38.014 5.824100E-1 3.127532E+1 8.197290E+1 1.493140E+1 5.023870E-1 2.972098E+1 1.000000E+2 3.162000E+12 3.162000E+12 3.800E-4 5.623E+16
305 017_305 38.014 5.797040E-1 3.051337E+1 8.190650E+1 1.448820E+1 4.996340E-1 2.899768E+1 1.000000E+2 4.642000E+12 4.642000E+12 3.800E-4 5.623E+16
305 018_305 38.014 5.766020E-1 2.970990E+1 8.184710E+1 1.402110E+1 4.968980E-1 2.821719E+1 1.000000E+2 6.813000E+12 6.813000E+12 3.800E-4 5.623E+16
305 019_305 38.014 5.732600E-1 2.886460E+1 8.172900E+1 1.352360E+1 4.938540E-1 2.738388E+1 1.000000E+2 1.000000E+13 1.000000E+13 3.800E-4 5.623E+16
305 020_305 38.014 5.696400E-1 2.797798E+1 8.163380E+1 1.301030E+1 4.900550E-1 2.654865E+1 1.000000E+2 1.468000E+13 1.468000E+13 3.800E-4 5.623E+16
305 021_305 38.014 5.656010E-1 2.705149E+1 8.154740E+1 1.247700E+1 4.864860E-1 2.564726E+1 1.000000E+2 2.154000E+13 2.154000E+13 3.800E-4 5.623E+16
305 022_305 38.014 5.613600E-1 2.608754E+1 8.139100E+1 1.191930E+1 4.823170E-1 2.471262E+1 1.000000E+2 3.162000E+13 3.162000E+13 3.800E-4 5.623E+16
305 023_305 38.014 5.567340E-1 2.508960E+1 8.127770E+1 1.135310E+1 4.778860E-1 2.375687E+1 1.000000E+2 4.642000E+13 4.642000E+13 3.800E-4 5.623E+16
305 024_305 38.014 5.518880E-1 2.406216E+1 8.109780E+1 1.076950E+1 4.734250E-1 2.274804E+1 1.000000E+2 6.813000E+13 6.813000E+13 3.800E-4 5.623E+16
305 025_305 38.014 5.467050E-1 2.301070E+1 8.095240E+1 1.018390E+1 4.682890E-1 2.174693E+1 1.000000E+2 1.000000E+14 1.000000E+14 3.800E-4 5.623E+16
