fname time Tem kT_1 Voc Isc Pm Vm Im FF rmsre 
L577 51361826.987 340.2 34.081 2.444993212E-01 1.555927382E-04 2.302951365E-05 1.835427273E-01 1.254572515E-04 6.053656649E-01 0.000000000E+00 
L578 51387609.875 340.06 34.095 2.452619079E-01 1.561396992E-04 2.322611665E-05 1.840692974E-01 1.261854282E-04 6.065032915E-01 0.000000000E+00 
L579 51408611.007 339.99 34.102 2.461585642E-01 1.568101650E-04 2.339208840E-05 1.842663902E-01 1.269434258E-04 6.060100614E-01 0.000000000E+00 
L580 51429608.231 339.94 34.107 2.465545764E-01 1.575418428E-04 2.361280082E-05 1.846469717E-01 1.278922911E-04 6.079089179E-01 0.000000000E+00 
L581 51450614.78 339.91 34.11 2.471044996E-01 1.582821828E-04 2.380718787E-05 1.854430378E-01 1.283909509E-04 6.086889455E-01 0.000000000E+00 
L582 51471613.371 339.89 34.112 2.469295554E-01 1.592194768E-04 2.389464388E-05 1.856870084E-01 1.287005393E-04 6.077588551E-01 0.000000000E+00 
L583 51492614.318 339.87 34.114 2.475278872E-01 1.601645223E-04 2.413144270E-05 1.852586261E-01 1.302420995E-04 6.086853222E-01 0.000000000E+00 
L584 51513846.502 339.89 34.112 2.479456968E-01 1.608617961E-04 2.426599655E-05 1.861453840E-01 1.303433384E-04 6.083992117E-01 0.000000000E+00 
L585 51534838.462 339.9 34.111 2.488772854E-01 1.618234321E-04 2.455998303E-05 1.863291173E-01 1.318265986E-04 6.098196209E-01 0.000000000E+00 
L586 51555836.757 339.88 34.113 2.496729940E-01 1.625271783E-04 2.467174255E-05 1.868104384E-01 1.320733525E-04 6.079981526E-01 0.000000000E+00 
L587 51576837.881 339.9 34.111 2.492463725E-01 1.633991428E-04 2.484696976E-05 1.869965064E-01 1.328669242E-04 6.100912708E-01 0.000000000E+00 
L588 51597840.14 339.89 34.112 2.503497968E-01 1.635689711E-04 2.500194335E-05 1.881365124E-01 1.328894326E-04 6.105561379E-01 0.000000000E+00 
L589 51618839.357 339.9 34.111 2.505845732E-01 1.641081835E-04 2.519233410E-05 1.886606680E-01 1.335269520E-04 6.126096562E-01 0.000000000E+00 
L590 51639839.868 339.92 34.109 2.507674725E-01 1.651124529E-04 2.519474957E-05 1.885012199E-01 1.336642859E-04 6.084978024E-01 0.000000000E+00 
L591 51660842.025 339.91 34.11 2.507076242E-01 1.659074276E-04 2.541207526E-05 1.880242823E-01 1.351454430E-04 6.109515370E-01 0.000000000E+00 
L592 51681841.809 339.93 34.108 2.506710806E-01 1.667295713E-04 2.552658573E-05 1.869564104E-01 1.365498187E-04 6.107674213E-01 0.000000000E+00 
L593 51702842.652 339.92 34.109 2.511708282E-01 1.673158310E-04 2.566467451E-05 1.880645084E-01 1.364764923E-04 6.107022617E-01 0.000000000E+00 
L594 51723613.147 339.95 34.106 2.521293363E-01 1.680867078E-04 2.601384656E-05 1.884573161E-01 1.380309395E-04 6.138295938E-01 0.000000000E+00 
L595 51744605.02 339.95 34.106 2.520839088E-01 1.689846833E-04 2.606917774E-05 1.888442924E-01 1.380412118E-04 6.119766706E-01 0.000000000E+00 
L596 51765604.404 339.94 34.107 2.522796932E-01 1.696642076E-04 2.613716648E-05 1.889271882E-01 1.383507153E-04 6.106410227E-01 0.000000000E+00 
L597 51786605.041 339.95 34.106 2.528278123E-01 1.703962427E-04 2.647670662E-05 1.885283150E-01 1.404320534E-04 6.145809611E-01 0.000000000E+00 
L598 51807607.191 339.95 34.106 2.537487628E-01 1.707699832E-04 2.655201277E-05 1.903447325E-01 1.394931486E-04 6.127481084E-01 0.000000000E+00 
L599 51828607.003 339.96 34.105 2.539860150E-01 1.712005726E-04 2.666871109E-05 1.907615866E-01 1.397962186E-04 6.133198340E-01 0.000000000E+00 
L600 51849607.696 339.97 34.104 2.540913318E-01 1.720883102E-04 2.684846091E-05 1.900950847E-01 1.412371198E-04 6.140138607E-01 0.000000000E+00 
L601 51870608.435 339.99 34.102 2.546155157E-01 1.725793182E-04 2.702810285E-05 1.912261623E-01 1.413378404E-04 6.150946489E-01 0.000000000E+00 
L602 51891609.635 339.99 34.102 2.549591077E-01 1.735355709E-04 2.717724020E-05 1.911231703E-01 1.421903124E-04 6.142516242E-01 0.000000000E+00 
L603 51912610.251 340 34.101 2.547060570E-01 1.740389544E-04 2.716424561E-05 1.912874006E-01 1.420004925E-04 6.127903401E-01 0.000000000E+00 
L604 51933610.979 340.01 34.1 2.549346436E-01 1.749819510E-04 2.745087397E-05 1.913700071E-01 1.434427130E-04 6.153668042E-01 0.000000000E+00 
L605 51954601.904 340.04 34.097 2.558448650E-01 1.754840343E-04 2.773647334E-05 1.929918584E-01 1.437308169E-04 6.177843826E-01 0.000000000E+00 
L606 51975604.35 340.02 34.099 2.562094381E-01 1.760147004E-04 2.775872690E-05 1.921124772E-01 1.444804519E-04 6.155388652E-01 0.000000000E+00 
L607 51996602.886 340.02 34.099 2.565794718E-01 1.763192263E-04 2.789706853E-05 1.925023994E-01 1.449067290E-04 6.166475226E-01 0.000000000E+00 
L608 52017604.01 340.03 34.098 2.561330948E-01 1.766885879E-04 2.779303245E-05 1.922927848E-01 1.445245508E-04 6.141320144E-01 0.000000000E+00 
L609 52038604.413 340.02 34.099 2.568214365E-01 1.775668520E-04 2.815097171E-05 1.946029988E-01 1.446468838E-04 6.173056102E-01 0.000000000E+00 
L610 52059605.278 340.03 34.098 2.572454832E-01 1.781658572E-04 2.826948598E-05 1.935957683E-01 1.460256631E-04 6.168018564E-01 0.000000000E+00 
L611 52080606.266 340.02 34.099 2.567066643E-01 1.787893493E-04 2.840272193E-05 1.925410159E-01 1.475187913E-04 6.188439860E-01 0.000000000E+00 
L612 52101606.946 340.02 34.099 2.572042768E-01 1.794523405E-04 2.845533213E-05 1.929266704E-01 1.474853980E-04 6.165046353E-01 0.000000000E+00 
L613 52122607.602 340.02 34.099 2.575049620E-01 1.798890100E-04 2.854780110E-05 1.938324580E-01 1.472711643E-04 6.162861791E-01 0.000000000E+00 
L614 52143608.514 340.03 34.098 2.578513484E-01 1.804209274E-04 2.873095804E-05 1.929432819E-01 1.489232115E-04 6.175808064E-01 0.000000000E+00 
L615 52164599.401 340.03 34.098 2.580083733E-01 1.810491321E-04 2.886323516E-05 1.950140977E-01 1.480210910E-04 6.178951125E-01 0.000000000E+00 
L616 52185830.132 340.04 34.097 2.588728140E-01 1.811135898E-04 2.903142970E-05 1.957922925E-01 1.482641517E-04 6.191999898E-01 0.000000000E+00 
L617 52206830.963 340.04 34.097 2.589020073E-01 1.815138407E-04 2.907520906E-05 1.954912972E-01 1.487441262E-04 6.186965330E-01 0.000000000E+00 
L618 52227832.246 340.02 34.099 2.583934433E-01 1.820601568E-04 2.911786141E-05 1.939521359E-01 1.501472101E-04 6.189606973E-01 0.000000000E+00 
