fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T11 13:39:08 294.8 39.33 1.000E+000 7.029E-001 2.267E-006 1.272E+004 2.971E+000 2.898E-008 1.716E-003 
0T12 13:40:58 295 39.3 1.000E+000 7.129E-001 2.242E-006 1.319E+004 2.977E+000 2.889E-008 1.751E-003 
0T13 13:42:48 295.1 39.29 1.000E+000 7.048E-001 2.265E-006 1.353E+004 2.974E+000 2.895E-008 1.792E-003 
0T14 13:44:28 295.1 39.29 1.000E+000 7.025E-001 2.281E-006 1.403E+004 2.989E+000 2.826E-008 1.839E-003 
0T15 13:46:32 295 39.3 1.000E+000 7.119E-001 2.258E-006 1.425E+004 2.992E+000 2.806E-008 1.780E-003 
0T16 13:48:18 295 39.3 1.000E+000 6.888E-001 2.304E-006 1.413E+004 2.979E+000 2.862E-008 1.777E-003 
0T17 13:51:18 295.1 39.29 1.000E+000 7.059E-001 2.258E-006 1.520E+004 3.004E+000 2.758E-008 1.793E-003 
0T18 13:55:52 295.1 39.29 1.000E+000 7.196E-001 2.251E-006 1.571E+004 3.010E+000 2.738E-008 1.800E-003 
0T19 14:00:06 294.9 39.32 1.000E+000 7.140E-001 2.232E-006 1.571E+004 3.013E+000 2.704E-008 1.808E-003 
0T20 14:04:54 295.1 39.29 1.000E+000 7.087E-001 2.271E-006 1.527E+004 2.978E+000 2.883E-008 1.774E-003 
0T21 14:10:28 295.1 39.29 1.000E+000 7.139E-001 2.262E-006 1.616E+004 3.000E+000 2.773E-008 1.838E-003 
0T22 14:16:32 295 39.3 1.000E+000 7.106E-001 2.245E-006 1.548E+004 2.995E+000 2.805E-008 1.779E-003 
0T23 14:22:02 295.1 39.29 1.000E+000 7.171E-001 2.240E-006 1.644E+004 3.009E+000 2.748E-008 1.761E-003 
0T24 14:26:58 295 39.3 1.000E+000 7.139E-001 2.228E-006 1.646E+004 3.006E+000 2.751E-008 1.784E-003 
