N_Fe N_B T d n_FeB n_FeB_SRH
1.000000E+10 3.162E+15 330 1.500E-4 1.197182008E+00 1.205980023E+00
1.468000E+10 3.162E+15 330 1.500E-4 1.200293408E+00 1.230584700E+00
2.154000E+10 3.162E+15 330 1.500E-4 1.202205859E+00 1.206175177E+00
3.162000E+10 3.162E+15 330 1.500E-4 1.203619080E+00 1.206344032E+00
4.642000E+10 3.162E+15 330 1.500E-4 1.204721826E+00 1.206589451E+00
6.813000E+10 3.162E+15 330 1.500E-4 1.205665310E+00 1.206944333E+00
1.000000E+11 3.162E+15 330 1.500E-4 1.206578292E+00 1.207454201E+00
1.468000E+11 3.162E+15 330 1.500E-4 1.207579185E+00 1.208179499E+00
2.154000E+11 3.162E+15 330 1.500E-4 1.208784789E+00 1.209196895E+00
3.162000E+11 3.162E+15 330 1.500E-4 1.210127396E+00 1.210384947E+00
4.642000E+11 3.162E+15 330 1.500E-4 1.210771064E+00 1.210946005E+00
6.813000E+11 3.162E+15 330 1.500E-4 1.211579582E+00 1.211698237E+00
1.000000E+12 3.162E+15 330 1.500E-4 1.213089675E+00 1.213176212E+00
1.468000E+12 3.162E+15 330 1.500E-4 1.217164840E+00 1.217227592E+00
2.154000E+12 3.162E+15 330 1.500E-4 1.227646191E+00 1.227687765E+00
3.162000E+12 3.162E+15 330 1.500E-4 1.229532896E+00 1.229561147E+00
4.642000E+12 3.162E+15 330 1.500E-4 1.231492666E+00 1.231511846E+00
6.813000E+12 3.162E+15 330 1.500E-4 1.233541953E+00 1.233555079E+00
1.000000E+13 3.162E+15 330 1.500E-4 1.235350349E+00 1.235359368E+00
