N_Fe N_B T d n_Fe n_Fe_SRH
1.000000E+10 5.623E+16 330 1.800E-4 1.253876646E+00 1.318621824E+00
1.468000E+10 5.623E+16 330 1.800E-4 1.271408874E+00 1.318683678E+00
2.154000E+10 5.623E+16 330 1.800E-4 1.284948503E+00 1.318773586E+00
3.162000E+10 5.623E+16 330 1.800E-4 1.295088413E+00 1.318903704E+00
4.642000E+10 5.623E+16 330 1.800E-4 1.302536315E+00 1.319090796E+00
6.813000E+10 5.623E+16 330 1.800E-4 1.307970453E+00 1.319357231E+00
1.000000E+11 5.623E+16 330 1.800E-4 1.311971825E+00 1.319731838E+00
1.468000E+11 5.623E+16 330 1.800E-4 1.315007623E+00 1.320248986E+00
2.154000E+11 5.623E+16 330 1.800E-4 1.317437713E+00 1.320945120E+00
3.162000E+11 5.623E+16 330 1.800E-4 1.319528001E+00 1.321851460E+00
4.642000E+11 5.623E+16 330 1.800E-4 1.321459707E+00 1.322982100E+00
6.813000E+11 5.623E+16 330 1.800E-4 1.323334037E+00 1.324320455E+00
1.000000E+12 5.623E+16 330 1.800E-4 1.325179382E+00 1.325812081E+00
1.468000E+12 5.623E+16 330 1.800E-4 1.326967438E+00 1.327370262E+00
2.154000E+12 5.623E+16 330 1.800E-4 1.328728883E+00 1.328979216E+00
3.162000E+12 5.623E+16 330 1.800E-4 1.330298777E+00 1.330455842E+00
4.642000E+12 5.623E+16 330 1.800E-4 1.342010187E+00 1.342121175E+00
6.813000E+12 5.623E+16 330 1.800E-4 1.345952521E+00 1.347937726E+00
1.000000E+13 5.623E+16 330 1.800E-4 1.351017680E+00 1.351070334E+00
