Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.208766178E+00 1.151609257E+00 5.715692100E-02 1.176909300E+00 1.132035249E+00 4.487405100E-02
1.468000E+10 1.208780004E+00 1.151925232E+00 5.685477200E-02 1.184823280E+00 1.137959027E+00 4.686425300E-02
2.154000E+10 1.208800160E+00 1.152374917E+00 5.642524300E-02 1.190661000E+00 1.142521918E+00 4.813908200E-02
3.162000E+10 1.208829503E+00 1.153010528E+00 5.581897500E-02 1.194877498E+00 1.146110357E+00 4.876714100E-02
4.642000E+10 1.208872029E+00 1.153890901E+00 5.498112800E-02 1.197883888E+00 1.149078776E+00 4.880511200E-02
6.813000E+10 1.208933375E+00 1.155082833E+00 5.385054200E-02 1.200018035E+00 1.151732546E+00 4.828548900E-02
1.000000E+11 1.209021220E+00 1.156646480E+00 5.237474000E-02 1.201542780E+00 1.154313216E+00 4.722956400E-02
1.468000E+11 1.209145404E+00 1.158615739E+00 5.052966500E-02 1.206185042E+00 1.156988352E+00 4.919669000E-02
2.154000E+11 1.209318407E+00 1.160975197E+00 4.834321000E-02 1.207796046E+00 1.159837966E+00 4.795808000E-02
3.162000E+11 1.209554272E+00 1.163651446E+00 4.590282600E-02 1.208516024E+00 1.162971163E+00 4.554486100E-02
4.642000E+11 1.209866381E+00 1.166560180E+00 4.330620100E-02 1.209159181E+00 1.165948586E+00 4.321059500E-02
6.813000E+11 1.213183821E+00 1.170279582E+00 4.290423900E-02 1.209782579E+00 1.169714076E+00 4.006850300E-02
1.000000E+12 1.216234794E+00 1.172592043E+00 4.364275100E-02 1.214622054E+00 1.172319350E+00 4.230270400E-02
1.468000E+12 1.216822351E+00 1.175110259E+00 4.171209200E-02 1.216586117E+00 1.174920401E+00 4.166571600E-02
2.154000E+12 1.221197682E+00 1.177409786E+00 4.378789600E-02 1.218223163E+00 1.176708915E+00 4.151424800E-02
3.162000E+12 1.228247550E+00 1.179013356E+00 4.923419400E-02 1.228118602E+00 1.178571521E+00 4.954708100E-02
4.642000E+12 1.228996609E+00 1.180632760E+00 4.836384900E-02 1.228903179E+00 1.180560088E+00 4.834309100E-02
6.813000E+12 1.229553459E+00 1.182403600E+00 4.714985900E-02 1.229448507E+00 1.182011577E+00 4.743693000E-02
1.000000E+13 1.230022061E+00 1.18375632E+00 4.626574100E-02 1.229881072E+00 1.18270915E+00 4.717192200E-02
