fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 Iph Voc Isc Pm FF Vm Im dev 
0UL1 9:37 299.3 38.74 1.000E+000 1.961E+000 6.401E-011 6.929E+002 2.713E+000 3.867E-006 1.842E-004 1.162E-001 1.836E-004 5.523E-006 2.589E-001 5.940E-002 9.283E-005 1.024E-002 
0UL2 10:3 302.2 38.37 1.000E+000 1.844E+000 1.026E-010 7.068E+002 2.705E+000 4.533E-006 1.873E-004 1.184E-001 1.867E-004 5.761E-006 2.606E-001 6.070E-002 9.476E-005 4.199E-003 
0UL3 10:22 305.6 37.94 1.000E+000 1.900E+000 1.850E-010 7.230E+002 2.700E+000 5.424E-006 1.850E-004 1.173E-001 1.845E-004 5.673E-006 2.622E-001 6.040E-002 9.376E-005 2.300E-003 
0UL4 10:49 308.7 37.56 1.000E+000 1.880E+000 2.968E-010 7.374E+002 2.671E+000 6.236E-006 1.867E-004 1.181E-001 1.862E-004 5.809E-006 2.642E-001 6.100E-002 9.507E-005 9.400E-004 
0UL5 11:8 311.4 37.23 1.000E+000 2.059E+000 4.669E-010 7.495E+002 2.678E+000 7.309E-006 1.868E-004 1.175E-001 1.863E-004 5.818E-006 2.659E-001 6.090E-002 9.538E-005 8.262E-004 
0UL6 11:31 312.9 37.05 1.000E+000 2.170E+000 5.575E-010 7.561E+002 2.639E+000 7.487E-006 1.878E-004 1.180E-001 1.872E-004 5.896E-006 2.669E-001 6.140E-002 9.587E-005 8.054E-004 
0UL7 11:51 315.6 36.74 1.000E+000 2.266E+000 8.770E-010 7.675E+002 2.631E+000 8.603E-006 1.879E-004 1.170E-001 1.873E-004 5.886E-006 2.687E-001 6.100E-002 9.634E-005 9.095E-004 
0UL8 12:22 318.4 36.41 1.000E+000 2.539E+000 1.306E-009 7.788E+002 2.624E+000 9.802E-006 1.905E-004 1.171E-001 1.898E-004 6.020E-006 2.708E-001 6.140E-002 9.789E-005 1.481E-003 
0UL9 12:40 321.6 36.05 1.000E+000 2.421E+000 1.988E-009 7.908E+002 2.581E+000 1.093E-005 1.900E-004 1.154E-001 1.893E-004 5.964E-006 2.728E-001 6.070E-002 9.809E-005 1.996E-003 
UL10 13:9 325 35.67 1.000E+000 2.531E+000 3.351E-009 8.024E+002 2.584E+000 1.312E-005 1.903E-004 1.130E-001 1.897E-004 5.892E-006 2.750E-001 5.970E-002 9.854E-005 1.421E-003 
UL11 13:28 327.7 35.38 1.000E+000 2.453E+000 4.776E-009 8.106E+002 2.557E+000 1.465E-005 1.907E-004 1.111E-001 1.900E-004 5.839E-006 2.767E-001 5.880E-002 9.914E-005 6.799E-003 
UL12 13:52 330.8 35.05 1.000E+000 2.529E+000 7.594E-009 8.189E+002 2.595E+000 1.798E-005 1.884E-004 1.066E-001 1.877E-004 5.558E-006 2.776E-001 5.650E-002 9.819E-005 4.577E-003 
