T Bo105 Bo175 Bo315 Bo565 Bo106 Bo176 Bo316 Bo566 Bo107
Bo 1.500000000E+01 1.524993176E+01 1.549996187E+01 1.574996808E+01 1.600000000E+01 1.624993176E+01 1.649996187E+01 1.674996808E+01 1.700000000E+01
290 8.745350000E-03 1.679590600E-02 2.264026800E-02 2.646102600E-02 3.163413200E-02 4.225731600E-02 5.433898000E-02 6.201035100E-02 6.708996900E-02
295 5.170772000E-03 1.603045000E-02 2.242285800E-02 2.667402700E-02 3.104380600E-02 4.092002200E-02 5.253259800E-02 6.016867500E-02 6.527501900E-02
300 -3.307250000E-03 1.358787300E-02 2.197555200E-02 2.653000100E-02 3.062743600E-02 3.970742800E-02 5.123250700E-02 5.871370300E-02 6.333477400E-02
305 -2.099088300E-02 8.240033000E-03 2.036115200E-02 2.615911800E-02 3.051985500E-02 3.901209500E-02 4.980756600E-02 5.702164800E-02 6.185574600E-02
310 -5.451244600E-02 -2.629133000E-03 1.707376700E-02 2.488502300E-02 3.016091300E-02 3.837089400E-02 4.870495900E-02 5.563297300E-02 6.027455200E-02
315 -1.102035880E-01 -2.319448000E-02 1.078075600E-02 2.329331500E-02 2.966832300E-02 3.790875100E-02 4.820043300E-02 5.495844500E-02 5.907835200E-02
320 -1.314593700E-01 -5.984622200E-02 -1.457469000E-03 2.011165400E-02 2.895840100E-02 3.784416300E-02 4.772399000E-02 5.441895800E-02 5.876412900E-02
325 -6.512200800E-02 -1.172929280E-01 -2.347772600E-02 1.294024500E-02 2.714503500E-02 3.734582200E-02 4.750031700E-02 5.428162600E-02 5.865945200E-02
330 5.513311000E-03 -1.416636350E-01 -6.062832100E-02 7.640390000E-04 2.366215400E-02 3.652924700E-02 4.776940600E-02 5.493513900E-02 5.858453200E-02
335 1.017184100E-02 -7.654002700E-02 -1.173887020E-01 -2.229520900E-02 1.747693400E-02 3.531491900E-02 4.770479200E-02 5.547553600E-02 6.005702200E-02
340 1.635931700E-02 5.187868000E-03 -1.556555130E-01 -5.765993600E-02 5.836795000E-03 3.225046600E-02 4.739257800E-02 5.634452000E-02 6.170889800E-02
