N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 -6.781420000E-04 -1.606753400E-02 -4.866154800E-02 -1.103136440E-01 -1.652855180E-01 -1.387630890E-01 -7.702885000E-02 1.025380600E-02 1.756680500E-02 2.683354700E-02 3.775509400E-02
1.016672606E+01 -1.155207000E-03 -1.643774200E-02 -4.891157700E-02 -1.104603520E-01 -1.657301530E-01 -1.391086230E-01 -7.702519800E-02 1.028647500E-02 1.786502000E-02 2.753071700E-02 3.905031400E-02
1.033324570E+01 -1.448292000E-03 -1.658223200E-02 -4.882779800E-02 -1.100642870E-01 -1.660722180E-01 -1.394312300E-01 -7.720250600E-02 1.025562100E-02 1.800911300E-02 2.794900300E-02 3.990010000E-02
1.049996187E+01 -1.571371000E-03 -1.649845700E-02 -4.838035400E-02 -1.090558350E-01 -1.663571350E-01 -1.397820480E-01 -7.760592800E-02 1.016487800E-02 1.801633200E-02 2.812473000E-02 4.036459300E-02
1.066670514E+01 -1.551472000E-03 -1.616818700E-02 -4.750724500E-02 -1.073026010E-01 -1.666231080E-01 -1.402122550E-01 -7.830036600E-02 1.000719800E-02 1.788834300E-02 2.807372400E-02 4.048110700E-02
1.083333839E+01 -1.361295000E-03 -1.555353800E-02 -4.610924200E-02 -1.046010090E-01 -1.669050140E-01 -1.407798560E-01 -7.938122900E-02 9.766158000E-03 1.761125500E-02 2.778883900E-02 4.025682100E-02
1.100000000E+01 -9.763860000E-04 -1.462936900E-02 -4.405094400E-02 -1.006762840E-01 -1.672372270E-01 -1.415549340E-01 -8.098394200E-02 9.416934000E-03 1.715610500E-02 2.723930700E-02 3.966565700E-02
1.116672606E+01 -3.693120000E-04 -1.329708400E-02 -4.117395800E-02 -9.520285700E-02 -1.676548670E-01 -1.426225900E-01 -8.329014800E-02 8.928093000E-03 1.648074200E-02 2.637215600E-02 3.864838800E-02
1.133324570E+01 4.853670000E-04 -1.145055000E-02 -3.734411300E-02 -8.786476900E-02 -1.681923530E-01 -1.440808690E-01 -8.652613800E-02 8.266206000E-03 1.553550000E-02 2.511811400E-02 3.711779500E-02
1.149996187E+01 1.586119000E-03 -9.109014000E-03 -3.248256000E-02 -7.847803900E-02 -1.576791540E-01 -1.460293750E-01 -9.094337900E-02 7.405965000E-03 1.427643100E-02 2.340672100E-02 3.497376700E-02
1.166670514E+01 2.941822000E-03 -6.293966000E-03 -2.665862700E-02 -6.717558800E-02 -1.384246660E-01 -1.485421580E-01 -9.676612300E-02 4.115803000E-03 1.268998900E-02 2.119671100E-02 3.213602600E-02
1.183333839E+01 4.472951000E-03 -3.178600000E-03 -2.025001200E-02 -5.458787100E-02 -1.163498890E-01 -1.516214430E-01 -1.040925540E-01 -9.588041000E-03 1.082863700E-02 1.852461300E-02 2.860050600E-02
1.200000000E+01 6.041931000E-03 -2.995800000E-05 -1.380874300E-02 -4.185178400E-02 -9.337114600E-02 -1.551395740E-01 -1.127547620E-01 -2.636658800E-02 8.843776000E-03 1.556056400E-02 2.451580700E-02
1.216672606E+01 7.517093000E-03 2.839130000E-03 -8.000678000E-03 -3.032157400E-02 -7.204957600E-02 -1.393912820E-01 -1.221925420E-01 -4.544039200E-02 6.982795000E-03 1.263458400E-02 2.024684600E-02
1.233324570E+01 8.745350000E-03 5.170772000E-03 -3.307250000E-03 -2.099088300E-02 -5.451244600E-02 -1.102035880E-01 -1.314593700E-01 -6.512200800E-02 5.513311000E-03 1.017184100E-02 1.635931700E-02
1.249996187E+01 9.639189000E-03 6.882529000E-03 1.317310000E-04 -1.414024900E-02 -4.150398700E-02 -8.796121300E-02 -1.394577450E-01 -8.313975300E-02 4.588338000E-03 8.509879000E-03 1.344682500E-02
1.266670514E+01 1.016045700E-02 7.964221000E-03 2.427671000E-03 -9.431791000E-03 -3.243306800E-02 -7.215594500E-02 -1.303079730E-01 -9.751089400E-02 -9.805649000E-03 7.697000000E-03 1.181849400E-02
1.283333839E+01 1.027113600E-02 8.495940000E-03 3.823254000E-03 -6.311517000E-03 -2.618356500E-02 -6.097467200E-02 -1.132803370E-01 -1.073846000E-01 -2.941388000E-02 7.477382000E-03 1.128340000E-02
1.300000000E+01 1.004469500E-02 8.551189000E-03 4.527119000E-03 -4.317060000E-03 -2.182347500E-02 -5.278860300E-02 -1.002331060E-01 -1.131203020E-01 -4.213558500E-02 7.508732000E-03 1.133757600E-02
