N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 2.710760000E-03 2.458927000E-03 2.249520000E-03 1.953632000E-03 1.309348000E-03 -1.092900000E-04 1.775327000E-03 1.877170000E-03 2.260310000E-03 3.058115000E-03 4.486950000E-03
1.016672606E+01 1.906347000E-03 1.719587000E-03 1.562461000E-03 1.345365000E-03 8.862620000E-04 -1.104510000E-04 1.265680000E-03 1.338598000E-03 1.613851000E-03 2.189354000E-03 3.226129000E-03
1.033324570E+01 1.329949000E-03 1.194741000E-03 1.080106000E-03 9.241370000E-04 6.011450000E-04 -9.301000000E-05 8.912240000E-04 9.422540000E-04 1.136480000E-03 1.544211000E-03 2.282333000E-03
1.049996187E+01 9.227650000E-04 8.263900000E-04 7.442460000E-04 6.337850000E-04 4.086250000E-04 -7.163900000E-05 6.221720000E-04 6.571450000E-04 7.922110000E-04 1.077008000E-03 1.594754000E-03
1.066670514E+01 6.381580000E-04 5.700970000E-04 5.118650000E-04 4.343350000E-04 2.784050000E-04 -5.226500000E-05 4.319500000E-04 4.553990000E-04 5.481640000E-04 7.448150000E-04 1.103736000E-03
1.083333839E+01 4.407650000E-04 3.929010000E-04 3.518310000E-04 2.977020000E-04 1.901950000E-04 -3.663800000E-05 2.989940000E-04 3.143120000E-04 3.772770000E-04 5.117120000E-04 7.581080000E-04
1.100000000E+01 3.046120000E-04 2.709580000E-04 2.420120000E-04 2.042830000E-04 1.304170000E-04 -2.471100000E-05 2.068150000E-04 2.164650000E-04 2.586680000E-04 3.496800000E-04 5.173250000E-04
1.116672606E+01 2.110640000E-04 1.873060000E-04 1.668450000E-04 1.405420000E-04 8.991900000E-05 -1.584000000E-05 1.432800000E-04 1.490170000E-04 1.768690000E-04 2.378270000E-04 3.508440000E-04
1.133324570E+01 1.469690000E-04 1.300660000E-04 1.155030000E-04 9.714200000E-05 6.254400000E-05 -9.268000000E-06 9.967900000E-05 1.027410000E-04 1.207430000E-04 1.610360000E-04 2.364140000E-04
1.149996187E+01 1.031390000E-04 9.098200000E-05 8.051100000E-05 6.764400000E-05 4.411500000E-05 -4.331000000E-06 -9.053700000E-05 7.112200000E-05 8.241300000E-05 1.085830000E-04 1.581780000E-04
1.166670514E+01 7.320800000E-05 6.432900000E-05 5.670700000E-05 4.766700000E-05 3.177800000E-05 -5.380000001E-07 -5.899300000E-05 4.961700000E-05 5.637800000E-05 7.297000000E-05 1.050130000E-04
1.183333839E+01 5.278700000E-05 4.618700000E-05 4.055700000E-05 3.418400000E-05 2.357800000E-05 2.413000000E-06 -3.658400000E-05 3.508100000E-05 3.882700000E-05 4.899400000E-05 6.920000000E-05
1.200000000E+01 3.884800000E-05 3.383400000E-05 2.960300000E-05 2.508500000E-05 1.812800000E-05 4.654000000E-06 -2.059600000E-05 2.533900000E-05 2.712600000E-05 3.306200000E-05 4.539800000E-05
1.216672606E+01 2.931600000E-05 2.542100000E-05 2.216900000E-05 1.893200000E-05 1.442500000E-05 6.155000000E-06 -9.442000000E-06 -3.498700000E-05 1.944600000E-05 2.267300000E-05 2.990600000E-05
1.233324570E+01 2.276100000E-05 1.966500000E-05 1.708600000E-05 1.470400000E-05 1.179100000E-05 6.924000000E-06 -2.145000000E-06 -1.777400000E-05 1.450600000E-05 1.606700000E-05 2.011100000E-05
1.249996187E+01 1.819000000E-05 1.567200000E-05 1.357500000E-05 1.174900000E-05 9.809000000E-06 7.004000000E-06 2.066000000E-06 -6.704000000E-06 1.138800000E-05 1.197800000E-05 1.412800000E-05
1.266670514E+01 1.491600000E-05 1.284600000E-05 1.109400000E-05 9.615000000E-06 8.237000000E-06 6.596000000E-06 4.022000000E-06 -4.499999999E-07 -7.609000000E-06 9.493000000E-06 1.057700000E-05
1.283333839E+01 1.248600000E-05 1.076900000E-05 9.290000000E-06 8.039000000E-06 6.970000000E-06 5.934000000E-06 4.607000000E-06 2.527000000E-06 -8.850000000E-07 7.974000000E-06 8.479000000E-06
1.300000000E+01 1.058300000E-05 9.168000000E-06 7.913000000E-06 6.845000000E-06 5.957000000E-06 5.214000000E-06 4.510000000E-06 3.647000000E-06 2.305000000E-06 7.003000000E-06 7.194000000E-06
