N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 2.169718100E-02 1.969638300E-02 1.844868800E-02 1.801850600E-02 1.844203100E-02 1.971925100E-02 2.178037800E-02 2.451435600E-02 2.769931800E-02 3.082272600E-02 3.313168600E-02
1.016672606E+01 1.747773800E-02 1.569338200E-02 1.446203000E-02 1.384103400E-02 1.386494200E-02 1.453735500E-02 1.581134700E-02 1.761154000E-02 1.978455400E-02 2.196612600E-02 2.361582700E-02
1.033324570E+01 1.371604200E-02 1.222506900E-02 1.113159600E-02 1.048440500E-02 1.031438100E-02 1.062634400E-02 1.138818900E-02 1.254812100E-02 1.399980100E-02 1.548650700E-02 1.662592800E-02
1.049996187E+01 1.048727800E-02 9.301990000E-03 8.397453000E-03 7.813373000E-03 7.575938000E-03 7.690052000E-03 8.133609000E-03 8.870834000E-03 9.827994000E-03 1.082543100E-02 1.159571800E-02
1.066670514E+01 7.833195000E-03 6.925981000E-03 6.214366000E-03 5.729463000E-03 5.492506000E-03 5.507940000E-03 5.760550000E-03 6.225654000E-03 6.852246000E-03 7.515414000E-03 8.029999000E-03
1.083333839E+01 5.740583000E-03 5.065332000E-03 4.524921000E-03 4.143029000E-03 3.936285000E-03 3.908442000E-03 4.049114000E-03 4.341309000E-03 4.749928000E-03 5.188704000E-03 5.530523000E-03
1.100000000E+01 4.149416000E-03 3.656425000E-03 3.255621000E-03 2.964631000E-03 2.796173000E-03 2.753319000E-03 2.829012000E-03 3.011658000E-03 3.277238000E-03 3.566543000E-03 3.793190000E-03
1.116672606E+01 2.974500000E-03 2.618831000E-03 2.325695000E-03 2.108078000E-03 1.975580000E-03 1.930659000E-03 1.968597000E-03 2.081545000E-03 2.253157000E-03 2.443179000E-03 2.593416000E-03
1.133324570E+01 2.126185000E-03 1.871000000E-03 1.657875000E-03 1.496343000E-03 1.393637000E-03 1.351744000E-03 1.367567000E-03 1.435813000E-03 1.545571000E-03 1.669592000E-03 1.769249000E-03
1.149996187E+01 1.523581000E-03 1.340505000E-03 1.185406000E-03 1.065332000E-03 9.857520000E-04 9.483030000E-04 9.510250000E-04 9.904810000E-04 1.059365000E-03 1.139570000E-03 1.205779000E-03
1.166670514E+01 1.100203000E-03 9.682730000E-04 8.546710000E-04 7.646350000E-04 7.024040000E-04 6.693530000E-04 6.643220000E-04 6.851170000E-04 7.270580000E-04 7.781670000E-04 8.223340000E-04
1.183333839E+01 8.045850000E-04 7.087860000E-04 6.246910000E-04 5.562710000E-04 5.068730000E-04 4.776910000E-04 4.681630000E-04 4.769330000E-04 5.010960000E-04 5.329760000E-04 5.625610000E-04
1.200000000E+01 5.984410000E-04 5.282310000E-04 4.651940000E-04 4.123870000E-04 3.725230000E-04 3.466770000E-04 3.346680000E-04 3.357870000E-04 3.483250000E-04 3.674510000E-04 3.873010000E-04
1.216672606E+01 4.540260000E-04 4.021270000E-04 3.543110000E-04 3.129560000E-04 2.803140000E-04 2.573740000E-04 2.442350000E-04 2.405880000E-04 2.455590000E-04 2.562030000E-04 2.693120000E-04
1.233324570E+01 3.516380000E-04 3.130510000E-04 2.764640000E-04 2.437330000E-04 2.167580000E-04 1.964460000E-04 1.830770000E-04 1.766200000E-04 1.767300000E-04 1.816670000E-04 1.898620000E-04
1.249996187E+01 2.775290000E-04 2.488170000E-04 2.207240000E-04 1.946980000E-04 1.723510000E-04 1.544990000E-04 1.415310000E-04 1.335980000E-04 1.306720000E-04 1.317720000E-04 1.362630000E-04
1.266670514E+01 2.223590000E-04 2.010990000E-04 1.795430000E-04 1.589320000E-04 1.404930000E-04 1.250040000E-04 1.128900000E-04 1.044220000E-04 9.972800000E-05 9.828400000E-05 1.000130000E-04
1.283333839E+01 1.799640000E-04 1.643880000E-04 1.480160000E-04 1.317900000E-04 1.167330000E-04 1.035110000E-04 9.256000000E-05 8.418600000E-05 7.863500000E-05 7.564300000E-05 7.538700000E-05
1.300000000E+01 1.464180000E-04 1.351970000E-04 1.229250000E-04 1.103160000E-04 9.819100000E-05 8.711900000E-05 7.749400000E-05 6.965300000E-05 6.388100000E-05 6.006500000E-05 5.851500000E-05
