fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T31 10:45:54 294.9 39.32 1.000E+000 5.750E-001 1.166E-006 1.560E+004 2.653E+000 1.289E-008 2.937E-004 
0T32 10:48:58 295.1 39.29 1.000E+000 5.750E-001 1.183E-006 1.560E+004 2.650E+000 1.316E-008 3.761E-004 
0T33 10:51:18 295.2 39.28 1.000E+000 5.750E-001 1.187E-006 1.560E+004 2.650E+000 1.321E-008 2.975E-004 
0T34 10:54:22 295.1 39.29 1.000E+000 5.750E-001 1.158E-006 1.560E+004 2.653E+000 1.308E-008 3.434E-004 
0T35 10:59:30 295 39.3 1.000E+000 5.750E-001 1.151E-006 1.560E+004 2.654E+000 1.304E-008 3.433E-004 
0T36 11:03:24 295.1 39.29 1.000E+000 5.750E-001 1.182E-006 1.560E+004 2.649E+000 1.321E-008 2.969E-004 
0T37 11:06:30 295.1 39.29 1.000E+000 5.750E-001 1.182E-006 1.560E+004 2.649E+000 1.324E-008 3.210E-004 
0T38 11:10:08 295.1 39.29 1.000E+000 5.750E-001 1.175E-006 1.560E+004 2.648E+000 1.325E-008 2.429E-004 
0T39 11:14:08 295 39.3 1.000E+000 5.750E-001 1.152E-006 1.560E+004 2.653E+000 1.311E-008 6.045E-003 
0T40 11:20:24 294.9 39.32 1.000E+000 5.750E-001 1.152E-006 1.560E+004 2.652E+000 1.313E-008 2.896E-004 
0T41 11:27:46 295.1 39.29 1.000E+000 5.750E-001 1.171E-006 1.560E+004 2.645E+000 1.345E-008 2.702E-004 
0T42 11:32:14 295.1 39.29 1.000E+000 5.750E-001 1.173E-006 1.560E+004 2.650E+000 1.335E-008 2.899E-004 
0T43 11:42:38 295.1 39.29 1.000E+000 5.750E-001 1.205E-006 1.560E+004 2.646E+000 1.351E-008 3.305E-004 
0T44 11:51:18 295.1 39.29 1.000E+000 5.750E-001 1.191E-006 1.560E+004 2.651E+000 1.338E-008 3.507E-004 
0T45 11:59:18 295 39.3 1.000E+000 5.750E-001 1.177E-006 1.560E+004 2.649E+000 1.339E-008 2.962E-004 
0T46 12:10:00 295 39.3 1.000E+000 5.750E-001 1.176E-006 1.560E+004 2.649E+000 1.340E-008 2.406E-004 
0T47 12:20:22 295 39.3 1.000E+000 5.750E-001 1.166E-006 1.560E+004 2.650E+000 1.340E-008 2.966E-004 
0T48 12:28:24 295 39.3 1.000E+000 5.750E-001 1.166E-006 1.560E+004 2.651E+000 1.343E-008 2.875E-004 
0T49 12:37:24 295 39.3 1.000E+000 5.750E-001 1.168E-006 1.560E+004 2.648E+000 1.348E-008 3.355E-004 
0T50 12:49:10 295.1 39.29 1.000E+000 5.750E-001 1.201E-006 1.560E+004 2.647E+000 1.364E-008 3.152E-004 
0T51 12:57:54 295 39.3 1.000E+000 5.750E-001 1.186E-006 1.560E+004 2.648E+000 1.352E-008 2.934E-004 
0T52 13:09:36 295 39.3 1.000E+000 5.750E-001 1.179E-006 1.560E+004 2.649E+000 1.351E-008 2.629E-004 
0T53 13:20:40 295.1 39.29 1.000E+000 5.750E-001 1.203E-006 1.560E+004 2.648E+000 1.365E-008 2.872E-004 
0T54 13:26:40 295 39.3 1.000E+000 5.750E-001 1.174E-006 1.560E+004 2.649E+000 1.356E-008 3.011E-004 
0T55 13:38:54 295 39.3 1.000E+000 5.750E-001 1.190E-006 1.560E+004 2.647E+000 1.363E-008 2.855E-004 
0T56 13:46:42 295 39.3 1.000E+000 5.750E-001 1.160E-006 1.560E+004 2.646E+000 1.361E-008 3.277E-004 
0T57 13:58:52 295.1 39.29 1.000E+000 5.750E-001 1.185E-006 1.560E+004 2.646E+000 1.372E-008 2.535E-004 
0T58 14:11:46 295.2 39.28 1.000E+000 5.750E-001 1.198E-006 1.560E+004 2.646E+000 1.373E-008 2.929E-004 
0T59 14:24:06 295.1 39.29 1.000E+000 5.750E-001 1.169E-006 1.560E+004 2.646E+000 1.370E-008 2.841E-004 
0T60 14:35:36 295.1 39.29 1.000E+000 5.750E-001 1.201E-006 1.560E+004 2.646E+000 1.380E-008 2.909E-004 
0T61 14:44:04 295 39.3 1.000E+000 5.750E-001 1.179E-006 1.560E+004 2.645E+000 1.370E-008 3.666E-004 
0T62 14:52:50 295 39.3 1.000E+000 5.750E-001 1.188E-006 1.560E+004 2.644E+000 1.375E-008 2.945E-004 
0T63 15:03:40 295 39.3 1.000E+000 5.750E-001 1.174E-006 1.560E+004 2.648E+000 1.363E-008 2.902E-004 
0T64 15:14:00 295 39.3 1.000E+000 5.750E-001 1.167E-006 1.560E+004 2.645E+000 1.372E-008 2.613E-004 
0T65 15:21:16 295 39.3 1.000E+000 5.750E-001 1.180E-006 1.560E+004 2.645E+000 1.375E-008 2.315E-004 
0T66 15:37:44 295.1 39.29 1.000E+000 5.750E-001 1.183E-006 1.560E+004 2.644E+000 1.384E-008 3.413E-004 
0T67 15:44:50 295.1 39.29 1.000E+000 5.750E-001 1.195E-006 1.560E+004 2.644E+000 1.386E-008 3.263E-004 
0T68 15:52:30 295.1 39.29 1.000E+000 5.750E-001 1.187E-006 1.560E+004 2.643E+000 1.386E-008 2.885E-004 
