fname time Tem kT_1 n1 Rs Io1 Rsh n2 Io2 dev 
001_290 001_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.450827021E-16 1.000000000E+20 1.244576971E+00 1.013443963E-16 1.147484332E-03 
001_290_SRH 001_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.082152346E-17 1.000000000E+20 1.268419359E+00 1.015358781E-16 3.128891728E-03 
002_290 002_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.632234531E-16 1.000000000E+20 1.249156466E+00 1.483537320E-16 1.446279656E-03 
002_290_SRH 002_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 5.953236317E-17 1.000000000E+20 1.268560294E+00 1.490485116E-16 3.142738312E-03 
003_290 003_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.895306226E-16 1.000000000E+20 1.253289804E+00 2.175623177E-16 1.757975657E-03 
003_290_SRH 003_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 8.656583557E-17 1.000000000E+20 1.268765352E+00 2.188038125E-16 3.162928525E-03 
004_290 004_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.273829656E-16 1.000000000E+20 1.256991519E+00 3.194190013E-16 2.065174002E-03 
004_290_SRH 004_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.253487742E-16 1.000000000E+20 1.269062800E+00 3.212256697E-16 3.192279959E-03 
005_290 005_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.812603523E-16 1.000000000E+20 1.260271351E+00 4.692643463E-16 2.355190988E-03 
005_290_SRH 005_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 1.804327797E-16 1.000000000E+20 1.269492164E+00 4.716358481E-16 3.234763058E-03 
006_290 006_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.568293453E-16 1.000000000E+20 1.263182077E+00 6.896370302E-16 2.623891333E-03 
006_290_SRH 006_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 2.575816072E-16 1.000000000E+20 1.270107527E+00 6.925697659E-16 3.295868809E-03 
007_290 007_290.dat 290 39.98 1.000000000E+00 0.000000000E+00 4.607657053E-16 1.000000000E+20 1.265835981E+00 1.013695282E-15 2.876481550E-03 
007_290_SRH 007_290_srh.dat 290 39.98 1.000000000E+00 0.000000000E+00 3.635867561E-16 1.000000000E+20 1.270980578E+00 1.017202766E-15 3.382981193E-03 
