N_Fe N_B T d Jsc_FeB Eta_FeB Voc_FeB FF_FeB
1.000000E+10 3.162E+16 295 3.800E-4 3.695361E+1 1.897600E+1 6.173190E-1 8.318360E+1
1.468000E+10 3.162E+16 295 3.800E-4 3.679461E+1 1.887730E+1 6.168200E-1 8.317600E+1
2.154000E+10 3.162E+16 295 3.800E-4 3.658047E+1 1.874460E+1 6.161510E-1 8.316490E+1
3.162000E+10 3.162E+16 295 3.800E-4 3.630091E+1 1.857160E+1 6.152820E-1 8.314930E+1
4.642000E+10 3.162E+16 295 3.800E-4 3.594955E+1 1.834680E+1 6.141890E-1 8.309280E+1
6.813000E+10 3.162E+16 295 3.800E-4 3.552654E+1 1.808550E+1 6.128680E-1 8.306380E+1
1.000000E+11 3.162E+16 295 3.800E-4 3.503920E+1 1.778530E+1 6.113230E-1 8.303000E+1
1.468000E+11 3.162E+16 295 3.800E-4 3.449943E+1 1.745280E+1 6.095400E-1 8.299490E+1
2.154000E+11 3.162E+16 295 3.800E-4 3.391872E+1 1.709450E+1 6.074760E-1 8.296380E+1
3.162000E+11 3.162E+16 295 3.800E-4 3.330398E+1 1.671380E+1 6.052180E-1 8.292170E+1
4.642000E+11 3.162E+16 295 3.800E-4 3.265667E+1 1.630390E+1 6.027500E-1 8.282920E+1
6.813000E+11 3.162E+16 295 3.800E-4 3.197480E+1 1.587950E+1 6.000510E-1 8.276390E+1
1.000000E+12 3.162E+16 295 3.800E-4 3.125561E+1 1.543250E+1 5.969560E-1 8.271170E+1
1.468000E+12 3.162E+16 295 3.800E-4 3.049692E+1 1.496140E+1 5.936500E-1 8.263940E+1
2.154000E+12 3.162E+16 295 3.800E-4 2.969752E+1 1.446010E+1 5.901200E-1 8.251070E+1
3.162000E+12 3.162E+16 295 3.800E-4 2.885704E+1 1.394420E+1 5.861760E-1 8.243530E+1
4.642000E+12 3.162E+16 295 3.800E-4 2.797598E+1 1.340050E+1 5.820630E-1 8.229330E+1
6.813000E+12 3.162E+16 295 3.800E-4 2.705579E+1 1.284460E+1 5.776390E-1 8.218730E+1
1.000000E+13 3.162E+16 295 3.800E-4 2.609890E+1 1.227290E+1 5.729840E-1 8.206960E+1
1.468000E+13 3.162E+16 295 3.800E-4 2.510876E+1 1.168190E+1 5.680960E-1 8.189670E+1
2.154000E+13 3.162E+16 295 3.800E-4 2.408989E+1 1.108780E+1 5.629730E-1 8.175660E+1
3.162000E+13 3.162E+16 295 3.800E-4 2.304776E+1 1.048200E+1 5.576460E-1 8.155650E+1
4.642000E+13 3.162E+16 295 3.800E-4 2.198874E+1 9.880600E+0 5.521410E-1 8.138290E+1
6.813000E+13 3.162E+16 295 3.800E-4 2.091998E+1 9.276600E+0 5.464090E-1 8.115390E+1
1.000000E+14 3.162E+16 295 3.800E-4 1.984924E+1 8.680300E+0 5.405970E-1 8.089430E+1
