T nFsrh nFBsrh dnsrh nF nFB dn
290 1.181478139E+00 1.234504094E+0 -5.302595500E-02 1.181478139E+00 1.234504094E+0 -5.302595500E-02
295 1.187131073E+00 1.192719487E+0 -5.588414000E-03 1.187131073E+00 1.192719487E+0 -5.588414000E-03
300 1.186905111E+00 1.159167212E+0 2.773789900E-02 1.186905111E+00 1.159167212E+0 2.773789900E-02
305 1.194397028E+00 1.132118987E+0 6.227804100E-02 1.194397028E+00 1.132118987E+0 6.227804100E-02
310 1.200617510E+00 1.110219436E+0 9.039807400E-02 1.200617510E+00 1.110219436E+0 9.039807400E-02
315 1.199036048E+00 1.092407449E+0 1.066285990E-01 1.199036048E+00 1.092407449E+0 1.066285990E-01
320 1.203730873E+00 1.077852105E+0 1.258787680E-01 1.203730873E+00 1.077852105E+0 1.258787680E-01
325 1.206419795E+00 1.065901689E+0 1.405181060E-01 1.206419795E+00 1.065901689E+0 1.405181060E-01
330 1.207258612E+00 1.056043741E+0 1.512148710E-01 1.207258612E+00 1.056043741E+0 1.512148710E-01
335 1.210567605E+00 1.047874002E+0 1.626936030E-01 1.210567605E+00 1.047874002E+0 1.626936030E-01
340 1.199850666E+00 1.041072404E+0 1.587782620E-01 1.199850666E+00 1.041072404E+0 1.587782620E-01
