T nFsrh nFBsrh dnsrh nF nFB dn
290 1.169531677E+00 1.351656270E+0 -1.821245930E-01 1.169531677E+00 1.351656270E+0 -1.821245930E-01
295 1.176678426E+00 1.288162149E+0 -1.114837230E-01 1.176678426E+00 1.288162149E+0 -1.114837230E-01
300 1.174153938E+00 1.237134002E+0 -6.298006400E-02 1.174153938E+00 1.237134002E+0 -6.298006400E-02
305 1.180589939E+00 1.196025583E+0 -1.543564400E-02 1.180589939E+00 1.196025583E+0 -1.543564400E-02
310 1.182458514E+00 1.162802531E+0 1.965598300E-02 1.182458514E+00 1.162802531E+0 1.965598300E-02
315 1.183200817E+00 1.135851907E+0 4.734891000E-02 1.183200817E+00 1.135851907E+0 4.734891000E-02
320 1.186948430E+00 1.113900104E+0 7.304832600E-02 1.186948430E+00 1.113900104E+0 7.304832600E-02
325 1.189471863E+00 1.095943022E+0 9.352884100E-02 1.189471863E+00 1.095943022E+0 9.352884100E-02
330 1.180114798E+00 1.081188867E+0 9.892593100E-02 1.180114798E+00 1.081188867E+0 9.892593100E-02
335 1.166613150E+00 1.069012342E+0 9.760080800E-02 1.166613150E+00 1.069012342E+0 9.760080800E-02
340 1.152404219E+00 1.058918473E+0 9.348574600E-02 1.152404219E+00 1.058918473E+0 9.348574600E-02
