T d154 d184 d214 d244
d 150 180 210 240
290 1.266160521E+00 1.266369599E+00 1.266327880E+00 1.266449423E+00
295 1.264891721E+00 1.265032689E+00 1.265125663E+00 1.265179672E+00
300 1.264146682E+00 1.264164073E+00 1.264295742E+00 1.264328857E+00
305 1.264898434E+00 1.264633537E+00 1.264863036E+00 1.264895359E+00
310 1.266409162E+00 1.265993310E+00 1.266167411E+00 1.266264753E+00
315 1.268186791E+00 1.267756602E+00 1.267880378E+00 1.268019454E+00
320 1.270967121E+00 1.270811782E+00 1.270556475E+00 1.270829131E+00
325 1.274185239E+00 1.274037360E+00 1.273690325E+00 1.273877339E+00
330 1.277374447E+00 1.277246604E+00 1.276969350E+00 1.277000203E+00
335 1.281049141E+00 1.280918206E+00 1.280631807E+00 1.280532340E+00
340 1.284625795E+00 1.284495555E+00 1.284178207E+00 1.283937934E+00
