fname time Tem kT_1 n Rs Io Rsh Iph Voc Isc FF Pm Vm Im rmsre 
00L1 29146 295.06 39.294 1.039454487E+00 7.003264368E-01 3.446194805E-11 5.015783240E+04 3.008631889E-04 4.216634552E-01 2.993065050E-04 7.551654934E-01 9.530688074E-05 3.471866848E-01 2.745131512E-04 1.759344060E+00 
00L2 29290 295.06 39.294 1.053478857E+00 6.701755996E-01 4.446158892E-11 5.491897292E+04 3.004934263E-04 4.209905739E-01 2.991482506E-04 7.556587688E-01 9.516660266E-05 3.474329910E-01 2.739133331E-04 1.444052505E-02 
00L3 29438 295.06 39.294 1.056210177E+00 6.651374534E-01 4.716844660E-11 8.716119979E+04 2.996026062E-04 4.208298576E-01 2.989990302E-04 7.558021300E-01 9.510085827E-05 3.477905323E-01 2.734305601E-04 7.740722688E-02 
00L4 30294 297.58 38.962 1.065199796E+00 6.906813344E-01 7.874288234E-11 7.648059277E+04 3.004641771E-04 4.136854828E-01 3.000565791E-04 7.526356242E-01 9.342394560E-05 3.404518847E-01 2.744104664E-04 1.832986347E-02 
00L5 30424 297.57 38.963 1.063844444E+00 7.107502424E-01 7.631447585E-11 7.282802075E+04 3.004791550E-04 4.140297333E-01 2.997304333E-04 7.532915680E-01 9.348145825E-05 3.409648170E-01 2.741662847E-04 1.742787716E-02 
00L6 30576 297.56 38.964 1.045079067E+00 7.395308220E-01 5.540219789E-11 4.244864507E+04 3.012320246E-04 4.141915688E-01 2.992901516E-04 7.544436808E-01 9.352344710E-05 3.416251965E-01 2.737591694E-04 1.513203790E-02 
00L7 31392 300.08 38.637 1.054239410E+00 8.735668207E-01 1.017802097E-10 5.108187481E+04 3.026299468E-04 4.059130760E-01 3.018118771E-04 7.464477546E-01 9.144685717E-05 3.332898741E-01 2.743559625E-04 2.013953467E-02 
00L8 31524 300.06 38.64 1.055709826E+00 9.009791207E-01 1.052688724E-10 6.142442179E+04 3.025797451E-04 4.058298843E-01 3.016689515E-04 7.476614231E-01 9.153340350E-05 3.330830770E-01 2.748026392E-04 1.949947928E-02 
00L9 31678 300.05 38.641 1.045518121E+00 9.059258853E-01 8.842446541E-11 4.544252892E+04 3.027730482E-04 4.057391350E-01 3.015544068E-04 7.460482656E-01 9.128081382E-05 3.327475992E-01 2.743190726E-04 2.066433724E-02 
0L10 32554 302.58 38.318 1.052868980E+00 9.099668839E-01 1.493861026E-10 4.790915285E+04 3.036633016E-04 3.986081612E-01 3.023927382E-04 7.423761272E-01 8.948320723E-05 3.256589981E-01 2.747717834E-04 1.492873294E-02 
0L11 32694 302.57 38.319 1.049690074E+00 9.254132248E-01 1.427118699E-10 5.084680604E+04 3.035442309E-04 3.984093475E-01 3.025352477E-04 7.425937657E-01 8.950695831E-05 3.258445667E-01 2.746846944E-04 1.579726474E-02 
0L12 32826 302.55 38.322 1.044103576E+00 9.429203574E-01 1.301254277E-10 4.396449314E+04 3.040270417E-04 3.986460342E-01 3.028862597E-04 7.423040940E-01 8.962906710E-05 3.258789600E-01 2.750375666E-04 1.778334411E-02 
0L13 33700 305.08 38.004 1.050627642E+00 8.456830517E-01 2.145805769E-10 4.469669371E+04 3.054574783E-04 3.910503716E-01 3.042048591E-04 7.376382775E-01 8.774902401E-05 3.187537441E-01 2.752849039E-04 3.132924183E-02 
0L14 33840 305.06 38.006 1.052284494E+00 8.461790532E-01 2.196143904E-10 4.955896239E+04 3.050854498E-04 3.883550545E-01 3.042099388E-04 7.432180221E-01 8.780486768E-05 3.190397629E-01 2.751974922E-04 8.796316328E-02 
