fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g Iph Voc Isc Pm FF Vm Im dev 
0001 8:34:02 300.3 38.61 1.000E+000 6.350E-001 3.301E-006 1.000E+012 2.776E+000 1.900E-008 1.859E-004 2.709E-001 1.859E-004 2.400E-005 4.766E-001 1.791E-001 1.339E-004 2.696E-002 
0002 8:45:54 302.1 38.38 1.000E+000 6.639E-001 3.506E-006 1.000E+012 2.754E+000 2.049E-008 1.861E-004 2.651E-001 1.861E-004 2.333E-005 4.728E-001 1.747E-001 1.334E-004 5.007E-003 
0003 8:59:12 304.4 38.09 1.000E+000 8.612E-001 3.396E-006 1.000E+012 2.768E+000 2.145E-008 1.866E-004 2.584E-001 1.866E-004 2.243E-005 4.652E-001 1.692E-001 1.325E-004 1.140E-002 
0004 9:25:42 306.5 37.83 1.000E+000 7.148E-001 3.778E-006 1.000E+012 2.766E+000 2.276E-008 1.870E-004 2.522E-001 1.870E-004 2.167E-005 4.594E-001 1.642E-001 1.319E-004 1.890E+001 
0005 9:43:26 308 37.64 1.000E+000 7.520E-001 3.643E-006 1.000E+012 2.762E+000 2.381E-008 1.874E-004 2.477E-001 1.874E-004 2.114E-005 4.555E-001 1.607E-001 1.315E-004 7.377E-003 
0006 9:56:50 310 37.4 1.000E+000 7.293E-001 3.851E-006 1.000E+012 2.741E+000 2.592E-008 1.880E-004 2.424E-001 1.880E-004 2.059E-005 4.518E-001 1.568E-001 1.312E-004 2.791E-002 
0007 10:09:30 311.7 37.2 1.000E+000 7.536E-001 3.712E-006 1.000E+012 2.744E+000 2.676E-008 1.884E-004 2.369E-001 1.884E-004 1.992E-005 4.463E-001 1.525E-001 1.305E-004 8.376E-003 
0008 10:21:28 313.5 36.98 1.000E+000 7.922E-001 3.816E-006 1.000E+012 2.730E+000 2.835E-008 1.888E-004 2.312E-001 1.888E-004 1.929E-005 4.419E-001 1.483E-001 1.300E-004 4.500E-002 
0009 10:34:14 315.5 36.75 1.000E+000 7.751E-001 4.088E-006 1.000E+012 2.712E+000 2.999E-008 1.895E-004 2.245E-001 1.895E-004 1.858E-005 4.367E-001 1.432E-001 1.296E-004 1.247E-002 
0010 10:49:34 317.4 36.53 1.000E+000 8.516E-001 3.795E-006 1.000E+012 2.727E+000 3.027E-008 1.900E-004 2.176E-001 1.900E-004 1.774E-005 4.292E-001 1.379E-001 1.286E-004 1.053E-002 
0011 11:05:42 319.9 36.24 1.000E+000 8.463E-001 3.900E-006 1.000E+012 2.734E+000 3.158E-008 1.910E-004 2.098E-001 1.910E-004 1.688E-005 4.213E-001 1.319E-001 1.279E-004 1.492E-001 
0012 11:17:16 320.8 36.14 1.000E+000 8.331E-001 4.076E-006 1.000E+012 2.713E+000 3.287E-008 1.906E-004 2.067E-001 1.906E-004 1.653E-005 4.197E-001 1.299E-001 1.272E-004 9.691E-003 
0013 11:32:04 322.7 35.93 1.000E+000 8.387E-001 4.224E-006 1.000E+012 2.702E+000 3.435E-008 1.915E-004 2.006E-001 1.915E-004 1.592E-005 4.145E-001 1.254E-001 1.268E-004 4.212E-002 
0014 11:46:58 324.8 35.7 1.000E+000 8.654E-001 4.141E-006 1.000E+012 2.711E+000 3.515E-008 1.921E-004 1.935E-001 1.921E-004 1.514E-005 4.073E-001 1.201E-001 1.259E-004 2.434E-002 
0015 12:03:30 326.4 35.52 1.000E+000 8.710E-001 4.222E-006 1.000E+012 2.712E+000 3.600E-008 1.924E-004 1.882E-001 1.924E-004 1.456E-005 4.022E-001 1.161E-001 1.253E-004 9.017E-003 
0016 12:23:20 328.7 35.27 1.000E+000 8.366E-001 4.575E-006 1.000E+012 2.699E+000 3.780E-008 1.930E-004 1.807E-001 1.929E-004 1.380E-005 3.959E-001 1.108E-001 1.244E-004 5.807E-001 
0017 12:36:26 330.8 35.05 1.000E+000 8.092E-001 4.617E-006 1.000E+012 2.689E+000 3.965E-008 1.934E-004 1.743E-001 1.933E-004 1.315E-005 3.904E-001 1.063E-001 1.236E-004 1.390E-002 
0018 12:49:06 332.7 34.85 1.000E+000 8.762E-001 4.372E-006 1.000E+012 2.706E+000 4.028E-008 1.939E-004 1.684E-001 1.938E-004 1.253E-005 3.840E-001 1.020E-001 1.227E-004 1.237E-002 
0019 13:00:56 334.9 34.62 1.000E+000 9.133E-001 4.399E-006 1.000E+012 2.694E+000 4.219E-008 1.943E-004 1.616E-001 1.942E-004 1.188E-005 3.783E-001 9.730E-002 1.219E-004 3.779E-002 
0020 13:14:38 336.5 34.46 1.000E+000 9.186E-001 4.481E-006 1.000E+012 2.705E+000 4.284E-008 1.945E-004 1.566E-001 1.944E-004 1.136E-005 3.731E-001 9.380E-002 1.210E-004 6.501E-003 
0021 13:27:20 339 34.2 1.000E+000 9.128E-001 4.698E-006 1.000E+012 2.697E+000 4.511E-008 1.949E-004 1.495E-001 1.948E-004 1.069E-005 3.669E-001 8.890E-002 1.201E-004 2.214E-001 
0022 13:40:52 341.2 33.98 1.000E+000 9.155E-001 4.821E-006 1.000E+012 2.700E+000 4.692E-008 1.952E-004 1.435E-001 1.951E-004 1.012E-005 3.613E-001 8.480E-002 1.192E-004 9.994E-003 
