T(K) Nd(cm-3) Mu(cm2/Vs)
539 6.74207E+16 1.18079E+2
386 1.20389E+19 7.48845E+1
405 2.55327E+14 2.38262E+2
509 7.00108E+16 1.32276E+2
355 6.16683E+18 9.22865E+1
432 9.47425E+17 1.21705E+2
411 1.25661E+13 2.31275E+2
189 4.62229E+17 3.11554E+2
367 7.87707E+17 1.52448E+2
374 1.48316E+18 1.26137E+2
463 1.20153E+15 1.75841E+2
182 1.68839E+13 1.44092E+3
369 7.61008E+12 2.95782E+2
337 9.45092E+19 6.14755E+1
436 2.19491E+19 6.06048E+1
338 6.60388E+14 3.57426E+2
541 4.30139E+13 1.24573E+2
358 3.71529E+15 3.07412E+2
294 4.14661E+14 4.86545E+2
266 1.76479E+18 1.58635E+2
517 9.84367E+19 4.23800E+1
286 8.44960E+18 1.02385E+2
378 2.68909E+15 2.74033E+2
351 1.00681E+17 2.52822E+2
281 1.11867E+15 5.30663E+2
508 1.70402E+18 8.76781E+1
305 4.29207E+16 3.61261E+2
384 8.81416E+17 1.41212E+2
480 8.59658E+12 1.62998E+2
297 6.37720E+18 1.05426E+2
501 2.90898E+18 7.92923E+1
225 2.90867E+19 9.87682E+1
170 1.33779E+17 5.17125E+2
188 3.34317E+16 7.41830E+2
357 1.22437E+18 1.38652E+2
494 1.42679E+16 1.48945E+2
384 1.73947E+17 2.01638E+2
375 5.58363E+13 2.84764E+2
208 4.41939E+15 9.25901E+2
477 9.78343E+13 1.65103E+2
323 2.12800E+16 3.52472E+2
334 5.37825E+13 3.68461E+2
340 6.28416E+18 9.51021E+1
469 9.87904E+15 1.67898E+2
177 4.71540E+16 7.12775E+2
478 3.59601E+17 1.27263E+2
218 5.99197E+13 9.54545E+2
528 2.57544E+18 7.65933E+1
165 1.23400E+12 1.80646E+3
223 3.52838E+15 8.26393E+2
346 8.51245E+14 3.37449E+2
469 2.37568E+17 1.38735E+2
205 5.27565E+18 1.48184E+2
496 1.57590E+13 1.51249E+2
342 5.82138E+16 2.86016E+2
272 1.23411E+18 1.73153E+2
207 2.14215E+16 7.39252E+2
253 3.85195E+19 8.63239E+1
447 3.17161E+16 1.79510E+2
518 3.13466E+14 1.37045E+2
188 1.26444E+16 9.43486E+2
229 2.00581E+14 8.54103E+2
455 1.30004E+19 6.38543E+1
454 2.73928E+19 5.63406E+1
219 8.66096E+14 9.16462E+2
315 7.40861E+12 4.22367E+2
468 7.61076E+16 1.55910E+2
477 2.20593E+17 1.36065E+2
191 1.79539E+12 1.30566E+3
154 4.61757E+14 1.95877E+3
275 2.70491E+15 5.45089E+2
246 2.47972E+15 6.91997E+2
206 1.90116E+17 3.91742E+2
169 2.18065E+17 4.39600E+2
162 1.95690E+18 2.36103E+2
420 1.56576E+17 1.77174E+2
401 7.03709E+14 2.43850E+2
208 5.52429E+17 2.72546E+2
336 8.49106E+17 1.62665E+2
418 8.81893E+14 2.21822E+2
183 5.00405E+17 3.12892E+2
221 2.21378E+15 8.64484E+2
186 2.01528E+17 4.17584E+2
208 1.30433E+16 8.08043E+2
504 1.89016E+13 1.46307E+2
159 1.43984E+18 2.61511E+2
161 8.22805E+17 3.02288E+2
517 4.10681E+16 1.31432E+2
349 1.04509E+13 3.35034E+2
295 1.43334E+19 9.00367E+1
276 2.20761E+14 5.64645E+2
267 2.88695E+16 4.78675E+2
257 1.45524E+12 6.66066E+2
379 1.58134E+15 2.74325E+2
441 2.01203E+19 6.07872E+1
439 9.13183E+13 1.99720E+2
463 1.08583E+12 1.77000E+2
408 2.83962E+12 2.35493E+2
220 1.53491E+15 8.88150E+2
358 2.36481E+18 1.15712E+2
465 7.15686E+16 1.58058E+2
226 2.06525E+18 1.72870E+2
408 1.28237E+16 2.25003E+2
407 1.22329E+17 1.92729E+2
420 1.05424E+13 2.21012E+2
348 6.77582E+19 6.23860E+1
437 2.87171E+16 1.88827E+2
359 1.94288E+17 2.17963E+2
356 8.44208E+18 8.59785E+1
411 4.17619E+12 2.31990E+2
409 8.79087E+17 1.31956E+2
544 1.36279E+18 8.36209E+1
422 1.70241E+13 2.17847E+2
446 1.98888E+16 1.83939E+2
547 1.37713E+15 1.20972E+2
232 2.66951E+17 3.18256E+2
153 4.77817E+13 2.11862E+3
178 2.48389E+12 1.51692E+3
482 3.37952E+19 5.17490E+1
447 6.03031E+12 1.91511E+2
360 2.43813E+18 1.14461E+2
352 6.01751E+12 3.28004E+2
350 1.14559E+18 1.43844E+2
403 1.99004E+13 2.41666E+2
452 4.37391E+17 1.34054E+2
479 3.80872E+18 7.84918E+1
531 1.51778E+18 8.45776E+1
366 5.53858E+13 3.01218E+2
380 1.56463E+12 2.76672E+2
212 4.08008E+13 1.02527E+3
399 2.51371E+19 6.39652E+1
538 1.60661E+19 5.22984E+1
399 1.16291E+14 2.47771E+2
345 1.92546E+16 3.11805E+2
503 2.09594E+15 1.45797E+2
373 1.90900E+16 2.66993E+2
266 6.81051E+13 6.14548E+2
238 1.10587E+14 7.84212E+2
176 1.57180E+18 2.31171E+2
312 5.45518E+18 1.05242E+2
258 2.71722E+18 1.44844E+2
466 1.89351E+12 1.74830E+2
159 9.35875E+17 2.94556E+2
343 4.88462E+19 6.57556E+1
411 2.88390E+15 2.28229E+2
290 5.54541E+13 5.07836E+2
265 6.79844E+19 7.71818E+1
191 1.86145E+18 2.04537E+2
393 8.99506E+15 2.46750E+2
361 3.11831E+16 2.75416E+2
451 1.79531E+16 1.80166E+2
326 6.35033E+16 3.06186E+2
392 5.10494E+15 2.50664E+2
243 1.95353E+14 7.48510E+2
530 3.50788E+13 1.30481E+2
203 2.96757E+12 1.13152E+3
239 1.14589E+19 1.10856E+2
359 3.41575E+15 3.05941E+2
497 7.85445E+16 1.37812E+2
522 3.14119E+15 1.34330E+2
347 1.53799E+13 3.38645E+2
369 4.76317E+16 2.54629E+2
288 8.36683E+13 5.12842E+2
314 6.32227E+13 4.23971E+2
480 8.12955E+12 1.62905E+2
368 1.44222E+18 1.29071E+2
158 5.25640E+12 1.99125E+3
455 1.53171E+12 1.83825E+2
348 9.61989E+15 3.17851E+2
509 6.49761E+18 6.56627E+1
486 2.53967E+14 1.58677E+2
402 1.00174E+18 1.30040E+2
421 7.83172E+12 2.19365E+2
254 6.27592E+12 6.85082E+2
208 1.44197E+16 7.92698E+2
153 2.08716E+13 2.12829E+3
176 1.44380E+19 1.37314E+2
447 1.04003E+13 1.92061E+2
272 6.06842E+12 5.88417E+2
235 4.04195E+17 2.75154E+2
164 1.33095E+18 2.58950E+2
213 1.09802E+13 1.01153E+3
515 5.49014E+12 1.39349E+2
515 7.79492E+16 1.28297E+2
299 1.80051E+14 4.70968E+2
