T(K) Nd(cm-3) Mu(cm2/Vs)
305 6.59348E+12 1.35739E+3
172 4.63034E+16 1.40535E+3
380 9.73818E+12 8.30857E+2
269 2.01868E+19 1.44900E+2
538 1.59627E+17 3.03698E+2
447 5.25919E+16 4.80470E+2
356 2.79916E+18 2.02590E+2
520 7.14092E+16 3.53907E+2
385 5.38318E+14 7.97788E+2
377 2.37553E+13 8.46995E+2
519 8.28665E+12 4.09437E+2
415 2.15184E+16 6.02670E+2
528 5.98389E+17 2.43789E+2
280 2.82239E+17 5.26197E+2
259 4.29823E+19 1.30608E+2
451 3.01961E+16 4.99591E+2
298 1.00602E+12 1.43757E+3
525 9.03468E+12 3.98189E+2
386 3.72437E+16 6.49824E+2
538 5.57537E+13 3.76767E+2
178 8.01766E+14 3.97294E+3
164 5.80608E+12 5.44461E+3
252 1.80457E+16 1.41613E+3
347 1.65245E+13 1.01692E+3
538 7.22427E+12 3.77732E+2
394 6.03197E+12 7.67240E+2
292 1.13826E+16 1.22307E+3
485 1.09393E+18 2.25822E+2
182 4.70495E+16 1.35785E+3
442 4.14130E+12 5.91174E+2
393 9.47988E+18 1.36469E+2
492 2.14458E+13 4.62135E+2
339 4.22804E+19 1.10906E+2
281 5.79232E+14 1.58347E+3
485 9.12527E+12 4.78156E+2
470 4.15479E+16 4.49299E+2
460 1.05275E+18 2.38920E+2
166 1.80244E+18 3.57727E+2
162 4.80466E+12 5.63901E+3
327 5.58114E+18 1.72924E+2
252 1.70900E+14 2.05438E+3
190 7.17144E+14 3.56260E+3
522 7.01349E+19 7.77184E+1
254 2.02585E+15 1.86917E+3
335 1.75687E+18 2.43254E+2
278 5.18324E+19 1.21462E+2
236 9.65162E+13 2.38043E+3
423 3.59297E+16 5.53273E+2
319 5.10819E+15 1.11919E+3
195 3.55058E+16 1.46845E+3
244 5.65895E+13 2.23195E+3
314 6.90057E+19 1.08108E+2
311 3.03909E+14 1.28455E+3
383 2.07476E+17 4.62042E+2
266 5.31895E+16 9.95202E+2
460 3.25674E+16 4.77300E+2
247 4.82990E+17 4.49194E+2
423 2.38544E+12 6.52693E+2
353 4.97326E+17 3.72235E+2
225 2.31824E+17 6.29464E+2
244 1.70154E+19 1.59056E+2
322 1.49841E+19 1.37937E+2
248 2.96559E+17 5.45410E+2
398 3.45163E+16 6.20074E+2
384 7.80809E+13 8.08145E+2
226 2.55341E+13 2.65567E+3
185 1.47980E+14 4.05071E+3
226 8.89761E+13 2.62898E+3
318 6.84079E+13 1.23285E+3
153 4.92405E+14 5.57330E+3
301 1.03942E+17 7.18779E+2
454 1.63889E+16 5.12890E+2
296 4.66054E+15 1.30475E+3
157 5.59390E+14 5.23346E+3
285 4.39075E+18 1.98427E+2
405 1.17255E+16 6.58133E+2
422 9.84389E+13 6.53551E+2
516 1.14246E+12 4.14817E+2
442 7.58168E+13 5.89855E+2
277 1.94894E+14 1.66524E+3
537 2.80238E+13 3.77810E+2
343 1.11476E+17 6.17970E+2
186 1.14638E+17 9.17460E+2
267 1.30830E+12 1.83358E+3
323 1.79564E+15 1.14589E+3
219 5.64991E+19 1.39341E+2
359 6.41935E+13 9.39870E+2
522 1.49716E+14 4.03861E+2
431 1.85051E+18 2.08563E+2
462 9.82676E+15 5.07230E+2
176 2.20196E+15 3.58626E+3
311 7.90722E+17 3.35639E+2
240 3.30384E+18 2.36094E+2
206 1.10623E+12 3.29424E+3
389 1.87496E+15 7.67434E+2
426 2.79588E+13 6.41051E+2
238 1.84828E+15 2.14053E+3
518 6.44692E+15 4.01799E+2
282 7.79449E+16 8.37361E+2
405 1.35887E+18 2.39978E+2
223 3.46645E+15 2.27091E+3
333 3.09914E+14 1.10599E+3
489 9.45917E+18 1.19566E+2
183 2.20382E+17 7.00741E+2
538 1.53659E+13 3.77517E+2
415 5.79459E+18 1.50317E+2
438 1.20679E+16 5.62420E+2
163 9.04321E+19 1.60465E+2
323 2.63452E+14 1.18020E+3
545 2.76229E+13 3.66375E+2
415 2.19898E+13 6.79159E+2
518 1.85749E+12 4.11547E+2
400 7.39306E+13 7.37851E+2
332 4.54463E+14 1.11102E+3
264 5.81118E+15 1.58659E+3
515 2.60422E+18 1.65498E+2
373 1.30891E+17 5.38202E+2
449 3.38876E+17 3.39425E+2
296 1.05878E+16 1.20709E+3
263 1.95667E+19 1.47818E+2
361 5.71863E+13 9.31707E+2
298 2.16730E+18 2.39830E+2
439 5.86384E+12 5.98739E+2
488 9.40853E+17 2.34835E+2
155 8.62027E+12 6.22286E+3
492 1.52309E+15 4.59200E+2
405 2.52862E+19 1.08608E+2
331 4.39302E+19 1.11740E+2
196 2.49602E+13 3.64901E+3
169 1.51526E+19 2.09590E+2
479 2.50286E+15 4.84738E+2
376 1.01438E+14 8.46185E+2
383 1.08418E+12 8.18095E+2
331 1.29884E+12 1.13354E+3
540 1.20860E+16 3.61215E+2
494 1.65400E+16 4.32161E+2
299 8.62077E+18 1.62827E+2
401 4.09701E+18 1.69239E+2
506 8.64262E+12 4.33575E+2
520 2.01425E+14 4.08301E+2
473 8.42910E+14 5.04123E+2
413 6.69621E+12 6.88715E+2
197 2.48546E+16 1.66659E+3
152 1.19887E+15 5.01211E+3
253 4.17443E+19 1.32951E+2
423 3.91009E+19 9.78063E+1
230 1.38352E+17 7.71781E+2
476 3.73022E+12 4.99084E+2
319 9.31661E+13 1.22033E+3
347 1.29391E+18 2.66067E+2
341 7.96547E+17 3.19833E+2
314 8.86078E+14 1.23914E+3
208 2.00621E+13 3.18508E+3
218 1.31533E+16 1.83089E+3
320 5.57441E+15 1.10377E+3
198 8.46428E+17 4.03524E+2
472 7.56462E+18 1.29519E+2
480 3.57437E+14 4.89197E+2
387 7.67752E+14 7.86439E+2
370 5.16055E+12 8.80379E+2
256 8.55899E+15 1.59057E+3
292 5.38843E+14 1.46321E+3
179 9.19578E+13 4.40554E+3
407 2.53674E+12 7.11337E+2
306 1.65649E+18 2.58947E+2
272 1.04761E+12 1.76783E+3
371 7.23637E+15 8.09753E+2
468 8.44439E+16 4.19742E+2
201 1.15834E+15 3.06331E+3
452 1.01622E+16 5.30425E+2
519 9.57242E+19 7.48089E+1
