name time T kT_1 I
01RV 01rv.dat 340 34.1 2.856E-005
02RV 02rv.dat 340 34.1 2.824E-005
03RV 03rv.dat 340 34.1 2.793E-005
04RV 04rv.dat 340 34.1 2.725E-005
05RV 05rv.dat 340 34.1 2.770E-005
06RV 06rv.dat 340 34.1 2.777E-005
07RV 07rv.dat 340 34.1 2.747E-005
08RV 08rv.dat 340 34.1 2.773E-005
09RV 09rv.dat 340 34.1 2.747E-005
10RV 10rv.dat 340 34.1 2.742E-005
11RV 11rv.dat 340 34.1 2.849E-005
12RV 12rv.dat 340 34.1 2.905E-005
13RV 13rv.dat 340 34.1 2.870E-005
14RV 14rv.dat 340 34.1 2.902E-005
15RV 15rv.dat 340 34.1 3.065E-005
16RV 16rv.dat 340 34.1 3.082E-005
17RV 17rv.dat 340 34.1 2.900E-005
18RV 18rv.dat 340 34.1 2.895E-005
19RV 19rv.dat 340 34.1 2.873E-005
20RV 20rv.dat 340 34.1 2.859E-005
21RV 21rv.dat 340 34.1 2.847E-005
22RV 22rv.dat 340 34.1 2.928E-005
23RV 23rv.dat 340 34.1 3.085E-005
24RV 24rv.dat 340 34.1 2.835E-005
25RV 25rv.dat 340 34.1 2.784E-005
26RV 26rv.dat 340 34.1 2.780E-005
27RV 27rv.dat 340 34.1 2.818E-005
28RV 28rv.dat 340 34.1 2.793E-005
29RV 29rv.dat 340 34.1 2.737E-005
30RV 30rv.dat 340 34.1 2.762E-005
31RV 31rv.dat 340 34.1 2.789E-005
32RV 32rv.dat 340 34.1 2.795E-005
33RV 33rv.dat 340 34.1 2.856E-005
34RV 34rv.dat 340 34.1 2.952E-005
35RV 35rv.dat 340 34.1 2.980E-005
36RV 36rv.dat 340 34.1 3.114E-005
37RV 37rv.dat 340 34.1 2.947E-005
38RV 38rv.dat 340 34.1 2.865E-005
39RV 39rv.dat 340 34.1 2.769E-005
40RV 40rv.dat 340 34.1 2.706E-005
41RV 41rv.dat 340 34.1 2.706E-005
42RV 42rv.dat 340 34.1 2.734E-005
43RV 43rv.dat 340 34.1 2.729E-005
44RV 44rv.dat 339.8 34.12 2.789E-005
45RV 45rv.dat 340 34.1 2.757E-005
46RV 46rv.dat 340.2 34.08 2.739E-005
47RV 47rv.dat 340 34.1 2.725E-005
48RV 48rv.dat 340 34.1 2.755E-005
49RV 49rv.dat 340 34.1 2.768E-005
50RV 50rv.dat 340.1 34.09 2.769E-005
