name time T kT_1 I
01RV 01rv.dat 340 34.1 4.355E-006
02RV 02rv.dat 340 34.1 4.238E-006
03RV 03rv.dat 340 34.1 4.215E-006
04RV 04rv.dat 340 34.1 4.136E-006
05RV 05rv.dat 340 34.1 4.150E-006
06RV 06rv.dat 340 34.1 4.324E-006
07RV 07rv.dat 340 34.1 4.182E-006
08RV 08rv.dat 340 34.1 4.213E-006
09RV 09rv.dat 340 34.1 4.136E-006
10RV 10rv.dat 340 34.1 4.061E-006
11RV 11rv.dat 340 34.1 4.362E-006
12RV 12rv.dat 340 34.1 4.465E-006
13RV 13rv.dat 340 34.1 4.285E-006
14RV 14rv.dat 340 34.1 4.353E-006
15RV 15rv.dat 340 34.1 4.718E-006
16RV 16rv.dat 340 34.1 4.802E-006
17RV 17rv.dat 340 34.1 4.361E-006
18RV 18rv.dat 340 34.1 4.539E-006
19RV 19rv.dat 340 34.1 4.334E-006
20RV 20rv.dat 340 34.1 4.282E-006
21RV 21rv.dat 340 34.1 4.319E-006
22RV 22rv.dat 340 34.1 4.593E-006
23RV 23rv.dat 340 34.1 4.851E-006
24RV 24rv.dat 340 34.1 4.343E-006
25RV 25rv.dat 340 34.1 4.363E-006
26RV 26rv.dat 340 34.1 4.270E-006
27RV 27rv.dat 340 34.1 4.162E-006
28RV 28rv.dat 340 34.1 4.115E-006
29RV 29rv.dat 340 34.1 4.018E-006
30RV 30rv.dat 340 34.1 4.144E-006
31RV 31rv.dat 340 34.1 4.026E-006
32RV 32rv.dat 340 34.1 4.102E-006
33RV 33rv.dat 340 34.1 4.503E-006
34RV 34rv.dat 340 34.1 4.401E-006
35RV 35rv.dat 340 34.1 4.753E-006
36RV 36rv.dat 340 34.1 4.890E-006
37RV 37rv.dat 340 34.1 4.750E-006
38RV 38rv.dat 340 34.1 4.383E-006
39RV 39rv.dat 340 34.1 4.093E-006
40RV 40rv.dat 340 34.1 4.023E-006
41RV 41rv.dat 340 34.1 4.029E-006
42RV 42rv.dat 340 34.1 3.906E-006
43RV 43rv.dat 340 34.1 4.040E-006
44RV 44rv.dat 339.8 34.12 4.097E-006
45RV 45rv.dat 340 34.1 3.948E-006
46RV 46rv.dat 340.2 34.08 3.920E-006
47RV 47rv.dat 340 34.1 3.908E-006
48RV 48rv.dat 340 34.1 4.033E-006
49RV 49rv.dat 340 34.1 3.958E-006
50RV 50rv.dat 340.1 34.09 4.073E-006
