N_Fe T90 T95 T00 T05 T10 T15 T20 T25 T30 T35 T40
T 290 295 300 305 310 315 320 325 330 335 340
1.000000000E+01 1.227578424E+00 1.230433037E+00 1.231623913E+00 1.231888680E+00 1.231839106E+00 1.230909479E+00 1.227524560E+00 1.224105575E+00 1.219678257E+00 1.212091855E+00 1.205267475E+00
1.016672606E+01 1.228658162E+00 1.231541323E+00 1.232822237E+00 1.233238116E+00 1.233322455E+00 1.232537563E+00 1.229371974E+00 1.226092557E+00 1.221788940E+00 1.214375839E+00 1.207603310E+00
1.033324570E+01 1.230081930E+00 1.233003999E+00 1.234410304E+00 1.235007368E+00 1.235277477E+00 1.234697250E+00 1.231834752E+00 1.228762053E+00 1.224646093E+00 1.217485968E+00 1.210805978E+00
1.049996187E+01 1.231890274E+00 1.234847435E+00 1.236386393E+00 1.237270567E+00 1.237758324E+00 1.237458892E+00 1.235003033E+00 1.232229714E+00 1.228394494E+00 1.221597842E+00 1.215099066E+00
1.066670514E+01 1.234106103E+00 1.237097383E+00 1.238792283E+00 1.239983497E+00 1.240765988E+00 1.240834473E+00 1.238901601E+00 1.236546843E+00 1.233118089E+00 1.226830124E+00 1.220608637E+00
1.083333839E+01 1.236725223E+00 1.239709788E+00 1.241556594E+00 1.243072515E+00 1.244247985E+00 1.244751639E+00 1.243455058E+00 1.241654752E+00 1.238786116E+00 1.233181089E+00 1.227419628E+00
1.100000000E+01 1.239716876E+00 1.242656607E+00 1.244632642E+00 1.246462341E+00 1.248033207E+00 1.249053914E+00 1.248480217E+00 1.247364384E+00 1.245216370E+00 1.240478078E+00 1.235377818E+00
1.116672606E+01 1.243045428E+00 1.245873983E+00 1.247914121E+00 1.250015204E+00 1.251979338E+00 1.253530458E+00 1.253724045E+00 1.253386190E+00 1.252093274E+00 1.248380778E+00 1.244149739E+00
1.133324570E+01 1.246678630E+00 1.249333516E+00 1.251354538E+00 1.253644848E+00 1.255933329E+00 1.258005285E+00 1.258935112E+00 1.259407866E+00 1.259045126E+00 1.256457709E+00 1.253265453E+00
1.149996187E+01 1.250608364E+00 1.252997996E+00 1.254920937E+00 1.257287349E+00 1.259836435E+00 1.262330674E+00 1.263930777E+00 1.265179960E+00 1.265747586E+00 1.264304849E+00 1.262244721E+00
1.166670514E+01 1.254827474E+00 1.256900600E+00 1.258606005E+00 1.260963262E+00 1.263646526E+00 1.266483311E+00 1.268625336E+00 1.270563393E+00 1.271994665E+00 1.271640872E+00 1.270718435E+00
1.183333839E+01 1.259364487E+00 1.261045493E+00 1.262487063E+00 1.264695724E+00 1.267427104E+00 1.270453745E+00 1.273017380E+00 1.275525135E+00 1.277708728E+00 1.278334523E+00 1.278482738E+00
1.200000000E+01 1.264216327E+00 1.265468583E+00 1.266551924E+00 1.268546641E+00 1.271203152E+00 1.274322365E+00 1.277158208E+00 1.280104126E+00 1.282907088E+00 1.284373855E+00 1.285479771E+00
1.216672606E+01 1.269410062E+00 1.270197189E+00 1.270877502E+00 1.272564630E+00 1.275052866E+00 1.278146321E+00 1.281123187E+00 1.284375428E+00 1.287659123E+00 1.289817195E+00 1.291745325E+00
1.233324570E+01 1.274945380E+00 1.275255446E+00 1.275488288E+00 1.276784391E+00 1.279029139E+00 1.281997982E+00 1.285005211E+00 1.288406356E+00 1.292055658E+00 1.294755063E+00 1.297362505E+00
1.249996187E+01 1.280797162E+00 1.280651015E+00 1.280420180E+00 1.281310947E+00 1.283218607E+00 1.286011103E+00 1.288976082E+00 1.292435260E+00 1.296338886E+00 1.299378360E+00 1.302561613E+00
1.266670514E+01 1.286968241E+00 1.286346713E+00 1.285667441E+00 1.286088620E+00 1.287686938E+00 1.290124741E+00 1.292897828E+00 1.296427900E+00 1.300445838E+00 1.303703113E+00 1.307259056E+00
1.283333839E+01 1.293388016E+00 1.292372486E+00 1.291186399E+00 1.291159874E+00 1.292351149E+00 1.294554342E+00 1.297084401E+00 1.300323568E+00 1.304303608E+00 1.307830787E+00 1.311647395E+00
1.300000000E+01 1.300011990E+00 1.298633733E+00 1.297088584E+00 1.296529467E+00 1.297298498E+00 1.299107894E+00 1.301283754E+00 1.304465755E+00 1.308151017E+00 1.311656288E+00 1.315654321E+00
