fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0DT0 6:52 296.9 39.05 1.000E+000 1.497E+000 3.757E-006 6.813E+002 2.855E+000 1.945E-008 1.059E-003 
0DT1 6:48 297 39.04 1.000E+000 1.551E+000 3.570E-006 6.817E+002 2.889E+000 1.852E-008 1.243E-003 
0DT2 6:54 297 39.04 1.000E+000 1.529E+000 3.634E-006 6.817E+002 2.880E+000 1.880E-008 1.999E-003 
0DT3 6:57 297 39.04 1.000E+000 1.493E+000 3.851E-006 6.817E+002 2.839E+000 2.009E-008 2.451E-003 
0DT4 7:0 297.2 39.01 1.000E+000 1.557E+000 3.528E-006 6.827E+002 2.919E+000 1.805E-008 2.015E-003 
0DT5 7:3 297.2 39.01 1.000E+000 1.612E+000 3.232E-006 6.827E+002 2.940E+000 1.735E-008 1.730E-003 
0DT6 7:6 297.2 39.01 1.000E+000 1.595E+000 3.463E-006 6.827E+002 2.913E+000 1.807E-008 1.488E-003 
0DT7 7:8 297.3 39 1.000E+000 1.552E+000 3.673E-006 6.832E+002 2.901E+000 1.842E-008 2.062E-003 
0DT8 7:11 297.3 39 1.000E+000 1.526E+000 3.732E-006 6.832E+002 2.922E+000 1.791E-008 1.495E-003 
0DT9 7:15 297.4 38.99 1.000E+000 1.497E+000 3.941E-006 6.837E+002 2.847E+000 2.041E-008 1.061E-003 
