Fe nFsrh nFBsrh dnsrh nF nFB dn
1.000000E+10 1.229946191E+00 1.159309980E+00 7.063621100E-02 1.173296060E+00 1.129778695E+00 4.351736500E-02
1.468000E+10 1.229966566E+00 1.159898718E+00 7.006784800E-02 1.187962093E+00 1.135180609E+00 5.278148400E-02
2.154000E+10 1.229996484E+00 1.160671631E+00 6.932485300E-02 1.199543333E+00 1.142836064E+00 5.670726900E-02
3.162000E+10 1.230039864E+00 1.161824223E+00 6.821564100E-02 1.208345440E+00 1.149096966E+00 5.924847400E-02
4.642000E+10 1.230102715E+00 1.162196385E+00 6.790633000E-02 1.214851451E+00 1.154412953E+00 6.043849800E-02
6.813000E+10 1.230193375E+00 1.162705109E+00 6.748826600E-02 1.219576457E+00 1.159211908E+00 6.036454900E-02
1.000000E+11 1.230322802E+00 1.163927616E+00 6.639518600E-02 1.222985158E+00 1.162295084E+00 6.069007400E-02
1.468000E+11 1.230505735E+00 1.167228086E+00 6.327764900E-02 1.225461485E+00 1.164171413E+00 6.129007200E-02
2.154000E+11 1.230760057E+00 1.171913944E+00 5.884611300E-02 1.227306450E+00 1.169754347E+00 5.755210300E-02
3.162000E+11 1.231105478E+00 1.174188103E+00 5.691737500E-02 1.228748605E+00 1.173777506E+00 5.497109900E-02
4.642000E+11 1.231560638E+00 1.179154857E+00 5.240578100E-02 1.229956568E+00 1.178100523E+00 5.185604500E-02
6.813000E+11 1.232893614E+00 1.182024809E+00 5.086880500E-02 1.231047970E+00 1.181283011E+00 4.976495900E-02
1.000000E+12 1.237476768E+00 1.185341124E+00 5.213564400E-02 1.232514385E+00 1.184824969E+00 4.768941600E-02
1.468000E+12 1.238315678E+00 1.188962712E+00 4.935296600E-02 1.237800287E+00 1.188600836E+00 4.919945100E-02
2.154000E+12 1.239285389E+00 1.191078581E+00 4.820680800E-02 1.238938697E+00 1.190826624E+00 4.811207300E-02
3.162000E+12 1.240100925E+00 1.194140239E+00 4.596068600E-02 1.239866246E+00 1.193621135E+00 4.624511100E-02
4.642000E+12 1.246540726E+00 1.201033119E+00 4.550760700E-02 1.246372246E+00 1.200911967E+00 4.546027900E-02
6.813000E+12 1.257494834E+00 1.202911235E+00 5.458359900E-02 1.255867023E+00 1.202855102E+00 5.301192100E-02
1.000000E+13 1.258210669E+00 1.20435710E+00 5.385356900E-02 1.258416225E+00 1.204054E+00 5.436222500E-02
