T Bo nFsrh nFBsrh dnsrh nF nFB dn dnF dnFB
290 1.500000000E+01 1.190870423E+00 1.192412675E+00 -1.542252000E-03 1.190765285E+00 1.192119218E+00 -1.353933000E-03 1.051380000E-04 2.934570000E-04
290 1.549996187E+01 1.221682491E+00 1.199475203E+00 2.220728800E-02 1.221269183E+00 1.198907456E+00 2.236172700E-02 4.133080000E-04 5.677470000E-04
290 1.600000000E+01 1.245405480E+00 1.212336742E+00 3.306873800E-02 1.243850445E+00 1.211443802E+00 3.240664300E-02 1.555035000E-03 8.929400000E-04
290 1.649996187E+01 1.273764191E+00 1.215225481E+00 5.853871000E-02 1.267822425E+00 1.213891792E+00 5.393063300E-02 5.941766000E-03 1.333689000E-03
290 1.700000000E+01 1.312237199E+00 1.240029851E+00 7.220734800E-02 1.292084073E+00 1.237771558E+00 5.431251500E-02 2.015312600E-02 2.258293000E-03
295 1.500000000E+01 1.175859642E+00 1.053564184E+00 1.222954580E-01 1.175773392E+00 1.053116682E+00 1.226567100E-01 8.625000000E-05 4.475020000E-04
295 1.549996187E+01 1.222167525E+00 1.053808672E+00 1.683588530E-01 1.221784295E+00 1.052920902E+00 1.688633930E-01 3.832300000E-04 8.877700000E-04
295 1.600000000E+01 1.246960959E+00 1.048774170E+00 1.981867890E-01 1.245571137E+00 1.047394096E+00 1.981770410E-01 1.389822000E-03 1.380074000E-03
295 1.649996187E+01 1.274652778E+00 1.044367915E+00 2.302848630E-01 1.269385298E+00 1.042394033E+00 2.269912650E-01 5.267480000E-03 1.973882000E-03
295 1.700000000E+01 1.311889014E+00 1.045477159E+00 2.664118550E-01 1.293770947E+00 1.042466401E+00 2.513045460E-01 1.811806700E-02 3.010758000E-03
300 1.500000000E+01 1.143119818E+00 1.192062992E+00 -4.894317400E-02 1.143071084E+00 1.191809867E+00 -4.873878300E-02 4.873400000E-05 2.531250000E-04
300 1.549996187E+01 1.221384409E+00 1.203323190E+00 1.806121900E-02 1.221014218E+00 1.202787321E+00 1.822689700E-02 3.701910000E-04 5.358690000E-04
300 1.600000000E+01 1.248892495E+00 1.217335041E+00 3.155745400E-02 1.247607707E+00 1.216381096E+00 3.122661100E-02 1.284788000E-03 9.539450000E-04
300 1.649996187E+01 1.276488329E+00 1.220881782E+00 5.560654700E-02 1.271756577E+00 1.219420167E+00 5.233641000E-02 4.731752000E-03 1.461615000E-03
300 1.700000000E+01 1.312619244E+00 1.244814036E+00 6.780520800E-02 1.296279684E+00 1.242309435E+00 5.397024900E-02 1.633956000E-02 2.504601000E-03
305 1.500000000E+01 1.078738160E+00 1.023836816E+00 5.490134400E-02 1.078769913E+00 1.023687268E+00 5.508264500E-02 -3.175300000E-05 1.495480000E-04
305 1.549996187E+01 1.217266465E+00 1.064156905E+00 1.531095600E-01 1.216899387E+00 1.063183338E+00 1.537160490E-01 3.670780000E-04 9.735670000E-04
305 1.600000000E+01 1.250332165E+00 1.061998205E+00 1.883339600E-01 1.249090986E+00 1.060312225E+00 1.887787610E-01 1.241179000E-03 1.685980000E-03
305 1.649996187E+01 1.278825122E+00 1.057180122E+00 2.216450000E-01 1.274460907E+00 1.054654739E+00 2.198061680E-01 4.364215000E-03 2.525383000E-03
305 1.700000000E+01 1.314385225E+00 1.057622745E+00 2.567624800E-01 1.299558538E+00 1.053779668E+00 2.457788700E-01 1.482668700E-02 3.843077000E-03
310 1.500000000E+01 1.013768154E+00 1.178123248E+00 -1.643550940E-01 1.013677407E+00 1.177903048E+00 -1.642256410E-01 9.074700000E-05 2.202000000E-04
310 1.549996187E+01 1.206753627E+00 1.207226024E+00 -4.723970000E-04 1.206394085E+00 1.206661409E+00 -2.673240000E-04 3.595420000E-04 5.646150000E-04
310 1.600000000E+01 1.251772050E+00 1.221713521E+00 3.005852900E-02 1.250513692E+00 1.220641963E+00 2.987172900E-02 1.258358000E-03 1.071558000E-03
310 1.649996187E+01 1.281672842E+00 1.226459130E+00 5.521371200E-02 1.277485721E+00 1.224582857E+00 5.290286400E-02 4.187121000E-03 1.876273000E-03
310 1.700000000E+01 1.317166944E+00 1.248549147E+00 6.861779700E-02 1.303372449E+00 1.245293414E+00 5.807903500E-02 1.379449500E-02 3.255733000E-03
315 1.500000000E+01 1.014468241E+00 1.003121696E+00 1.134654500E-02 1.014369524E+00 1.003088243E+00 1.128128100E-02 9.871700000E-05 3.345300000E-05
315 1.549996187E+01 1.184003018E+00 1.064206642E+00 1.197963760E-01 1.183683739E+00 1.063343775E+00 1.203399640E-01 3.192790000E-04 8.628670000E-04
315 1.600000000E+01 1.252035102E+00 1.076856151E+00 1.751789510E-01 1.250706875E+00 1.074840124E+00 1.758667510E-01 1.328227000E-03 2.016027000E-03
315 1.649996187E+01 1.284687994E+00 1.071725625E+00 2.129623690E-01 1.280480858E+00 1.068583615E+00 2.118972430E-01 4.207136000E-03 3.142010000E-03
315 1.700000000E+01 1.320732488E+00 1.072135299E+00 2.485971890E-01 1.307455417E+00 1.067212793E+00 2.402426240E-01 1.327707100E-02 4.922506000E-03
320 1.500000000E+01 1.017102825E+00 1.085420077E+00 -6.831725200E-02 1.016977585E+00 1.085398649E+00 -6.842106400E-02 1.252400000E-04 2.142800000E-05
320 1.549996187E+01 1.140488426E+00 1.207143050E+00 -6.665462400E-02 1.140293692E+00 1.206471054E+00 -6.617736200E-02 1.947340000E-04 6.719960000E-04
320 1.600000000E+01 1.249820700E+00 1.224775434E+00 2.504526600E-02 1.248387376E+00 1.223376363E+00 2.501101300E-02 1.433324000E-03 1.399071000E-03
320 1.649996187E+01 1.287533204E+00 1.229475179E+00 5.805802500E-02 1.283110664E+00 1.226865646E+00 5.624501800E-02 4.422540000E-03 2.609533000E-03
320 1.700000000E+01 1.324668792E+00 1.249519837E+00 7.514895500E-02 1.311298334E+00 1.244881155E+00 6.641717900E-02 1.337045800E-02 4.638682000E-03
325 1.500000000E+01 1.022364737E+00 1.005801648E+00 1.656308900E-02 1.022183205E+00 1.005729347E+00 1.645385800E-02 1.815320000E-04 7.230100000E-05
325 1.549996187E+01 1.065396659E+00 1.022169626E+00 4.322703300E-02 1.065473035E+00 1.022018569E+00 4.345446600E-02 -7.637600000E-05 1.510570000E-04
325 1.600000000E+01 1.243424312E+00 1.088325614E+00 1.550986980E-01 1.241879896E+00 1.086145554E+00 1.557343420E-01 1.544416000E-03 2.180060000E-03
325 1.649996187E+01 1.289772045E+00 1.088405811E+00 2.013662340E-01 1.284941382E+00 1.084495160E+00 2.004462220E-01 4.830663000E-03 3.910651000E-03
325 1.700000000E+01 1.328988307E+00 1.087311624E+00 2.416766830E-01 1.314903102E+00 1.081237590E+00 2.336655120E-01 1.408520500E-02 6.074034000E-03
330 1.500000000E+01 1.031168088E+00 1.014025644E+00 1.714244400E-02 1.030880868E+00 1.013840523E+00 1.704034500E-02 2.872200000E-04 1.851210000E-04
330 1.549996187E+01 1.009621865E+00 1.187910986E+00 -1.782891210E-01 1.009445557E+00 1.187175628E+00 -1.777300710E-01 1.763080000E-04 7.353580000E-04
330 1.600000000E+01 1.228283248E+00 1.225545479E+00 2.737769000E-03 1.226687611E+00 1.223638665E+00 3.048946000E-03 1.595637000E-03 1.906814000E-03
330 1.649996187E+01 1.291017181E+00 1.229296470E+00 6.172071100E-02 1.285606524E+00 1.225624930E+00 5.998159400E-02 5.410657000E-03 3.671540000E-03
330 1.700000000E+01 1.332917005E+00 1.246827288E+00 8.608971700E-02 1.317478202E+00 1.240114839E+00 7.736336300E-02 1.543880300E-02 6.712449000E-03
335 1.500000000E+01 1.044519142E+00 1.013511301E+00 3.100784100E-02 1.044044244E+00 1.013325883E+00 3.071836100E-02 4.748980000E-04 1.854180000E-04
335 1.549996187E+01 1.010143709E+00 1.003694575E+00 6.449134000E-03 1.009953662E+00 1.003609883E+00 6.343779000E-03 1.900470000E-04 8.469200000E-05
335 1.600000000E+01 1.202303156E+00 1.085858149E+00 1.164450070E-01 1.200812463E+00 1.083953940E+00 1.168585230E-01 1.490693000E-03 1.904209000E-03
335 1.649996187E+01 1.290320418E+00 1.104026366E+00 1.862940520E-01 1.284192956E+00 1.099412542E+00 1.847804140E-01 6.127462000E-03 4.613824000E-03
335 1.700000000E+01 1.336450026E+00 1.103277114E+00 2.331729120E-01 1.319014922E+00 1.095776045E+00 2.232388770E-01 1.743510400E-02 7.501069000E-03
340 1.500000000E+01 1.063234115E+00 1.023730043E+00 3.950407200E-02 1.062443763E+00 1.023398522E+00 3.904524100E-02 7.903520000E-04 3.315210000E-04
340 1.549996187E+01 1.011733435E+00 1.089437620E+00 -7.770418500E-02 1.011503640E+00 1.089241074E+00 -7.773743400E-02 2.297950000E-04 1.965460000E-04
340 1.600000000E+01 1.157448140E+00 1.220008485E+00 -6.256034500E-02 1.156378197E+00 1.217545725E+00 -6.116752800E-02 1.069943000E-03 2.462760000E-03
340 1.649996187E+01 1.286756425E+00 1.226169946E+00 6.058647900E-02 1.279851163E+00 1.221115612E+00 5.873555100E-02 6.905262000E-03 5.054334000E-03
340 1.700000000E+01 1.339193683E+00 1.237673348E+00 1.015203350E-01 1.319152722E+00 1.228286066E+00 9.086665600E-02 2.004096100E-02 9.387282000E-03
