T Fe100 Fe140 Fe210 Fe310 Fe460 Fe680 Fe101 Fe141 Fe211 Fe311 Fe461 Fe681 Fe102 Fe142 Fe212 Fe312 Fe462 Fe682 Fe103
Fe 1.000000000E+01 1.016672606E+01 1.033324570E+01 1.049996187E+01 1.066670514E+01 1.083333839E+01 1.100000000E+01 1.116672606E+01 1.133324570E+01 1.149996187E+01 1.166670514E+01 1.183333839E+01 1.200000000E+01 1.216672606E+01 1.233324570E+01 1.249996187E+01 1.266670514E+01 1.283333839E+01 1.300000000E+01
290 2.304186600E-02 2.277423900E-02 2.257028200E-02 2.243071100E-02 2.235188800E-02 2.232973400E-02 2.236172700E-02 2.244691100E-02 2.258424100E-02 2.276941300E-02 2.299094900E-02 2.322718900E-02 2.344642400E-02 2.361121200E-02 2.368398100E-02 2.365009800E-02 2.349909300E-02 2.323935900E-02 2.290773800E-02
295 2.145516000E-02 2.119709800E-02 2.101026600E-02 2.089770200E-02 2.085898100E-02 2.089409800E-02 2.100506900E-02 2.119516100E-02 2.146560300E-02 2.181019400E-02 2.220950700E-02 2.262814100E-02 2.301836700E-02 2.333004700E-02 2.352210200E-02 2.357115900E-02 2.347560300E-02 2.325391500E-02 2.293544200E-02
300 1.819232300E-02 1.796666700E-02 1.782677800E-02 1.777213600E-02 1.781276600E-02 1.795911800E-02 1.822689700E-02 1.862961500E-02 1.917204100E-02 1.984347600E-02 2.060739100E-02 2.139968100E-02 2.212117400E-02 2.270136600E-02 2.310364900E-02 2.331228100E-02 2.333784800E-02 2.320845700E-02 2.295895600E-02
305 1.108845400E-02 1.095879400E-02 1.083749400E-02 1.086258000E-02 1.105394200E-02 1.140798300E-02 1.199698600E-02 1.283579500E-02 1.393579200E-02 1.525890700E-02 1.674044200E-02 1.822438300E-02 1.958616000E-02 2.070514000E-02 2.152189700E-02 2.203776000E-02 2.229102600E-02 2.233324500E-02 2.221408200E-02
310 -2.909414000E-03 -3.122113000E-03 -3.117947000E-03 -2.874030000E-03 -2.353941000E-03 -1.505899000E-03 -2.673240000E-04 1.420128000E-03 3.582065000E-03 6.172096000E-03 9.039020000E-03 1.193200700E-02 1.456683000E-02 1.672770500E-02 1.833404800E-02 1.942671300E-02 2.010449700E-02 2.046932800E-02 2.060202100E-02
315 -2.926312000E-02 -2.952307500E-02 -2.938794900E-02 -2.881921100E-02 -2.774580100E-02 -2.606379600E-02 -2.364718700E-02 -2.037760700E-02 -1.620021600E-02 -1.120117100E-02 -5.673884000E-03 -1.091610000E-04 4.940037000E-03 9.069092000E-03 1.215648100E-02 1.432469700E-02 1.579557600E-02 1.688631000E-02 1.750963300E-02
320 -7.642145400E-02 -7.688295300E-02 -7.661967400E-02 -7.557378800E-02 -7.362024900E-02 -7.056767100E-02 -6.617736200E-02 -6.021580200E-02 -5.255633300E-02 -4.332731300E-02 -3.305005800E-02 -2.264003700E-02 -1.315769300E-02 -5.388133000E-03 4.437970000E-04 4.600766000E-03 7.532706000E-03 9.631914000E-03 1.115618300E-02
325 -1.518909230E-01 -1.528387590E-01 -1.525602480E-01 -1.509857520E-01 -1.479233410E-01 -1.430575640E-01 -1.359732360E-01 -1.262307720E-01 -1.135266780E-01 -9.795265500E-02 -8.028029400E-02 -6.204814300E-02 -4.518319200E-02 -3.121292400E-02 -2.064295000E-02 -1.302671000E-02 -7.533141000E-03 -3.445942000E-03 -3.138290000E-04
330 -1.700926520E-01 -1.719642960E-01 -1.733684400E-01 -1.745001800E-01 -1.755165210E-01 -1.765520900E-01 -1.777300710E-01 -1.791659020E-01 -1.809602410E-01 -1.796898170E-01 -1.530479770E-01 -1.245391250E-01 -9.725928600E-02 -7.404523600E-02 -5.614020600E-02 -4.303798300E-02 -3.340684100E-02 -2.604563400E-02 -2.020702700E-02
335 -1.356524870E-01 -1.372529550E-01 -1.385769040E-01 -1.398192890E-01 -1.411553220E-01 -1.427580070E-01 -1.448091690E-01 -1.474992500E-01 -1.510079160E-01 -1.554565430E-01 -1.608311390E-01 -1.668994730E-01 -1.712597220E-01 -1.374773600E-01 -1.104292480E-01 -9.007170300E-02 -7.471663300E-02 -6.264086200E-02 -5.276940100E-02
340 -6.777397000E-02 -6.833300500E-02 -6.910332900E-02 -7.023453900E-02 -7.189857600E-02 -7.430991500E-02 -7.773743400E-02 -8.249949700E-02 -8.892679500E-02 -9.727274000E-02 -1.075594640E-01 -1.193915690E-01 -1.318544020E-01 -1.436702070E-01 -1.536387580E-01 -1.523944240E-01 -1.313016040E-01 -1.140208500E-01 -9.932306800E-02
