fname time Tem kT_1 n1 Rs ta_n Rsh n2 ta_g dev 
0T01 8:12:46 293.1 39.56 1.000E+000 8.719E-001 5.022E-006 6.632E+002 2.699E+000 2.091E-008 4.626E-004 
0T02 8:31:50 297 39.04 1.000E+000 1.116E+000 5.956E-006 6.824E+002 2.665E+000 2.509E-008 5.289E-004 
0T03 8:48:40 299.9 38.66 1.000E+000 1.160E+000 5.754E-006 6.965E+002 2.655E+000 2.807E-008 5.619E-004 
0T04 9:06:42 302.4 38.34 1.000E+000 1.135E+000 6.043E-006 7.084E+002 2.637E+000 3.114E-008 5.345E-004 
0T05 9:23:48 305.6 37.94 1.000E+000 1.085E+000 5.503E-006 7.232E+002 2.609E+000 3.548E-008 5.281E-004 
0T06 9:38:14 308.9 37.53 1.000E+000 1.157E+000 5.890E-006 7.378E+002 2.587E+000 4.027E-008 3.922E-004 
0T07 9:56:02 312.3 37.13 1.000E+000 1.137E+000 5.490E-006 7.519E+002 2.562E+000 4.561E-008 3.590E-004 
0T08 10:14:28 316.4 36.64 1.000E+000 1.085E+000 5.981E-006 7.675E+002 2.538E+000 5.257E-008 4.605E-004 
0T09 10:32:28 320.3 36.2 1.000E+000 1.181E+000 6.111E-006 7.806E+002 2.512E+000 5.976E-008 3.419E-004 
0T10 10:48:48 323.7 35.82 1.000E+000 1.021E+000 6.267E-006 7.904E+002 2.488E+000 6.692E-008 4.927E-004 
0T11 11:05:26 326.2 35.54 1.000E+000 1.089E+000 6.586E-006 7.966E+002 2.474E+000 7.192E-008 4.222E-004 
0T12 11:20:46 329.1 35.23 1.000E+000 1.130E+000 6.731E-006 8.024E+002 2.459E+000 7.817E-008 3.871E-004 
0T13 11:39:16 332.6 34.86 1.000E+000 1.129E+000 6.687E-006 8.075E+002 2.445E+000 8.608E-008 3.599E-004 
0T14 11:57:50 336 34.51 1.000E+000 1.120E+000 6.973E-006 8.103E+002 2.424E+000 9.460E-008 4.296E-004 
0T15 12:19:38 339.6 34.14 1.000E+000 1.131E+000 7.504E-006 8.106E+002 2.403E+000 1.042E-007 4.045E-004 
