T(K) Nd(cm-3) Mu(cm2/Vs)
171 7.05252E+16 1.06524E+3
145 8.64986E+18 1.37953E+2
186 2.97592E+16 1.57559E+3
157 1.65552E+15 4.47072E+3
103 2.25780E+19 1.36883E+2
82 3.71093E+17 3.75198E+2
135 4.07767E+15 4.20796E+3
190 3.56158E+17 4.55999E+2
143 1.66483E+17 6.51546E+2
242 1.49774E+14 2.24962E+3
247 5.09493E+13 2.17073E+3
90 1.60636E+18 2.19963E+2
101 9.00256E+15 3.22614E+3
256 7.31594E+19 8.57440E+1
84 7.54571E+17 2.81604E+2
235 3.17482E+16 1.30463E+3
124 2.36428E+15 5.44306E+3
101 3.73026E+16 1.40824E+3
87 5.88672E+13 1.93727E+4
119 9.57902E+14 7.40215E+3
90 5.27183E+19 1.37864E+2
138 4.44471E+13 7.75273E+3
86 1.83052E+15 7.52224E+3
209 6.92147E+15 2.23641E+3
83 2.84664E+18 1.92625E+2
192 4.28766E+15 2.77704E+3
84 7.08964E+14 1.14877E+4
99 3.52003E+19 1.34754E+2
204 5.21308E+14 3.13948E+3
202 1.64828E+13 3.42240E+3
165 5.21214E+16 1.24824E+3
199 4.44471E+18 1.54183E+2
93 3.26319E+17 4.08189E+2
106 2.49666E+18 1.92163E+2
129 3.10942E+19 1.22137E+2
102 5.82099E+14 1.01324E+4
134 3.61414E+18 1.69928E+2
129 6.44308E+17 3.17212E+2
201 5.05531E+18 1.48140E+2
109 5.94258E+16 1.09427E+3
221 6.54428E+16 1.03773E+3
105 1.79606E+19 1.38617E+2
108 8.05975E+14 8.72283E+3
207 1.49609E+13 3.22343E+3
199 5.40820E+13 3.48972E+3
173 2.59548E+16 1.72548E+3
205 3.22652E+13 3.30944E+3
242 4.45622E+16 1.13462E+3
226 1.41774E+14 2.62025E+3
133 5.61620E+18 1.53098E+2
179 1.91127E+16 1.92682E+3
102 6.33894E+19 1.29853E+2
256 8.18860E+18 1.24982E+2
164 3.87277E+13 5.38187E+3
210 3.57836E+18 1.64772E+2
106 1.24953E+16 2.69604E+3
229 1.41357E+16 1.69035E+3
198 2.51621E+14 3.43030E+3
79 1.25733E+19 1.58486E+2
239 9.36632E+15 1.73954E+3
172 1.83895E+13 4.90926E+3
85 1.83677E+13 2.23702E+4
165 5.11147E+14 4.80994E+3
168 1.40378E+16 2.27047E+3
211 3.91616E+18 1.59800E+2
159 3.23916E+19 1.12059E+2
184 2.79873E+14 3.98251E+3
263 1.32225E+13 1.90145E+3
113 5.76555E+14 8.93089E+3
256 3.68378E+16 1.14662E+3
211 4.01800E+17 4.32994E+2
272 7.06585E+18 1.29129E+2
102 5.29582E+14 1.03622E+4
108 9.49251E+18 1.47116E+2
227 2.12375E+18 2.00074E+2
169 4.10912E+15 3.34736E+3
233 3.13221E+18 1.72045E+2
147 4.18453E+19 1.13065E+2
183 8.79045E+15 2.48410E+3
220 1.20762E+18 2.54742E+2
254 3.66950E+17 4.51396E+2
163 1.28722E+16 2.39271E+3
165 9.38910E+16 9.14734E+2
97 3.53743E+18 1.79246E+2
175 9.90925E+18 1.28687E+2
128 2.35749E+18 1.92595E+2
85 6.57999E+14 1.16444E+4
144 2.33749E+18 1.92355E+2
158 1.67812E+19 1.21173E+2
257 2.73517E+16 1.24469E+3
267 1.43964E+17 6.80389E+2
122 3.76480E+19 1.23149E+2
132 3.41172E+18 1.72897E+2
86 2.44890E+13 2.16148E+4
179 1.03412E+16 2.41438E+3
109 4.88452E+18 1.64077E+2
96 1.64393E+13 1.72408E+4
127 3.33654E+18 1.74605E+2
219 3.26003E+19 9.94147E+1
244 5.09127E+16 1.07624E+3
154 2.72788E+14 5.77254E+3
193 4.80734E+14 3.53399E+3
85 2.14638E+19 1.48011E+2
94 1.94941E+17 5.31506E+2
250 5.79385E+16 1.00911E+3
88 6.01434E+18 1.66751E+2
189 6.81937E+19 9.82551E+1
178 1.34482E+13 4.53757E+3
231 2.53450E+14 2.48162E+3
117 3.27249E+18 1.77250E+2
247 7.78999E+16 9.11172E+2
183 3.16817E+16 1.54516E+3
195 1.31103E+16 2.06398E+3
233 1.88121E+16 1.53944E+3
130 2.48619E+17 5.11239E+2
125 1.03581E+15 6.81217E+3
182 6.59306E+16 1.09580E+3
178 1.64797E+19 1.17004E+2
246 2.82947E+15 1.94254E+3
154 3.49865E+13 6.14850E+3
163 7.41704E+16 1.03768E+3
226 3.55225E+17 4.61856E+2
256 1.84627E+16 1.37508E+3
174 2.19033E+15 3.64705E+3
137 1.14403E+19 1.33652E+2
167 9.88778E+13 5.06866E+3
264 5.22514E+16 1.00002E+3
257 2.22640E+19 9.97859E+1
151 1.83060E+17 6.25682E+2
273 2.71033E+13 1.74830E+3
149 4.15165E+19 1.12687E+2
92 4.90324E+19 1.36864E+2
224 6.40607E+18 1.36545E+2
111 5.58143E+14 9.18526E+3
187 4.54303E+18 1.53985E+2
214 2.28502E+14 2.91752E+3
198 3.16480E+16 1.48682E+3
123 6.98735E+18 1.49280E+2
217 1.09774E+17 8.27121E+2
98 1.19164E+16 2.74449E+3
270 2.33514E+15 1.64311E+3
265 7.45132E+17 3.20675E+2
85 6.44642E+16 9.58568E+2
195 2.26878E+16 1.70455E+3
83 1.16278E+16 2.68752E+3
238 4.12925E+14 2.28695E+3
211 7.10906E+13 3.06157E+3
258 5.56852E+14 1.91762E+3
271 9.57153E+17 2.84892E+2
118 1.22275E+16 2.72784E+3
98 3.97769E+19 1.34409E+2
214 1.81927E+15 2.63077E+3
193 1.06887E+14 3.69771E+3
211 1.99929E+15 2.65966E+3
96 2.58720E+18 1.92584E+2
86 9.93840E+17 2.55715E+2
94 1.33997E+19 1.47881E+2
146 1.72092E+17 6.42930E+2
134 4.48887E+14 7.14711E+3
113 8.88873E+19 1.22230E+2
237 2.30608E+13 2.38850E+3
124 9.69797E+17 2.64217E+2
134 2.74610E+15 4.83730E+3
98 9.80009E+17 2.58214E+2
146 7.02704E+16 1.05920E+3
231 1.26368E+14 2.50446E+3
145 1.26309E+19 1.29513E+2
145 1.17170E+14 6.75590E+3
115 1.79248E+16 2.21587E+3
145 1.28034E+14 6.76656E+3
189 2.04941E+16 1.81527E+3
230 3.65292E+15 2.12561E+3
85 1.12265E+16 2.76403E+3
236 1.66737E+17 6.65661E+2
221 8.04203E+17 3.08094E+2
175 7.03202E+16 1.06559E+3
199 2.58907E+18 1.85068E+2
124 1.80311E+15 5.94349E+3
202 2.47295E+18 1.88258E+2
221 1.08146E+18 2.68017E+2
90 6.76639E+15 3.75854E+3
191 5.00537E+17 3.83421E+2
80 1.43718E+14 1.92961E+4
251 8.02473E+17 3.09961E+2
247 2.47338E+17 5.47232E+2
168 9.94649E+15 2.57317E+3
83 2.17328E+13 2.30469E+4
185 1.06564E+16 2.31632E+3
155 5.95774E+17 3.39875E+2
83 1.03341E+13 2.42958E+4
138 2.51012E+16 1.84876E+3
207 1.16876E+17 8.10126E+2
269 7.88146E+13 1.79559E+3
239 4.80111E+19 9.19994E+1
188 2.52038E+16 1.67669E+3
209 1.89675E+16 1.71931E+3
179 1.90546E+13 4.48149E+3
234 6.87700E+18 1.33080E+2
223 8.59968E+18 1.26347E+2
234 1.52189E+15 2.23861E+3
219 1.22934E+13 2.84634E+3
137 1.78976E+15 5.34225E+3
228 5.77282E+18 1.40445E+2
145 2.78351E+18 1.81944E+2
245 7.25798E+19 8.74464E+1
117 6.95972E+17 3.01447E+2
244 1.37305E+17 7.20831E+2
87 8.41135E+18 1.60174E+2
88 8.23065E+18 1.59931E+2
80 1.16671E+17 6.66728E+2
139 6.62980E+16 1.08763E+3
184 8.39533E+19 9.81354E+1
121 2.92311E+19 1.25624E+2
105 3.30420E+13 1.40673E+4
87 5.90000E+15 4.05135E+3
244 4.12287E+17 4.28065E+2
176 2.54512E+14 4.39268E+3
104 5.01715E+13 1.40268E+4
169 3.37608E+13 5.02724E+3
259 4.60080E+13 1.95114E+3
128 6.14506E+15 3.71555E+3
87 9.63745E+13 1.80978E+4
90 1.96688E+16 2.00008E+3
137 1.07019E+16 2.82270E+3
207 9.85540E+18 1.24094E+2
243 5.80866E+14 2.17279E+3
178 4.82199E+19 1.03469E+2
225 9.32764E+13 2.65255E+3
243 3.80110E+14 2.19531E+3
242 6.23522E+15 1.82692E+3
146 1.50313E+18 2.25161E+2
91 1.63035E+18 2.18888E+2
192 6.70476E+19 9.77247E+1
128 5.19149E+13 9.17207E+3
117 1.79488E+13 1.14887E+4
241 2.13034E+19 1.02548E+2
191 9.14461E+17 2.85731E+2
237 5.78411E+15 1.91154E+3
187 1.63789E+13 4.06318E+3
142 1.94691E+18 2.04646E+2
127 1.19468E+15 6.45379E+3
149 4.68552E+13 6.62657E+3
112 4.88007E+17 3.50926E+2
168 1.62094E+17 6.81637E+2
112 5.44605E+18 1.59523E+2
201 5.78159E+15 2.45181E+3
263 6.84169E+14 1.82441E+3
222 1.90501E+19 1.07141E+2
272 1.81368E+15 1.63564E+3
268 1.65504E+18 2.22505E+2
160 1.68258E+19 1.20575E+2
147 7.66362E+16 1.01047E+3
261 5.05316E+15 1.63562E+3
123 3.53300E+13 9.97587E+3
241 2.61454E+17 5.35170E+2
138 8.11398E+16 9.69151E+2
258 3.41948E+16 1.16149E+3
203 1.70590E+15 2.89902E+3
215 1.62464E+17 6.84818E+2
193 1.71972E+19 1.13469E+2
109 9.33534E+14 8.22176E+3
230 3.67127E+14 2.46542E+3
83 3.97633E+18 1.81011E+2
159 2.63757E+18 1.84400E+2
154 1.07392E+16 2.66507E+3
198 4.77956E+16 1.24830E+3
271 2.53414E+18 1.85900E+2
185 3.72096E+14 3.89096E+3
195 1.82988E+17 6.47176E+2
192 5.74494E+15 2.62330E+3
131 3.91897E+13 8.81772E+3
210 2.45874E+19 1.04694E+2
156 1.42389E+13 6.06132E+3
226 2.75095E+14 2.58216E+3
254 1.97584E+17 6.03891E+2
242 2.72362E+15 2.00246E+3
251 1.73659E+19 1.05209E+2
88 2.47856E+17 4.61457E+2
210 3.13294E+17 4.91455E+2
259 3.43734E+15 1.72237E+3
92 7.83843E+17 2.79477E+2
178 1.29507E+13 4.54340E+3
106 2.62462E+18 1.89680E+2
126 2.65372E+19 1.24829E+2
267 6.40213E+14 1.77367E+3
203 7.24669E+13 3.35644E+3
108 4.01378E+17 3.82103E+2
105 3.40600E+14 1.10526E+4
90 1.40394E+17 6.26487E+2
236 6.79273E+13 2.38822E+3
264 4.57947E+16 1.04033E+3
208 9.86310E+13 3.16086E+3
187 2.65642E+17 5.30620E+2
224 3.07690E+19 9.93934E+1
247 5.27776E+16 1.05288E+3
148 6.63516E+19 1.09505E+2
77 1.04910E+18 2.51275E+2
83 1.20130E+19 1.56506E+2
180 3.75862E+19 1.05444E+2
85 1.89520E+16 2.00818E+3
190 2.66515E+19 1.07236E+2
214 2.30175E+17 5.75204E+2
205 3.03637E+13 3.30633E+3
207 2.68637E+14 3.11035E+3
259 1.40927E+14 1.93722E+3
257 3.12757E+16 1.20000E+3
164 4.95714E+13 5.37216E+3
135 7.83640E+14 6.48579E+3
186 2.11506E+14 3.95519E+3
207 1.35315E+13 3.25287E+3
168 4.45376E+17 3.98697E+2
91 5.91380E+14 1.14551E+4
223 1.01181E+15 2.51713E+3
182 4.90320E+18 1.51148E+2
106 7.02973E+14 9.25988E+3
132 5.78821E+16 1.16372E+3
99 1.35814E+19 1.45240E+2
190 6.65687E+18 1.38418E+2
238 2.72435E+16 1.35374E+3
173 2.97637E+19 1.09521E+2
203 1.63576E+19 1.12756E+2
116 1.15191E+19 1.40540E+2
143 2.88508E+13 7.32931E+3
216 8.21080E+16 9.46851E+2
149 4.63492E+19 1.11596E+2
100 4.52441E+15 4.65299E+3
121 6.55250E+17 3.11174E+2
208 1.50285E+14 3.13381E+3
183 7.29975E+15 2.62309E+3
157 3.98709E+17 4.16634E+2
161 7.61885E+17 3.04168E+2
96 2.02252E+17 5.23930E+2
155 7.28107E+13 6.02317E+3
194 7.06117E+14 3.40296E+3
197 6.91579E+16 1.05478E+3
100 2.26411E+18 1.98391E+2
177 6.58703E+13 4.52748E+3
234 5.12862E+18 1.45262E+2
271 4.88232E+13 1.76042E+3
210 4.27194E+17 4.19554E+2
