N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -1.371394370E-01 -1.384246660E-01 -1.361390930E-01 -1.327652240E-01
1.600000000E+01 3.049937900E-02 3.036186600E-02 2.981447200E-02 2.947544300E-02
1.700000000E+01 5.985462900E-02 5.828059100E-02 5.606403000E-02 5.592082100E-02
1.549996187E+01 9.063541000E-03 8.009994000E-03 9.039020000E-03 9.796602000E-03
1.649996187E+01 5.045037400E-02 5.031709700E-02 4.954678900E-02 4.899508300E-02
1.674996808E+01 5.875858500E-02 5.611435800E-02 5.572968500E-02 5.527204200E-02
1.624993176E+01 4.014252500E-02 3.985274700E-02 3.951423500E-02 3.916864000E-02
1.574996808E+01 2.275325900E-02 2.234809500E-02 2.215295000E-02 2.292038100E-02
1.524993176E+01 -3.079476200E-02 -3.151678900E-02 -3.050769800E-02 -2.892483500E-02
