N_B d154 d184 d214 d244
d 150 180 210 240
1.500000000E+01 -4.589604100E-02 -4.150398700E-02 -3.948447300E-02 -3.982935200E-02
1.600000000E+01 3.033358900E-02 3.018901600E-02 2.973231800E-02 2.948140600E-02
1.700000000E+01 6.184862300E-02 6.160336600E-02 6.043536500E-02 6.093072000E-02
1.549996187E+01 1.874795400E-02 1.836284800E-02 1.942671300E-02 1.983802200E-02
1.649996187E+01 4.843312500E-02 4.909234500E-02 4.907260000E-02 4.915874700E-02
1.674996808E+01 5.782597400E-02 5.643875200E-02 5.705146500E-02 5.733485700E-02
1.624993176E+01 3.848473000E-02 3.846821800E-02 3.850149200E-02 3.851855700E-02
1.574996808E+01 2.543984500E-02 2.520456300E-02 2.501671500E-02 2.562520200E-02
1.524993176E+01 2.497280000E-04 1.599528000E-03 2.678594000E-03 3.151596000E-03
