Ytrue por Lambda Ypred RelError
3.193300e+00 1.100000e+01 2.165000e+03 3.192128e+00 3.669430e-04
2.407660e+00 4.000000e+01 2.310000e+03 2.415346e+00 3.192518e-03
3.400990e+00 1.000000e+00 4.243000e+03 3.390806e+00 2.994408e-03
3.016940e+00 1.700000e+01 4.424000e+03 3.024249e+00 2.422513e-03
1.697950e+00 6.400000e+01 5.192000e+03 1.713579e+00 9.204763e-03
3.076930e+00 1.900000e+01 1.090000e+03 3.080864e+00 1.278700e-03
1.500980e+00 7.200000e+01 2.089000e+03 1.502145e+00 7.763372e-04
2.856230e+00 2.300000e+01 5.855000e+03 2.868478e+00 4.288081e-03
3.281110e+00 6.000000e+00 4.760000e+03 3.281888e+00 2.369802e-04
1.532210e+00 7.100000e+01 3.945000e+03 1.527730e+00 2.923631e-03
3.068840e+00 1.600000e+01 1.784000e+03 3.084825e+00 5.208929e-03
1.922390e+00 6.000000e+01 7.420000e+02 1.927869e+00 2.850159e-03
2.239440e+00 4.600000e+01 2.479000e+03 2.238148e+00 5.771223e-04
2.004690e+00 5.400000e+01 4.274000e+03 1.997328e+00 3.672304e-03
3.379620e+00 1.000000e+01 8.880000e+02 3.374130e+00 1.624483e-03
3.300130e+00 7.000000e+00 1.727000e+03 3.302588e+00 7.447130e-04
3.520760e+00 8.000000e+00 7.360000e+02 3.516934e+00 1.086777e-03
3.244410e+00 9.000000e+00 2.106000e+03 3.240591e+00 1.177194e-03
3.327570e+00 4.000000e+00 4.063000e+03 3.328024e+00 1.364785e-04
1.400840e+00 7.600000e+01 2.550000e+03 1.404583e+00 2.672009e-03
3.406690e+00 1.000000e+00 2.604000e+03 3.404871e+00 5.338368e-04
1.518830e+00 7.100000e+01 1.725000e+03 1.529410e+00 6.966145e-03
2.671190e+00 3.200000e+01 1.543000e+03 2.669758e+00 5.361192e-04
3.113990e+00 1.500000e+01 1.500000e+03 3.127881e+00 4.460886e-03
