T d154 d184 d214 d244
d 150 180 210 240
290 1.201823543E+00 1.199584354E+00 1.197821646E+00 1.196695512E+00
295 1.201224480E+00 1.199190141E+00 1.197511136E+00 1.196160792E+00
300 1.200613700E+00 1.198681522E+00 1.197089965E+00 1.195742329E+00
305 1.198748657E+00 1.196838301E+00 1.195230688E+00 1.193853794E+00
310 1.193305959E+00 1.191221206E+00 1.189546606E+00 1.188067614E+00
315 1.178268453E+00 1.175786266E+00 1.174039983E+00 1.172477567E+00
320 1.142189992E+00 1.138997848E+00 1.137100941E+00 1.135887284E+00
325 1.068126534E+00 1.063854570E+00 1.062284956E+00 1.061882101E+00
330 1.016959918E+00 1.015473662E+00 1.014424026E+00 1.013666215E+00
335 1.018670444E+00 1.017104241E+00 1.015936856E+00 1.015070811E+00
340 1.022989630E+00 1.021140874E+00 1.019684141E+00 1.018565086E+00
