T d154 d184 d214 d244
d 150 180 210 240
290 1.198207851E+00 1.194872841E+00 1.191996248E+00 1.189741109E+00
295 1.198018668E+00 1.194944386E+00 1.192199691E+00 1.189748709E+00
300 1.197485346E+00 1.194448992E+00 1.191641215E+00 1.189034510E+00
305 1.194874242E+00 1.191395904E+00 1.188078814E+00 1.184889127E+00
310 1.186687704E+00 1.181676097E+00 1.176843892E+00 1.172095205E+00
315 1.164203750E+00 1.155401374E+00 1.146962011E+00 1.138625032E+00
320 1.111540220E+00 1.095056068E+00 1.079406029E+00 1.064733833E+00
325 1.015797594E+00 1.014002938E+00 1.012697285E+00 1.011702727E+00
330 1.016602759E+00 1.015152139E+00 1.014098868E+00 1.013291031E+00
335 1.019726711E+00 1.018556514E+00 1.017702320E+00 1.017046936E+00
340 1.025929066E+00 1.024974901E+00 1.024271853E+00 1.023727958E+00
