X Y Xfit Yfit
8.6717600E+0 1.3166400E+2 9.4300469E+0 1.3001798E+2
9.8500500E+0 1.4615800E+2 1.0339945E+1 1.4463246E+2
1.1242800E+1 1.6216200E+2 1.1445937E+1 1.6085521E+2
1.2787400E+1 1.7998800E+2 1.2787400E+1 1.7885173E+2
1.4612900E+1 1.9971000E+2 1.4409964E+1 1.9880110E+2
1.6725600E+1 2.2153300E+2 1.6365703E+1 2.2089623E+2
1.9203400E+1 2.4566800E+2 1.8712928E+1 2.4534412E+2
2.2083000E+1 2.7236600E+2 2.1515399E+1 2.7236600E+2
2.5442900E+1 3.0182400E+2 2.4840767E+1 3.0219795E+2
2.9291300E+1 3.3436400E+2 2.8758108E+1 3.3509192E+2
3.3638900E+1 3.7021100E+2 3.3334499E+1 3.7131794E+2
3.8630800E+1 4.0982200E+2 3.8630800E+1 4.1116798E+2
4.4363000E+1 4.5331200E+2 4.4697112E+1 4.5496210E+2
5.0912200E+1 5.0128700E+2 5.1568716E+1 5.0305751E+2
5.8093800E+1 5.5405400E+2 5.9263644E+1 5.5586048E+2
6.6112400E+1 6.1232600E+2 6.7783151E+1 6.1384096E+2
7.5085400E+1 6.7634900E+2 7.7116245E+1 6.7754865E+2
8.5013300E+1 7.4688200E+2 8.7248845E+1 7.4762929E+2
9.5873800E+1 8.2432300E+2 9.8177300E+1 8.2483890E+2
1.0768900E+2 9.1027300E+2 1.0992527E+2 9.1005536E+2
1.2091700E+2 1.0049700E+3 1.2256214E+2 1.0042855E+3
1.3528800E+2 1.1096900E+3 1.3622161E+2 1.1086700E+3
1.5111900E+2 1.2258700E+3 1.5111900E+2 1.2244841E+3
1.6824800E+2 1.3543400E+3 1.6756745E+2 1.3531402E+3
1.8748900E+2 1.4974200E+3 1.8599350E+2 1.4961895E+3
2.0897400E+2 1.6559600E+3 2.0695371E+2 1.6553259E+3
2.3395000E+2 1.8324400E+3 2.3115409E+2 1.8323918E+3
2.6350300E+2 2.0284600E+3 2.5947435E+2 2.0293858E+3
2.9799900E+2 2.2450000E+3 2.9299874E+2 2.2484699E+3
3.3742600E+2 2.4872100E+3 3.3305515E+2 2.4919756E+3
3.8541300E+2 2.7538700E+3 3.8126405E+2 2.7624064E+3
4.4199500E+2 3.0520100E+3 4.3959848E+2 3.0624338E+3
5.1544000E+2 3.3792300E+3 5.1045635E+2 3.3948833E+3
5.9870400E+2 3.7436500E+3 5.9674594E+2 3.7627072E+3
7.0198500E+2 4.1513400E+3 7.0198500E+2 4.1689367E+3
8.2498200E+2 4.6010000E+3 8.3041264E+2 4.6166084E+3
9.7468100E+2 5.0950400E+3 9.8711192E+2 5.1086554E+3
1.1596100E+3 5.6380300E+3 1.1781379E+3 5.6477525E+3
1.3892800E+3 6.2161200E+3 1.4106425E+3 6.2361049E+3
1.6619200E+3 6.8507100E+3 1.6929816E+3 6.8751677E+3
1.9939800E+3 7.5432900E+3 2.0347804E+3 7.5652816E+3
2.4073600E+3 8.3112300E+3 2.4469275E+3 8.3052219E+3
2.8996200E+3 9.0850200E+3 2.9414541E+3 9.0916625E+3
3.4998200E+3 9.9454400E+3 3.5312405E+3 9.9185644E+3
4.2248300E+3 1.0829800E+4 4.2294998E+3 1.0776546E+4
5.0060100E+3 1.1711400E+4 5.0489716E+3 1.1652298E+4
5.9934400E+3 1.2595100E+4 6.0008015E+3 1.2528171E+4
7.1027700E+3 1.3494500E+4 7.0931123E+3 1.3382086E+4
8.3611100E+3 1.4263300E+4 8.3293650E+3 1.4187959E+4
9.7066900E+3 1.5139400E+4 9.7066900E+3 1.4916769E+4
1.1321700E+4 1.5646600E+4 1.1214515E+4 1.5538393E+4
1.3081700E+4 1.6133700E+4 1.2833801E+4 1.6024075E+4
1.4788400E+4 1.6417700E+4 1.4537282E+4 1.6349310E+4
1.6609000E+4 1.6588800E+4 1.6290855E+4 1.6496651E+4
1.8505200E+4 1.6480800E+4 1.8056120E+4 1.6457900E+4
2.0313600E+4 1.5947800E+4 1.9793632E+4 1.6235185E+4
2.1898100E+4 1.5326900E+4 2.1466366E+4 1.5840682E+4
2.3330300E+4 1.5055900E+4 2.3042782E+4 1.5295025E+4
2.4775500E+4 1.4066300E+4 2.4498860E+4 1.4624810E+4
2.6176500E+4 1.3272500E+4 2.5819056E+4 1.3859683E+4
2.7427100E+4 1.2310400E+4 2.6996076E+4 1.3029583E+4
2.8140300E+4 1.0916400E+4 2.8029832E+4 1.2162503E+4
2.9152300E+4 1.0302300E+4 2.8925892E+4 1.1282983E+4
2.9813200E+4 9.1338600E+3 2.9693805E+4 1.0411303E+4
